,股票代码,股票简称,ROE2020
328,301345.SZ,涛涛车业,56.04
329,301246.SZ,宏源药业,24.36
331,837601.BJ,天瑞电子,15.59
334,836547.BJ,无锡晶海,28.71
335,834607.BJ,祥云股份,17.29
336,833478.BJ,侨益股份,19.31
337,301157.SZ,华塑科技,53.56
338,837134.BJ,天元智能,31.62
339,688502.SH,茂莱光学,16.76
340,603282.SH,亚光股份,30.01
341,833571.BJ,锁龙消防,24.5
343,430556,雅达股份,20.84
344,301378.SZ,通达海,48.26
345,301322.SZ,绿通科技,21.03
349,001368.SZ,通达创智,20.09
350,874075.BJ,乔路铭,28.02
352,835857.BJ,百甲科技,16.47
353,837663.BJ,明阳科技,24.86
354,301408.SZ,华人健康,15.13
355,600925.SH,苏能股份,18.78
358,001366.SZ,播恩集团,27.8
359,830974.BJ,凯大催化,24.39
360,001278.SZ,一彬科技,26.75
361,874068.BJ,三艾斯,32.66
363,874016.BJ,星图测控,54.41
364,873995.BJ,海纳股份,25.49
365,873993.BJ,诚展科技,34.06
366,873986.BJ,名扬科技,28.99
367,873985.BJ,久煜智能,187.31
370,873939.BJ,豪特曼,15.83
371,873931.BJ,潜阳科技,22.96
372,873926.BJ,苏州园林,34.1
374,873917.BJ,朗诺股份,32.33
376,873884.BJ,巴兰仕,18.86
380,874031.BJ,翰林航宇,15.54
382,873909.BJ,海多硅材,17.14
384,603061.SH,金海通,33.3
386,301303.SZ,真兰仪表,31.57
387,874057.BJ,迪亚环境,49.37
389,874027.BJ,永驰科技,15.25
390,836422.BJ,润普食品,17.64
391,688486.SH,龙迅股份,19.23
393,001337.SZ,四川黄金,43.74
394,603073.SH,彩蝶实业,21.5
395,874021.BJ,聚星科技,20.83
396,873899.BJ,海创汇,16.35
397,873861.BJ,良安科技,320.45
399,688522.SH,纳睿雷达,38.64
401,603065.SH,宿迁联盛,20.3
403,430478,峆一药业,25.39
404,873644.BJ,万佳物业,25.45
405,835579.BJ,机科股份,19.93
407,603190.SH,亚通精工,24.07
408,301419.SZ,阿莱德,31.0
409,001311.SZ,多利科技,16.01
410,001260.SZ,坤泰股份,26.26
411,001225.SZ,和泰机电,31.39
412,873887.BJ,琼派瑞特,60.15
413,873694.BJ,北矿检测,28.4
416,874036.BJ,久正工学,15.31
417,874020.BJ,天佑股份,27.79
419,873896.BJ,海金格,115.93
422,874058.BJ,九州风神,25.48
424,874023.BJ,传美讯,23.82
425,873900.BJ,世纪信通,73.4
426,873886.BJ,瑞红苏州,18.41
428,873869.BJ,早康枸杞,28.7
429,301373.SZ,凌玮科技,19.91
431,874022.BJ,海图科技,86.28
434,873830.BJ,奥智股份,50.97
435,839273.BJ,一致魔芋,23.0
436,834407.BJ,驰诚股份,21.04
439,001314.SZ,亿道信息,58.24
440,688016.SH,心脉医疗,18.66
442,874048.BJ,盈浩文创,29.96
445,874047.BJ,交大铁发,42.79
446,874028.BJ,道达天际,173.54
447,874005.BJ,泽瑞股份,94.07
448,873762.BJ,智达科技,20.21
449,873167.BJ,新赣江,15.73
450,873184.BJ,浩博特,35.28
451,430588,天松医疗,36.73
454,874095.BJ,圣泰材料,26.79
455,874076.BJ,朝晖股份,113.26
457,874026.BJ,亚数智科,39.95
458,874002.BJ,正业设计,22.51
459,688435.SH,英方软件,17.66
460,301317.SZ,鑫磊股份,24.52
461,301127.SZ,天源环保,26.71
463,874017.BJ,伟焕机械,21.84
464,603281.SH,江瀚新材,24.19
465,873740.BJ,大连华阳,37.94
466,832802.BJ,保丽洁,16.58
469,301260.SZ,格力博,103.04
470,874038.BJ,鑫民玻璃,16.84
471,603173.SH,福斯达,54.49
472,430425,乐创技术,22.45
475,837931.BJ,大飞龙,49.7
479,873152.BJ,天宏锂电,72.32
480,874018.BJ,天威新材,19.74
481,874003.BJ,瑞能智慧,121.43
483,873910.BJ,北京检验,18.02
485,873905.BJ,美托股份,28.45
488,839371.BJ,欧福蛋业,17.08
491,833179.BJ,南京试剂,25.67
498,874000.BJ,南天智联,61.72
502,873868.BJ,腾奇科技,53.42
503,870976.BJ,视声智能,28.32
504,870800.BJ,中草香料,31.37
505,836504.BJ,博迅生物,22.33
506,833284.BJ,灵鸽科技,28.09
507,688701.SH,卓锦股份,17.27
509,002022.SZ,科华生物,24.76
510,873879.BJ,开发科技,44.46
511,873856.BJ,华科股份,37.15
512,870726.BJ,鸿智科技,23.13
513,839255.BJ,思亿欧,61.0
516,874030.BJ,恒永达,38.76
518,301297.SZ,富乐德,18.25
523,873853.BJ,嘉好股份,16.21
526,873991.BJ,华科仪,17.6
527,873976.BJ,今大禹,18.3
528,873859.BJ,长虹格润,20.03
529,873857.BJ,伦宝管业,18.61
537,873908.BJ,方正阀门,31.67
538,873878.BJ,华昌新材,18.56
539,873877.BJ,俊朗股份,168.87
540,873863.BJ,康晋电气,19.07
541,872804.BJ,健瑞宝,43.53
542,834950.BJ,迅安科技,50.71
545,874040.BJ,明佳环保,55.55
546,301280.SZ,珠城科技,29.93
547,688147.SH,微导纳米,21.44
549,874037.BJ,华翔联信,46.67
551,836419.BJ,万德股份,19.06
552,873852.BJ,博能股份,180.63
553,872392.BJ,佳合科技,31.75
554,688498.SH,源杰科技,22.91
555,301105.SZ,鸿铭股份,17.23
556,873851.BJ,宏德众悦,36.16
557,838262.BJ,太湖雪,21.51
560,688516.SH,奥特维,19.03
564,874033.BJ,金仕达,149.15
565,874010.BJ,华鑫洺源,38.81
566,873983.BJ,华晟经世,26.69
567,873982.BJ,湖南昊华,132.2
568,873850.BJ,百翔科技,34.84
569,838227.BJ,美登科技,27.26
571,873832.BJ,承安集团,16.93
572,873001.BJ,纬达光电,18.51
573,301398.SZ,星源卓镁,22.82
574,301265.SZ,华新环保,17.49
578,833781.BJ,瑞奇智造,19.7
579,301368.SZ,丰立智能,19.01
580,873829.BJ,吧哒科技,19.52
581,872190.BJ,雷神科技,17.65
582,836247.BJ,华密新材,33.78
583,688475.SH,萤石网络,47.05
585,301255.SZ,通力科技,21.81
587,831526.BJ,凯华材料,19.16
589,873305.BJ,九菱科技,19.73
591,688503.SH,聚和材料,28.48
594,688143.SH,长盈通,16.23
595,688084.SH,晶品特装,22.05
598,873971.BJ,银河股份,25.28
599,873968.BJ,杰西科技,17.98
601,836414.BJ,欧普泰,50.85
602,834162.BJ,江平生物,18.25
607,874011.BJ,安邦制药,20.75
608,873965.BJ,聚新科技,51.94
609,870508.BJ,丰安股份,18.05
610,834033.BJ,康普化学,38.01
612,873997.BJ,鼎盛机械,290.75
620,839295.BJ,金百汇,32.01
621,836957.BJ,汉维科技,18.51
623,688489.SH,三未信安,39.71
625,430515,麟龙股份,19.69
626,001223.SZ,欧克科技,102.38
629,301391.SZ,卡莱特,39.21
630,873973.BJ,碧盾科技,106.53
631,873967.BJ,柏维力,37.52
634,874009.BJ,杭化科技,16.26
635,870866.BJ,绿亨科技,19.9
636,839206.BJ,睿路传播,26.04
638,873992.BJ,宇能制药,92.48
640,836942.BJ,恒立钻具,38.7
642,836392.BJ,博为峰,32.68
643,834014.BJ,特瑞斯,36.4
647,833230.BJ,欧康医药,22.59
650,688420.SH,美腾科技,54.03
652,873969.BJ,普祺医药,279.88
654,872759.BJ,玮硕恒基,65.12
655,871655.BJ,知行股份,32.52
658,600860.SH,京城股份,30.13
659,873987.BJ,艾麒信息,42.73
661,870199.BJ,倍益康,71.44
662,831641.BJ,格利尔,16.89
663,301365.SZ,矩阵股份,50.31
666,301377.SZ,鼎泰高科,30.38
667,301335.SZ,天元宠物,18.66
668,873804.BJ,华鸿科技,30.32
669,872374.BJ,云里物里,29.46
671,688376.SH,美埃科技,26.48
672,001256.SZ,炜冈科技,23.99
673,872784.BJ,九喜股份,54.46
674,837353.BJ,佳维股份,16.27
675,688531.SH,日联科技,18.42
679,835237.BJ,力佳科技,16.51
680,301361.SZ,众智科技,30.82
681,871634.BJ,新威凌,26.82
682,832662.BJ,方盛股份,28.79
683,836625.BJ,宝艺股份,24.23
684,301396.SZ,宏景科技,26.88
685,873324.BJ,阳光精机,1111.15
686,872844.BJ,金岩高新,24.74
688,301356.SZ,天振股份,43.36
689,601022.SH,宁波远洋,18.15
690,301359.SZ,东南电子,20.61
691,001333.SZ,光华股份,25.69
692,870357.BJ,雅葆轩,27.32
696,833719.BJ,宏发新材,38.64
698,873996.BJ,岳海新材,50.08
699,873990.BJ,优全生活,74.81
703,873948.BJ,中捷四方,30.79
705,873946.BJ,三优光电,27.78
708,873892.BJ,昊诚锂电,16.63
710,873784.BJ,银中物业,31.09
711,873233.BJ,睿高股份,19.64
714,301165.SZ,锐捷网络,32.93
717,873988.BJ,蓝也科技,33.97
718,873959.BJ,迅航星辰,49.88
719,873923.BJ,碧之江,32.44
722,873083.BJ,博菱电器,22.19
723,872808.BJ,曙光数创,58.37
724,872709.BJ,巍特环境,75.69
726,301388.SZ,欣灵电气,27.03
727,301277.SZ,新天地,46.99
728,301267.SZ,华厦眼科,26.72
729,873958.BJ,双键新材,25.63
730,873339.BJ,恒太照明,19.95
731,873253.BJ,安天利信,32.25
732,837174.BJ,宏裕包材,27.99
734,833914.BJ,远航精密,17.22
735,603280.SH,南方路机,45.61
736,873914.BJ,东方智汇,52.99
737,834684.BJ,聚合科技,45.28
738,301367.SZ,怡和嘉业,84.87
739,301230.SZ,泓博医药,19.41
740,873927.BJ,恒邦新材,38.75
741,873911.BJ,思锐光学,18.54
742,832876.BJ,慧为智能,31.74
743,873950.BJ,哈德胜,84.46
746,301379.SZ,天山电子,15.69
747,873937.BJ,塔罗斯,17.71
749,688426.SH,康为世纪,50.25
750,688152.SH,麒麟信安,59.55
753,873920.BJ,睿鸿网络,31.84
754,873864.BJ,旭辉电气,39.12
755,688419.SH,耐科装备,39.59
756,688291.SH,金橙子,27.36
757,603130.SH,云中马,29.01
759,301223.SZ,中荣股份,17.98
761,873743.BJ,太湖远大,19.41
763,688244.SH,永信至诚,17.19
764,688061.SH,灿瑞科技,18.35
765,301273.SZ,瑞晨环保,32.0
768,872953.BJ,国子软件,18.7
771,837305.BJ,万和科技,29.47
773,834915.BJ,津同仁堂,27.5
775,603151.SH,邦基科技,46.46
778,301363.SZ,美好医疗,24.19
780,871753.BJ,天纺标,35.33
781,831992.BJ,嘉得力,29.63
789,430139,华岭股份,16.46
790,301389.SZ,隆扬电子,41.93
791,301380.SZ,挖金客,29.11
793,873957.BJ,驭腾能环,81.09
794,831474.BJ,上海科特,23.62
795,688137.SH,近岸蛋白,223.32
796,301313.SZ,凡拓数创,17.13
797,301299.SZ,卓创资讯,31.86
799,873919.BJ,天演维真,28.5
803,301285.SZ,鸿日达,29.05
806,001300.SZ,三柏硕,37.02
807,838402.BJ,硅烷科技,21.14
808,837611.BJ,德芯科技,36.66
809,835892.BJ,中科美菱,26.17
810,688252.SH,天德钰,39.9
813,837046.BJ,亿能电力,25.49
815,688392.SH,骄成超声,46.45
816,603052.SH,可川科技,25.24
818,301366.SZ,一博科技,26.66
821,688132.SH,邦彦技术,15.77
822,301227.SZ,森鹰窗业,19.12
824,001299.SZ,美能能源,18.14
828,301316.SZ,慧博云通,27.01
830,688073.SH,毕得医药,26.92
831,430685,新芝生物,28.99
832,001322.SZ,箭牌家居,31.05
833,873837.BJ,汇川科技,41.73
836,603057.SH,紫燕食品,37.87
837,301326.SZ,捷邦科技,24.21
840,301327.SZ,华宝新能,126.13
841,301309.SZ,万得凯,26.67
842,001298.SZ,好上好,29.98
845,839229.BJ,欣源股份,37.81
846,837341.BJ,睿恒数控,23.66
847,688455.SH,科捷智能,41.49
848,430372,泰达新材,22.67
849,872313.BJ,科隆智谷,19.52
850,871626.BJ,威力传动,139.46
851,301161.SZ,唯万密封,21.52
852,873122.BJ,中纺标,16.55
855,835333.BJ,帕克国际,18.66
856,835207.BJ,众诚科技,28.64
857,688391.SH,钜泉科技,26.57
859,301369.SZ,联动科技,21.06
861,873438.BJ,苏一工院,24.51
862,834621.BJ,润晶股份,17.87
864,301339.SZ,通行宝,17.57
865,001238.SZ,浙江正特,15.58
868,301276.SZ,嘉曼服饰,23.97
869,001332.SZ,锡装股份,25.64
871,873865.BJ,新视野,38.35
876,688630.SH,芯碁微装,19.05
877,301331.SZ,恩威医药,22.98
879,837215.BJ,开利控股,51.55
880,420079,神州城B3,26.4
881,400079,神州城A3,26.4
882,301349.SZ,信德新材,28.26
883,301328.SZ,维峰电子,29.85
886,873901.BJ,利盈环保,19.81
887,688448.SH,磁谷科技,20.01
888,603163.SH,圣晖集成,28.41
891,873114.BJ,易德人力,48.89
893,872707.BJ,菁华生态,19.31
894,839605.BJ,晟琪科技,23.05
896,834685.BJ,先锋机械,26.74
899,603182.SH,嘉华股份,21.06
900,301296.SZ,新巨丰,17.95
901,301283.SZ,聚胶股份,33.22
903,873860.BJ,格林司通,22.5
907,603458.SH,勘设股份,18.24
910,832114.BJ,中爆数字,26.61
911,603520.SH,司太立,17.71
913,001255.SZ,博菲电气,45.58
914,831880.BJ,春旺新材,26.61
917,301115.SZ,建科股份,21.98
919,001212.SZ,中旗新材,24.37
921,872894.BJ,博大股份,39.17
922,872014.BJ,裕峰环境,21.07
925,688416.SH,恒烁股份,19.56
926,873782.BJ,申亚生物,15.62
932,872183.BJ,润康科技,22.51
934,871298.BJ,华浩环保,16.29
935,688247.SH,宣泰医药,25.13
937,301282.SZ,金禄电子,17.66
938,001283.SZ,豪鹏科技,20.36
939,001269.SZ,欧晶科技,25.95
940,836669.BJ,ST环能新,91.1
942,688667.SH,菱电电控,49.4
945,603237.SH,五芳斋,19.08
947,839790.BJ,联迪信息,17.02
950,873250.BJ,芳禾集团,17.55
951,872422.BJ,天嘉智能,19.38
953,688381.SH,帝奥微,18.43
956,871721.BJ,润元户外,39.03
957,836270.BJ,天铭科技,24.79
958,835359.BJ,百通能源,15.14
959,001259.SZ,利仁科技,35.03
960,872434.BJ,明易达,98.15
965,873666.BJ,南京清泉,27.64
966,836395.BJ,朗鸿科技,26.73
968,688292.SH,浩瀚深度,16.92
969,688203.SH,海正生材,21.52
971,301300.SZ,远翔新材,33.73
972,301209.SZ,联合化学,24.83
973,688002.SH,睿创微纳,22.28
976,835192.BJ,电老虎网,31.0
978,688439.SH,振华风光,43.51
981,872318.BJ,久信信息,43.22
984,688273.SH,麦澜德,61.98
985,001331.SZ,胜通能源,22.93
990,688370.SH,丛麟科技,25.25
991,301132.SZ,满坤科技,24.02
993,688205.SH,德科立,40.17
995,831834.BJ,三维股份,27.03
997,301121.SZ,紫建电子,26.21
998,001339.SZ,智微智能,29.3
1000,830806.BJ,亚锦科技,34.7
1001,688380.SH,中微半导,36.27
1004,301197.SZ,工大科雅,15.85
1005,001222.SZ,源飞宠物,25.92
1007,873169.BJ,七丰精工,39.24
1008,872352.BJ,开元新材,18.03
1010,301095.SZ,广立微,49.96
1012,873956.BJ,久恒智循,68.72
1017,873902.BJ,晶阳机电,60.87
1019,873889.BJ,伊邦科技,96.97
1020,873888.BJ,穿金戴银,20.6
1022,873875.BJ,北辰科技,37.97
1024,873827.BJ,岷山环能,30.17
1025,873823.BJ,尚洋科技,16.14
1026,873822.BJ,富尔达,26.09
1027,873821.BJ,祥瑞生物,29.34
1028,873820.BJ,台州农资,22.47
1030,873817.BJ,优派普,18.51
1031,873816.BJ,捷先科技,32.38
1032,873815.BJ,旭域股份,15.73
1037,873809.BJ,温多利,23.61
1039,873803.BJ,瀚江新材,17.98
1040,873802.BJ,华联世纪,38.79
1041,873797.BJ,帮安迪,19.07
1042,873795.BJ,瀚秋股份,23.28
1048,838939.BJ,金坤新材,40.62
1050,688798.SH,艾为电子,29.22
1051,688271.SH,联影医疗,32.2
1052,301336.SZ,趣睡科技,20.64
1057,873805.BJ,双达股份,22.35
1060,873796.BJ,建科集团,16.46
1063,873785.BJ,惠嘉股份,16.45
1064,873771.BJ,海容股份,16.47
1065,873761.BJ,瑞华赢,18.07
1067,688371.SH,菲沃泰,47.5
1069,301330.SZ,熵基科技,17.86
1070,301171.SZ,易点天下,17.56
1071,873895.BJ,格瑞迪斯,18.58
1072,873801.BJ,邻商科技,86.03
1073,873800.BJ,天舒科技,27.21
1074,873791.BJ,鲁邦通,59.9
1075,873721.BJ,华腾新材,15.19
1076,873224.BJ,如是集团,34.31
1077,301338.SZ,凯格精机,29.08
1078,001229.SZ,魅视科技,41.07
1080,873893.BJ,成记泰达,120.59
1082,872864.BJ,佳景健康,33.35
1083,871738.BJ,海星通,42.65
1084,688130.SH,晶华微,122.67
1086,873789.BJ,腾茂科技,26.79
1088,873765.BJ,长宇股份,39.19
1089,873751.BJ,知鱼智联,110.63
1091,873165.BJ,爱特电子,23.68
1093,688253.SH,英诺特,136.21
1097,873775.BJ,元方科技,42.45
1098,301278.SZ,快可电子,20.71
1101,873870.BJ,恒道医药,36.35
1103,873787.BJ,高达智能,58.56
1104,873778.BJ,华亿创新,80.44
1105,873773.BJ,昶辉生物,37.93
1107,837870.BJ,超固股份,18.11
1109,301306.SZ,西测测试,20.94
1113,301333.SZ,诺思格,29.91
1116,873781.BJ,齐治科技,23.61
1117,873779.BJ,诚芯微,26.81
1118,873772.BJ,彩客科技,18.37
1119,873750.BJ,斯贝科技,39.59
1120,873384.BJ,瑞克科技,34.94
1123,301318.SZ,维海德,57.6
1124,873881.BJ,中科英泰,19.85
1125,873770.BJ,迅维股份,39.9
1126,603255.SH,鼎际得,18.7
1127,603201.SH,常润股份,30.76
1128,688296.SH,和达科技,24.54
1129,873876.BJ,商信政通,33.02
1130,873873.BJ,鸿普森,67.98
1131,873871.BJ,斯普兰蒂,27.44
1132,873752.BJ,智选数字,22.35
1134,873776.BJ,攸亮科技,20.26
1135,873769.BJ,绿色新材,18.03
1137,873741.BJ,豪钢重工,18.76
1138,873866.BJ,天壕新能,15.19
1139,872884.BJ,佰利天,97.08
1142,603211.SH,晋拓股份,17.15
1144,873757.BJ,汉和生物,30.29
1145,873746.BJ,油威力,32.21
1146,873344.BJ,智者品牌,21.96
1148,688332.SH,中科蓝讯,60.09
1149,301195.SZ,北路智控,46.52
1151,001336.SZ,楚环科技,59.98
1153,873766.BJ,盛富莱,19.4
1154,001231.SZ,农心科技,21.54
1158,873749.BJ,金苑种业,16.72
1159,873737.BJ,源耀生物,30.85
1160,873116.BJ,朗晖数化,22.6
1164,872984.BJ,朵纳家居,21.0
1167,831463.BJ,凯雪冷链,20.82
1169,000752.SZ,*ST西发,33.04
1171,871278.BJ,绿石碳,17.23
1173,688053.SH,思科瑞,42.32
1174,603170.SH,宝立食品,32.32
1175,873759.BJ,贺祥智能,16.18
1177,873729.BJ,北化高科,25.6
1178,870586.BJ,吉小棉袄,39.07
1185,301139.SZ,元道通信,17.4
1187,001230.SZ,劲旅环境,46.59
1190,873756.BJ,道亨软件,24.02
1191,873744.BJ,帕科医疗,201.68
1192,870691.BJ,ST微东,309.78
1194,688375.SH,国博电子,17.52
1198,873668.BJ,泽宇森,19.04
1206,872632.BJ,钢劲型钢,20.43
1211,872380.BJ,金鑫新能,28.42
1213,872220.BJ,乐誓股份,86.42
1215,871990.BJ,摩特威尔,19.53
1217,871855.BJ,上海经纬,18.53
1229,871081.BJ,东亚股份,24.38
1235,870710.BJ,中孚环境,25.4
1239,870305.BJ,华威股份,15.17
1246,839911.BJ,中煤远大,42.99
1249,839340.BJ,信索咨询,24.52
1250,839224.BJ,田中科技,20.39
1251,839152.BJ,ST羽星,50.32
1254,838504.BJ,光环国际,57.4
1257,837997.BJ,世昕股份,25.92
1265,837308.BJ,更顺科技,20.11
1271,836667.BJ,乐创教育,92.19
1284,834892.BJ,ST智诚,30.56
1286,834834.BJ,ST社忧,114.58
1287,834766.BJ,中实能源,66.96
1290,834378.BJ,锐英科技,19.28
1291,834259.BJ,ST中光,38.13
1311,832075.BJ,东方水利,18.79
1318,831231.BJ,佳保安全,29.88
1323,830877.BJ,康莱股份,38.63
1324,603235.SH,天新药业,52.76
1330,430635,ST展唐,29.86
1347,002264.SZ,新华都,19.29
1351,873725.BJ,禹龙通,30.11
1353,872892.BJ,春阳股份,16.89
1354,872673.BJ,绿亮股份,16.07
1355,872633.BJ,云朵股份,16.3
1357,872149.BJ,睿中实业,20.21
1359,871862.BJ,莘阳能源,25.69
1364,870659.BJ,ST灿越,36.91
1371,839237.BJ,安广物流,25.38
1381,837264.BJ,ST吉歌,511.05
1383,836871.BJ,派特尔,29.27
1384,836696.BJ,旗华建设,33.33
1419,600248.SH,陕西建工,26.42
1421,430584,弘陆股份,39.7
1431,873825.BJ,梦天门,24.07
1432,873728.BJ,嘉乐威,30.44
1436,873197.BJ,雨吉文化,58.82
1439,872714.BJ,乐刚股份,28.05
1457,839123.BJ,嘉利通,47.69
1459,838903.BJ,粱江通信,45.79
1464,837510.BJ,明辉股份,16.35
1469,836639.BJ,ST忆江山,256.37
1471,835765.BJ,上深股份,18.09
1480,834791.BJ,飞企互联,52.65
1484,833319.BJ,比酷股份,33.83
1486,832492.BJ,易兆科技,24.75
1489,831827.BJ,宝来利来,25.26
1492,688237.SH,超卓航科,36.09
1498,301233.SZ,盛帮股份,26.54
1499,002382.SZ,蓝帆医疗,19.31
1504,873716.BJ,精鸿益,34.32
1508,839559.BJ,振有电子,20.81
1519,831275.BJ,睿泽科技,20.93
1521,430179,宇昂科技,16.86
1523,301312.SZ,智立方,51.68
1524,603886.SH,元祖股份,19.77
1530,873747.BJ,华信安全,19.5
1531,873655.BJ,奥文科技,31.66
1535,872249.BJ,金米特,36.95
1540,839725.BJ,惠丰钻石,24.99
1543,837935.BJ,创新股份,38.72
1544,837232.BJ,恒展远东,39.19
1547,834497.BJ,美茵科技,18.74
1556,873835.BJ,石博士,16.73
1557,873681.BJ,吉春制药,21.96
1573,301208.SZ,中亦科技,22.15
1574,873730.BJ,徐辉设计,15.87
1578,836312.BJ,集美新材,29.11
1581,832898.BJ,天地壹号,17.94
1587,301234.SZ,五洲医疗,34.18
1588,002452.SZ,长高电新,15.85
1589,873736.BJ,佳尔特,15.14
1594,836028.BJ,固特科技,23.17
1595,835338.BJ,赛孚股份,25.74
1603,688680.SH,海优新材,34.52
1604,688297.SH,中无人机,31.97
1608,300659.SZ,中孚信息,22.87
1609,873701.BJ,山本光电,25.84
