,股票代码,股票简称,ROE2019
1343,301082.SZ,久盛电气,21.69
1344,301083.SZ,百胜智能,17.54
1345,301081.SZ,严牌股份,21.81
1346,301129.SZ,瑞纳智能,46.37
1349,301079.SZ,邵阳液压,33.53
1351,832171.BJ,志晟信息,26.94
1352,688772.SH,珠海冠宇,23.03
1353,301078.SZ,孩子王,25.0
1355,605566.SH,福莱蒽特,40.94
1356,605555.SH,德昌股份,38.05
1357,873632.BJ,天作电气,51.69
1358,873629.BJ,力得尔,17.1
1361,301093.SZ,华兰股份,28.69
1362,301092.SZ,争光股份,28.18
1364,870892.BJ,杭州路桥,29.43
1365,839680.BJ,广道数字,16.62
1366,837092.BJ,汉鑫科技,30.88
1368,301091.SZ,深城交,49.05
1369,001219.SZ,青岛食品,18.87
1370,873631.BJ,诚磊股份,260.94
1371,873630.BJ,沃野牧丰,41.41
1372,872925.BJ,锦好医疗,38.95
1374,836892.BJ,广咨国际,35.92
1375,832145.BJ,恒合股份,24.78
1376,831305.BJ,海希通讯,30.82
1377,301086.SZ,鸿富瀚,46.13
1379,603517.SH,绝味食品,23.28
1380,301085.SZ,亚康股份,32.37
1381,688255.SH,凯尔达,15.35
1384,301073.SZ,君亭酒店,30.58
1386,688285.SH,高铁电气,26.55
1387,605567.SH,春雪食品,30.91
1388,832567.BJ,伟志股份,24.14
1389,301069.SZ,凯盛新材,26.7
1392,688722.SH,同益中,18.11
1394,688272.SH,*ST富吉,20.97
1395,301077.SZ,星华新材,42.62
1396,301076.SZ,新瀚新材,23.47
1398,001217.SZ,华尔泰,24.46
1402,605138.SH,盛泰集团,22.06
1403,001218.SZ,丽臣实业,28.58
1404,301075.SZ,多瑞医药,68.61
1405,301063.SZ,海锅股份,23.58
1407,688701.SH,卓锦股份,25.65
1409,300854.SZ,中兰环保,15.9
1413,839483.BJ,用友金融,24.05
1414,688622.SH,禾信仪器,30.08
1415,301071.SZ,力量钻石,19.08
1416,301070.SZ,开勒股份,25.44
1417,301059.SZ,金三江,35.35
1418,001216.SZ,华瓷股份,20.74
1421,430552,亚成微,21.14
1423,688767.SH,博拓生物,25.0
1425,301068.SZ,大地海洋,22.34
1427,301067.SZ,显盈科技,44.1
1428,301057.SZ,汇隆新材,27.74
1429,872842.BJ,中科建友,37.41
1430,872313.BJ,科隆智谷,16.69
1434,688121.SH,卓然股份,30.51
1435,605033.SH,美邦股份,23.9
1436,600955.SH,维远股份,19.66
1438,873627.BJ,西安瑞霖,59.73
1439,870277.BJ,太康高科,27.48
1446,301065.SZ,本立科技,21.37
1448,839120.BJ,壹创国际,28.65
1451,688697.SH,纽威数控,18.0
1452,301055.SZ,张小泉,20.04
1461,301053.SZ,远信工业,39.07
1463,873626.BJ,启源软件,17.93
1468,301061.SZ,匠心家居,21.49
1470,605599.SH,菜百股份,19.02
1471,001215.SZ,千味央厨,20.1
1474,833240.BJ,ST弛达,122.01
1477,871167.BJ,合顺兴,34.02
1479,834729.BJ,朗朗教育,24.27
1480,831719.BJ,菱湖股份,16.08
1484,605388.SH,均瑶健康,36.06
1485,301050.SZ,雷电微力,27.64
1488,605598.SH,上海港湾,20.78
1491,833694.BJ,新道科技,18.46
1493,688766.SH,普冉股份,23.62
1496,688728.SH,格科微,39.5
1498,002262.SZ,恩华药业,20.22
1500,688733.SH,壹石通,15.72
1501,301046.SZ,能辉科技,19.78
1504,833719.BJ,宏发新材,27.74
1505,688798.SH,艾为电子,31.55
1506,688096.SH,京源环保,18.68
1507,301045.SZ,天禄科技,37.32
1509,688787.SH,海天瑞声,39.78
1510,301051.SZ,信濠光电,70.01
1512,873258.BJ,麦禾传媒,27.12
1514,688786.SH,悦安新材,30.05
1515,605580.SH,恒盛能源,34.8
1519,301049.SZ,超越科技,35.75
1520,300814.SZ,中富电路,20.63
1521,835037.BJ,环球药业,16.26
1528,300994.SZ,久祺股份,46.9
1529,873366.BJ,凯利核服,37.74
1534,835526.BJ,捷林科技,18.06
1535,835187.BJ,中汇股份,28.84
1540,873625.BJ,滨中科讯,253.29
1542,873621.BJ,创元数码,20.71
1543,873620.BJ,中能泰富,33.15
1544,835085.BJ,新拓云联,45.12
1545,833881.BJ,一森股份,17.6
1547,301048.SZ,金鹰重工,18.24
1548,301047.SZ,义翘神州,32.9
1549,300844.SZ,山水比德,59.07
1551,873619.BJ,太湖文旅,30.73
1552,835305.BJ,云创数据,26.92
1554,300703.SZ,创源股份,17.54
1559,871642.BJ,通易航天,36.98
1562,605588.SH,冠石科技,40.25
1566,873616.BJ,通辰股份,59.02
1568,872122.BJ,华联电子,16.72
1570,837453.BJ,通锦精密,17.27
1571,836442.BJ,群智合,50.79
1573,832566.BJ,梓橦宫,18.12
1574,688670.SH,金迪克,19.26
1576,873615.BJ,海瓴科技,42.21
1577,873597.BJ,琨圣智能,33.01
1580,688511.SH,天微电子,41.16
1582,873612.BJ,联康信息,35.56
1583,873610.BJ,申格电子,23.42
1587,871008.BJ,恒源洁具,35.63
1588,688071.SH,华依科技,54.68
1590,301043.SZ,绿岛风,33.87
1593,300964.SZ,本川智能,24.15
1596,873609.BJ,辛巴科技,26.18
1600,688718.SH,唯赛勃,16.74
1603,301042.SZ,安联锐视,25.67
1604,001211.SZ,双枪科技,20.16
1605,872380.BJ,金鑫新能,30.18
1607,688296.SH,和达科技,17.05
1608,605507.SH,国邦医药,17.94
1610,001212.SZ,中旗新材,22.57
1611,871885.BJ,创能股份,27.02
1613,833486.BJ,前程人力,18.64
1614,688768.SH,容知日新,16.19
1615,835483.BJ,中大股份,19.86
1616,835211.BJ,古莱特,35.17
1620,871553.BJ,凯腾精工,22.87
1621,838064.BJ,广远股份,27.41
1622,833423.BJ,穗晶光电,16.81
1624,301029.SZ,怡合达,15.63
1626,002064.SZ,华峰化学,26.83
1628,872404.BJ,博瑞生物,17.26
1631,002629.SZ,仁智股份,76.08
1634,430090,同辉信息,20.19
1635,301040.SZ,中环海陆,16.42
1636,301024.SZ,霍普股份,29.39
1639,873602.BJ,德益激光,52.89
1649,301027.SZ,华蓝集团,23.31
1650,301026.SZ,浩通科技,16.58
1652,688357.SH,建龙微纳,28.11
1655,688793.SH,倍轻松,40.64
1657,301037.SZ,保立佳,19.11
1665,688799.SH,华纳药厂,23.1
1666,605365.SH,立达信,30.91
1672,873739.BJ,大鹏工业,21.96
1673,688789.SH,宏华数科,29.19
1678,873586.BJ,精鼎科技,19.01
1680,688087.SH,英科再生,15.14
1681,301031.SZ,中熔电气,23.42
1683,839946.BJ,华阳变速,24.77
1694,871540.BJ,飞利达,25.7
1702,839799.BJ,恒宇科技,24.54
1705,837336.BJ,中冶地信,15.68
1707,836944.BJ,储融检测,31.1
1711,835193.BJ,东立科技,26.67
1734,430161,光谷信息,18.94
1738,301028.SZ,东亚机械,20.68
1740,301020.SZ,密封科技,24.17
1744,873250.BJ,芳禾集团,18.49
1746,872516.BJ,时代银通,21.9
1747,872504.BJ,新日月,42.19
1757,837879.BJ,博芳环保,52.77
1761,836639.BJ,ST忆江山,200.0
1773,430395,ST奥盖克,316.0
1774,430293,奉天电子,22.88
1775,002986.SZ,宇新股份,27.97
1776,871255.BJ,卓教国际,29.59
1780,837919.BJ,天维信息,23.05
1782,836047.BJ,信元网安,25.01
1794,688499.SH,利元亨,15.48
1795,688161.SH,威高骨科,22.64
1796,600070.SH,浙江富润,18.44
1798,301016.SZ,雷尔伟,33.44
1801,870432.BJ,陕西旅游,31.28
1802,605162.SH,新中港,34.08
1804,301015.SZ,百洋医药,17.82
1806,300417.SZ,南华仪器,47.68
1808,001210.SZ,金房节能,23.65
1810,838790.BJ,卡尔股份,24.33
1812,836888.BJ,来邦科技,19.78
1814,688367.SH,工大高科,16.15
1817,605287.SH,德才股份,30.09
1822,301023.SZ,江南奕帆,34.15
1823,301013.SZ,利和兴,19.98
1826,872742.BJ,万司股份,47.44
1827,872247.BJ,银山股份,18.08
1829,834765.BJ,美之高,16.41
1830,688601.SH,力芯微,15.67
1833,301004.SZ,嘉益股份,25.13
1836,873599.BJ,振通检测,35.08
1840,688276.SH,百克生物,24.29
1844,603613.SH,国联股份,22.21
1845,603508.SH,思维列控,19.78
1848,000070.SZ,特发信息,16.67
1849,873881.BJ,中科英泰,22.54
1851,834327.BJ,车讯互联,15.48
1859,837899.BJ,同华科技,22.74
1862,605056.SH,咸亨国际,30.94
1863,605011.SH,杭州热电,16.06
1864,603171.SH,税友股份,20.19
1866,301012.SZ,扬电科技,15.65
1871,838858.BJ,伊斯佳,16.73
1873,832885.BJ,星辰科技,15.16
1875,688621.SH,阳光诺和,50.73
1876,301022.SZ,海泰科,21.5
1879,001209.SZ,洪兴股份,24.61
1883,873595.BJ,中联科技,30.49
1884,688517.SH,金冠电气,20.4
1885,301019.SZ,宁波色母,32.88
1888,688086.SH,*ST紫晶,16.59
1891,833988.BJ,中成发展,36.05
1893,688199.SH,久日新材,21.6
1895,430539,扬子地板,15.85
1896,301011.SZ,华立科技,17.49
1899,835208.BJ,维尼健康,47.93
1901,601921.SH,浙版传媒,15.29
1903,430428,陕西瑞科,26.31
1904,301009.SZ,可靠股份,18.09
1905,300812.SZ,易天股份,29.64
1909,002200.SZ,ST交投,20.33
1910,000422.SZ,湖北宜化,17.09
1913,688700.SH,东威科技,35.32
1914,688067.SH,爱威科技,21.74
1924,871936.BJ,金洁环境,25.48
1926,688318.SH,财富趋势,20.34
1928,605028.SH,世茂能源,31.5
1933,001207.SZ,联科科技,17.32
1934,871396.BJ,常辅股份,17.63
1935,836381.BJ,宝信咨询,33.08
1936,688345.SH,博力威,25.52
1941,688559.SH,海目星,25.06
1948,300984.SZ,金沃股份,29.3
1955,836149.BJ,旭杰科技,20.98
1956,688131.SH,皓元医药,21.55
1957,873596.BJ,凯云发展,18.84
1958,873589.BJ,牧尚股份,37.3
1959,835640.BJ,富士达,21.36
1960,688625.SH,呈和科技,44.86
1964,603529.SH,爱玛科技,29.43
1966,301006.SZ,迈拓股份,35.66
1968,838804.BJ,恒泰科技,37.09
1971,688425.SH,铁建重工,21.51
1974,301002.SZ,崧盛股份,49.07
1976,688378.SH,奥来德,32.35
1977,688358.SH,祥生医疗,35.47
1981,600248.SH,陕西建工,19.75
1986,605259.SH,绿田机械,17.65
1991,300997.SZ,欢乐家,36.14
1992,300996.SZ,普联软件,18.6
1994,836433.BJ,大唐药业,25.53
2003,300998.SZ,宁波方正,15.39
2011,301008.SZ,宏昌科技,24.48
2013,872145.BJ,东日环保,49.66
2014,837856.BJ,德鲁泰,23.51
2015,832191.BJ,欣绿茶花,15.51
2017,601156.SH,东航物流,24.1
2021,688286.SH,敏芯股份,27.68
2022,300992.SZ,泰福泵业,20.05
2032,300863.SZ,卡倍亿,21.46
2035,688269.SH,凯立新材,24.53
2040,872818.BJ,恒泰新科,16.94
2041,837212.BJ,智新电子,18.1
2043,831756.BJ,德高化成,23.18
2044,688051.SH,佳华科技,31.24
2046,301005.SZ,超捷股份,21.63
2047,300995.SZ,奇德新材,20.56
2048,300993.SZ,玉马遮阳,24.96
2051,833523.BJ,德瑞锂电,25.69
2052,688359.SH,三孚新科,16.57
2056,301003.SZ,江苏博云,43.76
2061,301001.SZ,凯淳股份,27.18
2062,301000.SZ,肇民科技,37.11
2063,300793.SZ,佳禾智能,16.96
2066,003039.SZ,顺控发展,16.76
2067,688229.SH,博睿数据,33.29
2074,000935.SZ,四川双马,18.95
2075,873338.BJ,智乐星,35.03
2076,835787.BJ,海力股份,20.51
2077,688081.SH,兴图新科,23.18
2080,688022.SH,瀚川智能,15.33
2081,603836.SH,海程邦达,16.2
2082,603043.SH,广州酒家,18.65
2085,300991.SZ,创益通,29.39
2086,300446.SZ,乐凯新材,15.59
2093,688314.SH,康拓医疗,34.16
2095,600671.SH,*ST目药,66.43
2098,872345.BJ,通慧科技,37.8
2100,837350.BJ,亿翰股份,66.6
2101,688575.SH,亚辉龙,25.51
2103,605090.SH,九丰能源,20.4
2114,835961.BJ,名品世家,15.92
2116,833866.BJ,紫翔生物,45.78
2117,832360.BJ,智达光电,17.17
2119,688097.SH,博众精工,21.23
2120,300371.SZ,汇中股份,16.44
2130,837146.BJ,天成环保,27.01
2131,836803.BJ,依能科技,15.98
2132,688355.SH,明志科技,25.62
2134,605499.SH,东鹏饮料,43.14
2139,871848.BJ,绿京华,25.37
2140,871690.BJ,上源环保,22.43
2141,688033.SH,天宜上佳,15.83
2142,603197.SH,保隆科技,16.76
2145,400110,天翔5,427.54
2154,873598.BJ,秦川大厨,21.73
2155,873585.BJ,华新玻璃,45.05
2156,873581.BJ,东原科技,18.31
2157,873579.BJ,朔翔科技,17.28
2160,873501.BJ,ST蓝奥,122.14
2162,873450.BJ,西格医学,16.43
2164,873407.BJ,金晟元,20.67
2171,873085.BJ,春晖园林,23.01
2174,873018.BJ,永昌股份,34.94
2177,872712.BJ,安诺科技,19.48
2180,872538.BJ,喜跃发,15.74
2188,872324.BJ,西信信息,19.13
2192,872223.BJ,泰得科技,16.05
2197,872085.BJ,群星明,16.64
2209,871412.BJ,鸿泰时尚,21.05
2210,871329.BJ,丰润生物,25.98
2219,870895.BJ,卓硕电子,45.48
2226,870624.BJ,国瑞税务,60.04
2230,870263.BJ,ST太奇,100.21
2232,870009.BJ,安捷股份,16.89
2238,839732.BJ,力博医药,19.09
2241,839587.BJ,鼎泰药业,23.23
2246,839354.BJ,森博营销,15.54
2250,839224.BJ,田中科技,22.99
2264,838570.BJ,豫王建能,21.09
2265,838448.BJ,联创云科,22.68
2277,837852.BJ,邦客乐,17.44
2278,837837.BJ,睿信传媒,25.82
2282,837353.BJ,佳维股份,32.65
2291,836930.BJ,京城皮肤,43.53
2292,836870.BJ,山维科技,22.15
2296,836715.BJ,优力可,26.62
2303,836277.BJ,ST中科恒,20.9
2304,836253.BJ,嘉和融通,25.06
2306,836113.BJ,春泉园林,19.23
2310,835906.BJ,科润股份,23.39
2311,835800.BJ,万联城服,21.5
2314,835688.BJ,平安环保,17.57
2315,835681.BJ,帝杰曼,21.29
2323,835084.BJ,多麦股份,27.46
2327,834863.BJ,佳顺智能,16.88
2329,834766.BJ,中实能源,163.55
2337,834558.BJ,口岸旅游,19.01
2347,834323.BJ,韩华建材,17.81
2352,834063.BJ,卡车之家,15.99
2355,833966.BJ,国电康能,20.06
2357,833899.BJ,菁英时代,44.76
2361,833716.BJ,天工科技,19.78
2386,832702.BJ,九通水务,28.5
2391,832521.BJ,ST合一康,115.76
2395,832337.BJ,环渤海,15.37
2407,831718.BJ,青鸟软通,30.2
2413,831566.BJ,盛大在线,18.22
2417,831368.BJ,阳光电通,1097.73
2426,831227.BJ,宜运股份,21.81
2441,688663.SH,新风光,23.51
2443,688600.SH,皖仪科技,24.12
2449,688311.SH,盟升电子,15.78
2450,688169.SH,石头科技,71.72
2451,688157.SH,松井股份,26.17
2452,688092.SH,爱科科技,24.1
2453,688026.SH,洁特生物,21.0
2454,688013.SH,天臣医疗,44.91
2455,688008.SH,澜起科技,17.66
2456,605389.SH,长龄液压,37.74
2457,605339.SH,南侨食品,17.82
2458,605177.SH,东亚药业,21.38
2459,605155.SH,西大门,19.31
2463,603816.SH,顾家家居,21.98
2467,603708.SH,家家悦,16.35
2474,603313.SH,梦百合,18.29
2477,603203.SH,快克智能,19.0
2482,601997.SH,贵阳银行,17.41
2489,601636.SH,旗滨集团,17.13
2492,601225.SH,陕西煤业,21.27
2500,601009.SH,南京银行,16.53
2507,600846.SH,同济科技,23.95
2518,600745.SH,闻泰科技,19.51
2522,600728.SH,佳都科技,15.4
2537,600587.SH,新华医疗,23.54
2549,600408.SH,安泰集团,26.54
2550,600387.SH,海越能源,16.81
2555,600340.SH,华夏幸福,35.72
2562,600250.SH,南纺股份,16.3
2570,600167.SH,联美控股,23.67
2580,600064.SH,南京高科,16.72
2582,600052.SH,东望时代,40.59
2617,400136,厦华5,20.09
2633,300987.SZ,川网传媒,16.74
2634,300747.SZ,锐科激光,15.02
2636,300735.SZ,光弘科技,21.83
2638,300601.SZ,康泰生物,25.51
2640,300395.SZ,菲利华,17.08
2646,200596,古井贡B,25.55
2649,002980.SZ,华盛昌,26.31
2657,002833.SZ,弘亚数控,23.83
2665,002749.SZ,国光股份,19.66
2670,002714.SZ,牧原股份,35.28
2687,002555.SZ,三七互娱,32.66
2695,002468.SZ,申通快递,15.3
2712,002175.SZ,东方智造,162.6
2716,002120.SZ,韵达股份,21.22
2723,002081.SZ,金螳螂,16.55
2726,001206.SZ,依依股份,31.17
2738,000876.SZ,新希望,20.63
2763,000596.SZ,古井贡酒,25.55
2767,000568.SZ,泸州老窖,25.5
2770,000537.SZ,广宇发展,25.88
2777,000333.SZ,美的集团,26.43
2786,873583.BJ,亚泰包装,26.03
2787,873572.BJ,圣牌珠宝,17.0
2788,873568.BJ,海陵液压,17.58
2794,873469.BJ,银杉股份,58.24
2795,873452.BJ,倍得福,15.08
2796,873406.BJ,华甬新材,18.6
2797,873403.BJ,方等股份,45.13
2799,873348.BJ,云沣环境,44.33
2800,873329.BJ,嘉邻物业,24.21
2801,873311.BJ,华齿口腔,61.18
2805,873263.BJ,蓝岸科技,34.07
2808,873202.BJ,衡量科技,22.42
2812,873185.BJ,中兴华达,23.23
2816,873141.BJ,世才股份,38.1
2817,873116.BJ,朗晖数化,24.11
2819,873031.BJ,顺一智能,26.93
2824,872836.BJ,康派斯,23.99
2827,872775.BJ,中国珠宝,17.36
2834,872560.BJ,理德铭,45.28
2843,872434.BJ,明易达,80.37
2844,872408.BJ,邦威防护,17.26
2845,872400.BJ,爱维尔,30.41
2846,872389.BJ,塞尚国旅,18.77
2847,872386.BJ,汇通银行,19.91
2850,872308.BJ,盛祺信息,52.13
2851,872304.BJ,天浩科技,66.71
2852,872299.BJ,亚捷科技,19.46
2857,872216.BJ,高发气体,43.36
2861,872106.BJ,爱克信,22.69
2864,872037.BJ,隆盛泰,18.46
2867,871923.BJ,永锋科技,19.65
2868,871892.BJ,中民燃气,17.38
2869,871878.BJ,富米丽,18.46
2870,871859.BJ,明日教育,29.53
2876,871794.BJ,盛世节能,18.38
2877,871787.BJ,信新智本,26.71
2881,871707.BJ,利林商业,22.44
2901,871081.BJ,东亚股份,29.75
2903,870984.BJ,新荣昌,47.4
2905,870979.BJ,凯安新材,26.91
2908,870886.BJ,ST聚房宝,2141.21
2911,870844.BJ,金浔股份,19.83
2919,870669.BJ,普瑾特,18.53
2922,870633.BJ,甲骨易,40.88
2925,870539.BJ,天利智能,18.4
2938,870350.BJ,海河游船,25.66
2942,870270.BJ,大酉科技,45.12
2943,870250.BJ,云行股份,2797.5
2952,870029.BJ,宏灿股份,39.56
2962,839770.BJ,陆迪科技,22.83
2964,839756.BJ,动漫食品,20.64
2969,839583.BJ,图南电子,20.58
2974,839327.BJ,皕成科技,16.48
2975,839296.BJ,方大咨询,39.31
2976,839266.BJ,汇龙液压,21.17
2979,839156.BJ,元泰智能,21.02
2980,839131.BJ,艾叶文化,59.74
2982,839113.BJ,思存科技,50.76
2986,839028.BJ,华会通,46.24
2987,839009.BJ,弘扬软件,25.56
3002,838593.BJ,大唐科技,19.71
3005,838536.BJ,创信股份,43.83
3014,838288.BJ,艾彼科技,20.79
3023,837997.BJ,世昕股份,37.6
3024,837979.BJ,噢易云,65.95
3029,837773.BJ,明富金属,24.37
3034,837527.BJ,和田维药,35.77
3036,837494.BJ,好之旅,55.17
3046,837090.BJ,泛谷药业,73.09
3049,836893.BJ,超滤环保,17.83
3065,836255.BJ,仁和股份,26.24
3076,835883.BJ,华能安全,20.69
3086,835471.BJ,呈天网络,43.39
3089,835415.BJ,海德科技,16.49
3091,835354.BJ,格润牧业,16.5
3097,835126.BJ,金版文化,21.36
3107,834857.BJ,清水爱派,24.31
3110,834800.BJ,海州行,53.24
3111,834774.BJ,柏科咨询,25.62
3114,834678.BJ,东方网,21.53
3120,834422.BJ,鑫光正,30.22
3125,834316.BJ,振威会展,17.3
3127,834282.BJ,前程股份,27.58
3136,834045.BJ,清众科技,17.52
3139,833898.BJ,ST聚芯,17.78
3145,833827.BJ,浩腾科技,17.51
3148,833784.BJ,美福润,15.93
3155,833629.BJ,合力亿捷,17.41
3164,833440.BJ,新鸿运,15.82
3179,832890.BJ,超伟股份,15.92
3186,832727.BJ,景心科技,24.83
3202,832315.BJ,君和环保,19.67
3205,832241.BJ,亚泰科技,20.27
3215,832022.BJ,珈诚生物,20.9
3217,832000.BJ,安徽凤凰,16.33
3219,831994.BJ,中冀联合,19.02
3234,831510.BJ,特思达,53.89
3245,831308.BJ,华博教育,24.38
3263,831054.BJ,巴陵节能,22.82
3264,831048.BJ,天成股份,16.62
3277,688686.SH,奥普特,49.13
3278,688298.SH,东方生物,37.13
3281,688222.SH,成都先导,26.68
3282,688093.SH,世华科技,33.46
3283,605378.SH,野马电池,26.42
3284,605318.SH,法狮龙,22.26
3285,605300.SH,佳禾食品,25.74
3286,605289.SH,罗曼股份,30.28
3289,605055.SH,迎丰股份,18.92
3301,603737.SH,三棵树,23.61
3302,603730.SH,岱美股份,17.85
3308,603589.SH,口子窖,26.36
3315,603355.SH,莱克电气,16.79
3316,603338.SH,浙江鼎力,23.96
3322,603195.SH,公牛集团,52.36
3328,603068.SH,博通集成,26.61
3333,601877.SH,正泰电器,16.29
3335,601838.SH,成都银行,16.63
3341,601001.SH,晋控煤业,15.06
3347,600887.SH,伊利股份,26.38
3354,600779.SH,水井坊,41.6
3356,600764.SH,中国海防,15.26
3360,600702.SH,舍得酒业,18.07
3374,600338.SH,西藏珠峰,24.46
3376,600319.SH,亚星化学,56.86
3387,600131.SH,国网信通,15.54
3392,430657,ST楼兰,53.37
3398,430376,东亚装饰,15.52
3424,400078,明瑞3,319.22
3430,400035,比特5,26.71
3434,300980.SZ,祥源新材,34.52
3435,300978.SZ,东箭科技,19.95
3436,300977.SZ,深圳瑞捷,64.67
3437,300976.SZ,达瑞电子,46.03
3439,300972.SZ,万辰生物,25.46
3440,300967.SZ,晓鸣股份,21.66
3441,300966.SZ,共同药业,16.41
3442,300957.SZ,贝泰妮,65.81
3443,300955.SZ,嘉亨家化,15.75
3444,300949.SZ,奥雅股份,43.4
3445,300942.SZ,易瑞生物,19.62
3446,300925.SZ,法本信息,29.57
3447,300836.SZ,佰奥智能,24.1
3448,300833.SZ,浩洋股份,34.45
3449,300792.SZ,壹网壹创,33.23
3450,300760.SZ,迈瑞医疗,27.91
3451,300724.SZ,捷佳伟创,16.01
3483,003042.SZ,中农联合,17.16
3484,003041.SZ,真爱美家,21.31
3487,003005.SZ,竞业达,38.89
3488,002960.SZ,青鸟消防,18.4
3489,002959.SZ,小熊电器,29.6
3490,002956.SZ,西麦食品,16.9
3495,002912.SZ,中新赛克,21.06
3499,002869.SZ,金溢科技,60.57
3502,002853.SZ,皮阿诺,15.92
3504,002793.SZ,罗欣药业,19.14
3508,002761.SZ,浙江建投,16.25
3525,002607.SZ,中公教育,60.71
3530,002543.SZ,万和电气,17.18
3535,002511.SZ,中顺洁柔,16.42
3536,002507.SZ,涪陵榨菜,22.65
3546,002440.SZ,闰土股份,16.46
3560,002304.SZ,洋河股份,21.21
3576,002161.SZ,远望谷,41.91
3577,002157.SZ,正邦科技,21.56
3588,002016.SZ,世荣兆业,30.45
3604,000785.SZ,居然之家,24.54
3607,000710.SZ,贝瑞基因,18.35
3609,000651.SZ,格力电器,25.72
3627,900905,老凤祥B,21.16
3630,873525.BJ,青岛普天,37.11
3631,873512.BJ,南方数控,22.6876
3633,873468.BJ,通发激光,63.59
3634,873416.BJ,聚脉文化,15.55
3636,873385.BJ,四季青,16.86
3639,873320.BJ,华峰动力,18.26
3643,873243.BJ,黄山良业,15.71
3644,873229.BJ,特种橡塑,20.0
3652,873070.BJ,华信设计,15.71
3653,873059.BJ,莱恩光电,21.69
3656,873033.BJ,康远股份,20.13
3661,872952.BJ,天泉药业,29.09
3663,872940.BJ,快乐番薯,64.3
3664,872936.BJ,恒欣设计,17.02
3665,872892.BJ,春阳股份,16.21
3666,872868.BJ,四零七,15.02
3667,872865.BJ,源惠电气,22.4
3668,872862.BJ,ST牧标,19.29
3669,872811.BJ,天源股份,34.48
3673,872758.BJ,昶檀股份,22.72
3688,872544.BJ,创业测绘,16.42
3694,872381.BJ,富利环保,29.48
3696,872377.BJ,徽生源,18.66
3697,872341.BJ,同泽股份,47.58
3698,872305.BJ,百思福,15.54
3699,872293.BJ,农匠科技,26.79
3700,872287.BJ,建工新科,59.78
3701,872286.BJ,上元智能,44.01
3708,872121.BJ,氟聚股份,17.35
3711,872093.BJ,大地牧业,107.83
3712,872017.BJ,八通生物,22.15
3713,872013.BJ,纬而视,18.46
3714,871968.BJ,红梅色母,18.36
3716,871858.BJ,天易成,34.22
3723,871702.BJ,好生活,46.1
3727,871582.BJ,石大能源,21.15
3733,871491.BJ,合展设计,24.22
3739,871406.BJ,商林科技,15.04
3741,871371.BJ,易可文化,706.69
3742,871365.BJ,北创光电,22.84
3745,871335.BJ,圣佳科技,40.04
3749,871244.BJ,翠峰科技,17.9
3756,871125.BJ,上洋股份,20.25
3762,871005.BJ,太环股份,29.5
3770,870781.BJ,亿林科技,36.58
3776,870659.BJ,ST灿越,22.41
3777,870627.BJ,点春科技,26.28
3779,870571.BJ,易合网络,18.61
3780,870556.BJ,首信科技,20.78
3782,870543.BJ,红岭云,20.01
3783,870507.BJ,泰德网聚,38.77
3785,870417.BJ,华西易通,32.7
3787,870398.BJ,科友股份,19.79
3792,870264.BJ,奥瑞拓,25.01
3794,870225.BJ,华聪股份,25.57
3804,839911.BJ,中煤远大,41.59
3806,839884.BJ,大牧汗,26.29
3808,839821.BJ,铭博股份,20.48
3809,839806.BJ,赛肯思,24.23
3810,839805.BJ,中德生物,17.26
3811,839780.BJ,仟客莱,21.46
3812,839751.BJ,南思科技,28.66
3814,839733.BJ,探感科技,34.0
3816,839697.BJ,锐速智能,26.46
3818,839655.BJ,威星电子,18.09
3821,839610.BJ,康达股份,15.66
3825,839452.BJ,鑫雅豪,33.54
3828,839406.BJ,安居乐,16.58
3836,839244.BJ,时光坐标,17.48
3837,839228.BJ,天讯达,20.35
3840,839201.BJ,天昱园,16.51
3844,839089.BJ,索纳塔,43.09
3845,839085.BJ,广东威林,26.52
3846,839033.BJ,恒电科技,16.08
3855,838811.BJ,瀚正科技,75.74
3868,838478.BJ,东仁新材,23.31
3870,838428.BJ,恒实股份,20.86
3871,838426.BJ,飞鲸新材,16.75
3875,838363.BJ,思为客,17.29
3876,838324.BJ,广尔数码,19.83
3883,838093.BJ,东水食品,21.74
3887,837718.BJ,中泓在线,24.87
3892,837662.BJ,恒锐智能,17.66
3895,837595.BJ,坦程物联,19.27
3901,837525.BJ,纳兰德,63.14
3904,837432.BJ,唐彩股份,28.35
3910,837220.BJ,弘方科技,21.96
3912,837185.BJ,无锡协力,200.0
3924,836964.BJ,航天华世,19.97
3935,836645.BJ,三瑞农科,21.41
3938,836509.BJ,美家帮,34.6
3939,836472.BJ,正辰科技,20.64
3948,836241.BJ,比特耐特,24.6
3950,836206.BJ,钱皇股份,45.81
3951,836194.BJ,诺龙技术,22.3
3953,836126.BJ,丰泰新材,25.95
3958,836028.BJ,固特科技,17.11
3966,835850.BJ,凯欣股份,18.59
3973,835609.BJ,港龙股份,22.27
3974,835597.BJ,防护科技,42.29
3979,835500.BJ,百丞税务,91.35
3983,835435.BJ,江苏海天,55.19
3988,835297.BJ,东杨新材,26.14
3998,834892.BJ,ST智诚,46.64
4011,834424.BJ,美乐雅,27.96
4013,834361.BJ,融航信息,29.39
4017,834258.BJ,天纵生物,46.72
4032,833700.BJ,阿斯克,15.66
4044,833393.BJ,速达科技,200.0
4049,833265.BJ,润杰农科,18.3
4055,833197.BJ,天晟股份,24.69
