,股票代码,股票简称,ROE2019
156,688581.SH,安杰思,37.98
160,836208.BJ,青矩技术,45.22
161,831288.BJ,安美勤,22.03
162,873576.BJ,天力复合,30.68
163,870804.BJ,科志股份,25.53
165,836831.BJ,蜜思肤,39.05
166,831006.BJ,久易股份,16.34
167,837748.BJ,路桥信息,20.21
168,834261.BJ,一诺威,22.71
169,301386.SZ,未来电器,21.63
170,872869.BJ,瑞华技术,55.12
172,601133.SH,柏诚股份,24.4
174,001360.SZ,南矿集团,21.68
175,870656.BJ,海昇药业,39.22
176,836717.BJ,瑞星股份,15.09
179,832982.BJ,锦波生物,16.84
182,001324.SZ,长青科技,20.42
183,872895.BJ,花溪科技,21.44
185,603172.SH,万丰股份,35.74
187,301314.SZ,科瑞思,59.29
189,873665.BJ,科强股份,20.49
190,871478.BJ,巨能股份,23.56
192,301439.SZ,泓淋电力,29.11
193,301390.SZ,经纬股份,29.45
194,301345.SZ,涛涛车业,32.02
195,301246.SZ,宏源药业,40.76
198,837601.BJ,天瑞电子,24.52
199,837403.BJ,康农种业,23.36
200,839792.BJ,东和新材,17.86
201,688479.SH,友车科技,22.29
203,839719.BJ,宁新新材,16.09
204,688562.SH,航天软件,197.11
206,830779.BJ,武汉蓝电,56.64
209,301157.SZ,华塑科技,33.19
211,837134.BJ,天元智能,22.15
212,688502.SH,茂莱光学,30.76
213,871694.BJ,中裕科技,37.35
214,430556,雅达股份,15.43
215,301399.SZ,英特科技,35.12
216,301382.SZ,蜂助手,23.43
217,301378.SZ,通达海,39.42
218,301332.SZ,德尔玛,17.51
219,301322.SZ,绿通科技,25.08
224,001368.SZ,通达创智,27.47
227,688552.SH,航天南湖,18.33
229,837663.BJ,明阳科技,21.27
232,600925.SH,苏能股份,19.43
234,301337.SZ,亚华电子,27.43
237,001366.SZ,播恩集团,21.53
238,830974.BJ,凯大催化,22.12
240,001278.SZ,一彬科技,21.46
241,301325.SZ,曼恩斯特,145.58
243,603291.SH,联合水务,16.03
245,301303.SZ,真兰仪表,34.95
247,688486.SH,龙迅股份,26.81
248,001337.SZ,四川黄金,30.64
249,603073.SH,彩蝶实业,24.62
251,688522.SH,纳睿雷达,309.33
252,688307.SH,中润光学,18.43
253,603065.SH,宿迁联盛,25.6
254,430478,峆一药业,18.83
257,603190.SH,亚通精工,18.07
259,301419.SZ,阿莱德,27.99
260,001311.SZ,多利科技,20.95
261,001260.SZ,坤泰股份,21.07
262,001225.SZ,和泰机电,34.09
266,301373.SZ,凌玮科技,24.83
267,839273.BJ,一致魔芋,25.73
268,834407.BJ,驰诚股份,19.54
269,832149.BJ,利尔达,15.27
270,001314.SZ,亿道信息,29.45
271,688016.SH,心脉医疗,24.67
272,873167.BJ,新赣江,16.25
273,430588,天松医疗,27.3
276,688435.SH,英方软件,15.74
277,301317.SZ,鑫磊股份,20.87
279,603281.SH,江瀚新材,26.58
280,832802.BJ,保丽洁,23.26
281,603307.SH,扬州金泉,21.71
283,603173.SH,福斯达,42.9
284,430425,乐创技术,18.51
293,833179.BJ,南京试剂,19.17
300,836504.BJ,博迅生物,15.1
302,832651.BJ,天罡股份,20.03
304,870726.BJ,鸿智科技,27.49
305,839255.BJ,思亿欧,43.14
310,301297.SZ,富乐德,16.82
313,688496.SH,清越科技,18.01
315,834950.BJ,迅安科技,33.75
317,301280.SZ,珠城科技,24.14
318,688147.SH,微导纳米,119.98
322,836419.BJ,万德股份,23.75
323,872392.BJ,佳合科技,29.56
325,301105.SZ,鸿铭股份,20.23
332,838227.BJ,美登科技,27.36
334,873001.BJ,纬达光电,20.18
335,301398.SZ,星源卓镁,23.7
336,301265.SZ,华新环保,15.78
337,833781.BJ,瑞奇智造,15.98
338,301368.SZ,丰立智能,27.87
339,872190.BJ,雷神科技,20.86
340,836247.BJ,华密新材,20.42
341,688475.SH,萤石网络,56.69
343,301255.SZ,通力科技,17.67
344,831526.BJ,凯华材料,16.61
346,873305.BJ,九菱科技,31.69
348,688503.SH,聚和材料,55.05
351,688143.SH,长盈通,20.59
361,833455.BJ,汇隆活塞,19.52
363,839295.BJ,金百汇,38.88
364,836957.BJ,汉维科技,24.78
366,688489.SH,三未信安,21.76
367,430515,麟龙股份,16.69
368,001223.SZ,欧克科技,47.79
369,833075.BJ,柏星龙,18.17
370,301391.SZ,卡莱特,72.52
373,870866.BJ,绿亨科技,18.48
374,839206.BJ,睿路传播,18.41
375,836942.BJ,恒立钻具,16.03
376,836392.BJ,博为峰,48.17
377,834014.BJ,特瑞斯,26.14
378,831087.BJ,秋乐种业,18.2
383,832110.BJ,雷特科技,20.91
384,688420.SH,美腾科技,138.8
387,872759.BJ,玮硕恒基,51.52
388,871655.BJ,知行股份,24.92
390,870199.BJ,倍益康,18.79
391,831641.BJ,格利尔,20.66
392,301365.SZ,矩阵股份,73.04
394,301377.SZ,鼎泰高科,17.19
395,301335.SZ,天元宠物,17.38
396,872374.BJ,云里物里,56.35
398,688376.SH,美埃科技,27.16
400,001256.SZ,炜冈科技,24.67
404,835237.BJ,力佳科技,18.55
405,301361.SZ,众智科技,28.09
406,871634.BJ,新威凌,22.4
408,832662.BJ,方盛股份,33.94
410,301396.SZ,宏景科技,27.89
411,688432.SH,有研硅,18.44
412,301356.SZ,天振股份,44.23
414,301359.SZ,东南电子,23.59
415,001333.SZ,光华股份,32.6
416,870357.BJ,雅葆轩,17.22
420,873233.BJ,睿高股份,19.32
422,301165.SZ,锐捷网络,55.63
425,872808.BJ,曙光数创,48.28
426,872709.BJ,巍特环境,80.9
427,301388.SZ,欣灵电气,21.67
428,301277.SZ,新天地,24.48
429,301267.SZ,华厦眼科,18.87
430,873339.BJ,恒太照明,30.76
431,873253.BJ,安天利信,43.82
432,837174.BJ,宏裕包材,22.35
433,833914.BJ,远航精密,16.87
436,301367.SZ,怡和嘉业,40.5
437,301230.SZ,泓博医药,26.81
438,832876.BJ,慧为智能,19.72
441,688426.SH,康为世纪,15.23
442,688152.SH,麒麟信安,43.1
444,870909.BJ,高更科技,20.29
445,688419.SH,耐科装备,16.58
446,688291.SH,金橙子,15.42
447,603130.SH,云中马,33.93
448,301223.SZ,中荣股份,19.03
451,301273.SZ,瑞晨环保,23.67
453,872953.BJ,国子软件,17.42
455,839894.BJ,长城搅拌,30.2
457,834915.BJ,津同仁堂,25.37
460,301363.SZ,美好医疗,38.97
461,871753.BJ,天纺标,19.71
462,831992.BJ,嘉得力,17.65
463,873527.BJ,夜光明,18.97
464,836106.BJ,君逸数码,26.51
467,301389.SZ,隆扬电子,35.54
468,301380.SZ,挖金客,57.19
469,831474.BJ,上海科特,18.39
471,301319.SZ,唯特偶,20.44
472,301313.SZ,凡拓数创,16.54
473,301299.SZ,卓创资讯,49.0
474,002396.SZ,星网锐捷,15.36
476,301285.SZ,鸿日达,24.05
478,001300.SZ,三柏硕,24.39
480,837611.BJ,德芯科技,28.35
484,603162.SH,海通发展,18.43
485,837046.BJ,亿能电力,26.13
488,603052.SH,可川科技,31.4
490,301366.SZ,一博科技,25.21
493,688132.SH,邦彦技术,25.0
495,001299.SZ,美能能源,18.81
497,688428.SH,诺诚健华,109.47
498,301316.SZ,慧博云通,22.54
500,430685,新芝生物,30.55
501,001322.SZ,箭牌家居,48.41
503,603057.SH,紫燕食品,38.0
504,301326.SZ,捷邦科技,37.56
505,838971.BJ,天马新材,16.62
506,301327.SZ,华宝新能,55.57
507,301309.SZ,万得凯,25.27
508,001298.SZ,好上好,46.07
509,839229.BJ,欣源股份,39.11
510,837341.BJ,睿恒数控,29.57
511,688455.SH,科捷智能,24.67
513,871626.BJ,威力传动,70.56
514,301161.SZ,唯万密封,21.69
515,873122.BJ,中纺标,21.02
516,835333.BJ,帕克国际,21.67
517,835207.BJ,众诚科技,28.87
518,688391.SH,钜泉科技,18.87
519,301369.SZ,联动科技,16.34
522,301339.SZ,通行宝,90.67
524,301276.SZ,嘉曼服饰,22.41
525,001332.SZ,锡装股份,28.41
526,301331.SZ,恩威医药,19.8
528,301349.SZ,信德新材,35.06
529,301328.SZ,维峰电子,28.66
532,688448.SH,磁谷科技,24.66
533,603163.SH,圣晖集成,33.62
534,872707.BJ,菁华生态,21.93
535,839605.BJ,晟琪科技,16.67
540,603182.SH,嘉华股份,26.62
542,301283.SZ,聚胶股份,35.32
544,831672.BJ,莲池医院,15.6
545,301205.SZ,联特科技,18.24
547,832114.BJ,中爆数字,22.97
548,001255.SZ,博菲电气,28.52
549,301115.SZ,建科股份,17.45
554,301282.SZ,金禄电子,22.4
555,001283.SZ,豪鹏科技,26.06
556,001269.SZ,欧晶科技,19.35
557,603237.SH,五芳斋,23.45
558,839790.BJ,联迪信息,27.55
560,872422.BJ,天嘉智能,29.47
561,831152.BJ,昆工科技,20.19
563,002379.SZ,宏创控股,22.86
564,836270.BJ,天铭科技,16.38
565,835359.BJ,百通能源,16.44
566,001259.SZ,利仁科技,23.53
569,836395.BJ,朗鸿科技,52.97
573,301300.SZ,远翔新材,28.08
574,301209.SZ,联合化学,20.13
575,874002.BJ,正业设计,33.06
577,688439.SH,振华风光,32.89
579,301270.SZ,汉仪股份,22.16
580,872318.BJ,久信信息,19.82
581,688273.SH,麦澜德,77.36
584,688370.SH,丛麟科技,32.2
585,301132.SZ,满坤科技,22.19
586,688205.SH,德科立,27.13
587,831834.BJ,三维股份,18.76
588,301121.SZ,紫建电子,25.12
589,001339.SZ,智微智能,23.68
590,688380.SH,中微半导,18.37
592,301197.SZ,工大科雅,18.23
594,001222.SZ,源飞宠物,28.54
595,301095.SZ,广立微,41.44
597,301336.SZ,趣睡科技,28.22
599,688371.SH,菲沃泰,33.49
600,301330.SZ,熵基科技,23.77
601,301171.SZ,易点天下,19.17
602,301338.SZ,凯格精机,26.16
603,001229.SZ,魅视科技,53.58
604,688130.SH,晶华微,44.96
605,688253.SH,英诺特,26.1
607,301278.SZ,快可电子,15.95
609,301306.SZ,西测测试,18.59
611,688382.SH,益方生物,242.49
612,301333.SZ,诺思格,42.13
614,301318.SZ,维海德,29.73
616,603255.SH,鼎际得,23.41
617,603201.SH,常润股份,39.5
619,603211.SH,晋拓股份,17.6
620,688332.SH,中科蓝讯,198.99
621,301195.SZ,北路智控,51.89
622,001336.SZ,楚环科技,44.08
624,001231.SZ,农心科技,21.44
625,688353.SH,华盛锂电,16.44
627,831463.BJ,凯雪冷链,17.38
628,688053.SH,思科瑞,37.08
629,603170.SH,宝立食品,27.64
632,301139.SZ,元道通信,19.07
633,001230.SZ,劲旅环境,40.36
634,688375.SH,国博电子,15.49
636,873758.BJ,奥普生物,26.71
638,839152.BJ,ST羽星,67.85
639,838504.BJ,光环国际,53.67
640,837078.BJ,阿泰可,21.36
644,832646.BJ,讯众股份,17.87
649,603235.SH,天新药业,43.44
652,836871.BJ,派特尔,23.81
658,839123.BJ,嘉利通,29.17
659,833319.BJ,比酷股份,20.48
660,831827.BJ,宝来利来,24.22
669,839559.BJ,振有电子,40.24
671,301312.SZ,智立方,39.17
673,873853.BJ,嘉好股份,17.18
675,872249.BJ,金米特,20.23
677,837935.BJ,创新股份,42.05
684,301208.SZ,中亦科技,25.01
685,836312.BJ,集美新材,41.92
686,832898.BJ,天地壹号,25.45
687,301234.SZ,五洲医疗,35.9
688,833936.BJ,百味佳,17.18
691,688047.SH,龙芯中科,45.25
692,837821.BJ,则成电子,23.58
693,601089.SH,福元医药,28.71
694,001309.SZ,德明利,20.32
695,870512.BJ,索拉特,26.71
696,838670.BJ,恒进感应,21.39
698,301220.SZ,亚香股份,15.96
700,301238.SZ,瑞泰新材,18.44
702,001268.SZ,联合精密,24.27
704,301289.SZ,国缆检测,21.61
707,301286.SZ,侨源股份,36.55
708,301156.SZ,美农生物,16.63
709,001323.SZ,慕思股份,40.77
710,688348.SH,昱能科技,83.1
711,301302.SZ,华如科技,17.15
712,301112.SZ,信邦智能,26.83
716,873737.BJ,源耀生物,15.8
717,873736.BJ,佳尔特,15.99
719,832894.BJ,紫光通信,18.83
721,688251.SH,井松智能,24.36
722,688119.SH,中钢洛耐,32.58
725,873729.BJ,北化高科,29.42
726,873728.BJ,嘉乐威,17.28
727,873725.BJ,禹龙通,60.26
729,839181.BJ,思柏科技,18.87
730,873234.BJ,科力股份,16.64
731,838334.BJ,金证互通,46.71
733,430356,雷腾软件,21.66
736,834058.BJ,华洋赛车,28.71
737,831627.BJ,力王股份,18.39
740,430564,天润科技,19.44
742,835169.BJ,新华物流,23.38
746,873718.BJ,万源通,18.19
748,001316.SZ,润贝航科,31.72
751,835363.BJ,腾信软创,39.45
752,870299.BJ,灿能电力,23.56
753,301321.SZ,翰博高新,19.69
755,873713.BJ,薪泽奇,32.44
756,873357.BJ,天马国药,17.31
757,001226.SZ,拓山重工,40.35
758,688213.SH,思特威,826.53
759,301192.SZ,泰祥股份,29.44
760,301125.SZ,腾亚精工,46.5
761,874021.BJ,聚星科技,17.77
762,838171.BJ,邦德股份,34.91
763,001270.SZ,铖昌科技,37.46
764,873393.BJ,捷创新材,31.69
765,838460.BJ,汇博医疗,20.32
766,301191.SZ,菲菱科思,26.24
768,873719.BJ,浙江旅游,25.15
769,873700.BJ,益坤电气,30.08
770,873223.BJ,荣亿精密,17.23
772,832822.BJ,保正股份,26.33
775,870298.BJ,中网华信,26.23
776,835401.BJ,杭摩集团,17.21
777,688045.SH,必易微,33.82
778,603282.SH,亚光股份,29.97
779,603272.SH,联翔股份,47.58
780,873565.BJ,飞扬科技,17.06
781,833370.BJ,运鹏股份,30.23
782,831167.BJ,鑫汇科,26.27
783,001318.SZ,阳光乳业,17.27
784,001235.SZ,里得电科,48.82
785,873716.BJ,精鸿益,37.43
786,873537.BJ,创为科技,79.46
787,833533.BJ,骏创科技,22.26
795,873721.BJ,华腾新材,17.07
796,873717.BJ,品瑶股份,53.83
797,873715.BJ,能之光,31.12
798,873711.BJ,卓越科技,17.27
800,872333.BJ,磐电科技,17.78
801,872272.BJ,华达建业,45.7
803,872170.BJ,盛达科技,44.18
804,871952.BJ,国创节能,22.25
805,871529.BJ,鼎峰科技,24.03
806,839954.BJ,汇杰设计,51.35
808,838372.BJ,纯聚科技,1252.14
810,837422.BJ,塞北股份,17.5
811,836818.BJ,贝恩施,33.65
813,836399.BJ,汇春科技,35.63
814,835287.BJ,鹏业软件,31.04
816,688129.SH,东来技术,29.99
818,430382,元亨光电,27.09
820,301257.SZ,普蕊斯,54.26
824,873232.BJ,百诺环境,29.0
825,873118.BJ,三阳股份,26.92
826,872325.BJ,丽宫食品,15.93
828,871003.BJ,卓力昕,38.71
833,838526.BJ,鑫英泰,28.91
834,838486.BJ,远正智能,18.2
836,837392.BJ,天石纳米,18.42
837,837326.BJ,同方瑞风,26.37
838,835690.BJ,信源信息,17.87
842,834293.BJ,搜了股份,59.33
845,833599.BJ,营财安保,33.85
853,831880.BJ,春旺新材,26.25
855,601003.SH,柳钢股份,19.87
860,872753.BJ,宏宇环境,46.56
862,872559.BJ,长河科技,19.56
863,872417.BJ,荣骏检测,29.79
864,871970.BJ,大禹生物,23.4
865,871951.BJ,左岸环境,24.55
869,838791.BJ,鑫裕智造,27.88
870,837983.BJ,海峡人力,16.84
872,836805.BJ,安徽设计,40.89
874,834677.BJ,古纤道,21.05
878,831513.BJ,爱廸新能,36.91
882,603097.SH,江苏华辰,22.26
885,430005,原子高科,25.52
889,873707.BJ,丰岛食品,23.75
890,873705.BJ,恒伦医疗,17.29
891,873701.BJ,山本光电,23.77
892,873567.BJ,明远创意,19.05
894,873273.BJ,高达股份,17.82
899,870482.BJ,正邦电子,19.8
901,837273.BJ,南联环资,19.32
902,834114.BJ,明尚德,21.37
904,833574.BJ,爱知之星,19.67
912,873706.BJ,铁拓机械,23.07
913,873702.BJ,世昌股份,23.8
914,873500.BJ,博克斯,24.56
915,870812.BJ,赛富电力,29.21
916,839573.BJ,浦辰瑞铂,22.42
917,839030.BJ,闽雄生物,29.4
918,836230.BJ,冠明新材,31.7
919,835849.BJ,上海众幸,22.74
925,688290.SH,景业智能,39.21
927,301153.SZ,中科江南,25.61
928,001319.SZ,铭科精技,23.49
929,873703.BJ,广厦环能,44.03
930,873698.BJ,安道设计,40.09
931,873686.BJ,睿木科技,22.91
932,870968.BJ,开心文化,16.29
933,839659.BJ,翱华股份,31.79
934,839164.BJ,兴华设计,20.37
935,838624.BJ,文龙中美,40.1
936,836775.BJ,高迪股份,29.62
937,836109.BJ,山由帝奥,17.63
945,301288.SZ,清研环境,86.63
946,301162.SZ,国能日新,36.4
949,833580.BJ,科创新材,20.3
951,301259.SZ,艾布鲁,24.83
953,831698.BJ,工大软件,19.43
956,603206.SH,嘉环科技,25.6
958,001228.SZ,永泰运,17.83
959,832267.BJ,诺君安,27.94
963,301148.SZ,嘉戎技术,76.22
964,872787.BJ,冬驭新材,28.78
968,688279.SH,峰岹科技,62.62
969,301248.SZ,杰创智能,20.06
970,301187.SZ,欧圣电气,22.49
976,832126.BJ,康乐药业,19.17
978,873697.BJ,觅睿科技,72.05
979,836523.BJ,航泰股份,33.6
982,873695.BJ,海宏液压,15.97
983,873691.BJ,绿晶生物,36.06
985,833844.BJ,智德股份,27.07
986,301212.SZ,联盛化学,23.34
990,837224.BJ,朗润智能,22.3
991,834794.BJ,咸亨股份,29.49
994,301109.SZ,军信股份,22.26
996,872665.BJ,交设股份,26.31
1000,301135.SZ,瑞德智能,18.63
1001,831750.BJ,华明泰,23.35
1003,837891.BJ,浙伏医疗,19.81
1004,688337.SH,普源精电,31.01
1005,301151.SZ,冠龙节能,45.45
1006,873692.BJ,桂林狮达,29.61
1007,873689.BJ,讯方技术,21.44
1008,873688.BJ,宇星股份,17.35
1009,870358.BJ,安达农森,23.28
1010,688046.SH,药康生物,31.08
1012,301268.SZ,铭利达,21.28
1015,874040.BJ,明佳环保,45.06
1016,873740.BJ,大连华阳,38.21
1020,838893.BJ,绿洲源,19.1
1023,301097.SZ,天益医疗,24.89
1024,839683.BJ,鑫亿鼎,23.6
1030,873169.BJ,七丰精工,29.33
1033,301258.SZ,富士莱,28.63
1034,301216.SZ,万凯新材,36.7
1038,873685.BJ,翰博设计,76.74
1040,873470.BJ,新中南,21.77
1041,873681.BJ,吉春制药,19.69
1043,301237.SZ,和顺科技,18.1
1045,832853.BJ,电旗股份,15.67
1046,301256.SZ,华融化学,21.29
1052,430607,大树智能,18.77
1053,873679.BJ,前进科技,36.92
1055,688331.SH,荣昌生物,104.9
1056,688282.SH,理工导航,71.53
1061,688175.SH,高凌信息,16.28
1062,603390.SH,通达电气,15.93
1063,301236.SZ,软通动力,23.98
1064,002832.SZ,比音勒芬,22.86
1065,688115.SH,思林杰,27.9
1067,301110.SZ,青木股份,27.42
1068,300896.SZ,爱美客,44.01
1069,874076.BJ,朝晖股份,38.51
1070,001308.SZ,康冠科技,31.01
1072,688163.SH,赛伦生物,22.4
1073,301222.SZ,浙江恒威,20.32
1074,873673.BJ,安达创展,20.06
1075,834065.BJ,合凯电气,33.68
1076,688306.SH,均普智能,62.43
1077,301102.SZ,兆讯传媒,40.94
1079,832294.BJ,鑫乐医疗,22.7
1080,603261.SH,立航科技,19.49
1083,873678.BJ,亿安智能,49.65
1085,873675.BJ,宇恒股份,71.5
1087,870601.BJ,启明星,16.06
1088,688150.SH,莱特光电,17.29
1090,603070.SH,万控智造,20.97
1091,430761,ST升禾,23.76
1092,301131.SZ,聚赛龙,15.39
1100,301218.SZ,华是科技,23.2
1104,835179.BJ,凯德石英,19.29
1108,301181.SZ,标榜股份,38.38
1110,603209.SH,兴通股份,34.18
1112,871857.BJ,泓禧科技,28.89
1113,688283.SH,坤恒顺维,42.5
1115,301229.SZ,纽泰格,16.97
1116,001266.SZ,宏英智能,84.73
1117,603215.SH,比依股份,39.0
1118,833346.BJ,威贸电子,19.05
1120,873849.BJ,金牌股份,21.25
1121,873671.BJ,坤隆股份,17.33
1122,873670.BJ,冠森科技,17.35
1123,873669.BJ,三协电机,40.78
1124,688225.SH,亚信安全,32.18
1125,301206.SZ,三元生物,55.52
1126,301200.SZ,大族数控,17.1
1128,873991.BJ,华科仪,15.9
1129,873848.BJ,晨光科技,27.2
1130,873757.BJ,汉和生物,36.06
1131,831598.BJ,热像科技,94.55
1134,873667.BJ,飞翔股份,30.16
1136,301228.SZ,实朴检测,36.18
1140,301207.SZ,华兰疫苗,34.93
1141,688223.SH,晶科能源,17.21
1142,301123.SZ,奕东电子,20.02
1145,301201.SZ,诚达药业,17.06
1146,301117.SZ,佳缘科技,28.06
1147,301106.SZ,骏成科技,32.31
1148,603150.SH,万朗磁塑,21.98
1149,603102.SH,百合股份,16.66
1150,301116.SZ,益客食品,32.7
1154,688171.SH,纬德信息,57.66
1157,301122.SZ,采纳股份,22.32
1158,300834.SZ,星辉环材,30.42
1159,873662.BJ,和特能源,58.1
1160,870480.BJ,华康生物,22.23
1162,688259.SH,创耀科技,85.07
1164,873661.BJ,成远矿业,38.5
1166,873660.BJ,德瑞股份,22.42
1167,873658.BJ,森创服装,30.34
1168,873657.BJ,康软科技,17.16
1170,836479.BJ,泰源环保,30.69
1177,873659.BJ,中天防爆,26.34
1178,871453.BJ,科海电子,25.27
1181,870840.BJ,鼎欣科技,15.5
1182,870204.BJ,沪江材料,15.68
1183,833505.BJ,美的连,48.36
1186,688236.SH,春立医疗,31.98
1187,688227.SH,品高股份,16.06
1188,301127.SZ,天源环保,21.24
1189,002740.SZ,ST爱迪尔,22.71
1190,874018.BJ,天威新材,24.15
1191,870906.BJ,海和科技,42.01
1192,873804.BJ,华鸿科技,29.08
1193,872149.BJ,睿中实业,34.88
1194,301189.SZ,奥尼电子,59.67
1195,301166.SZ,优宁维,22.4
1196,301159.SZ,三维天地,39.16
1198,688210.SH,统联精密,16.22
1199,688206.SH,概伦电子,219.83
1200,603176.SH,汇通集团,16.83
1202,301190.SZ,善水科技,39.44
1203,831467.BJ,世窗信息,32.27
1205,871245.BJ,威博液压,16.37
1206,301221.SZ,光庭信息,15.95
1209,873653.BJ,天和盛,86.01
1211,301211.SZ,亨迪药业,29.27
1212,688032.SH,禾迈股份,34.4
1213,301096.SZ,百诚医药,24.27
1214,301100.SZ,风光股份,19.53
1216,836742.BJ,大地测绘,16.92
1217,301101.SZ,明月镜片,18.13
1219,301177.SZ,迪阿股份,45.56
1220,301138.SZ,华研精机,24.02
1221,873643.BJ,富视康,56.16
1222,688265.SH,南模生物,18.79
1225,873652.BJ,常荣电器,25.44
1227,301113.SZ,雅艺科技,32.38
1232,001234.SZ,泰慕士,33.22
1234,870706.BJ,精标科技,24.67
1235,301193.SZ,家联科技,24.0
1236,301168.SZ,通灵股份,19.18
1237,600872.SH,中炬高新,19.42
1238,603071.SH,物产环能,33.95
1239,301179.SZ,泽宇智能,37.59
1240,688248.SH,南网科技,18.52
1241,301199.SZ,迈赫股份,15.99
1242,301182.SZ,凯旺科技,19.59
1244,301111.SZ,粤万年青,26.56
1245,603216.SH,梦天家居,51.03
1246,873835.BJ,石博士,25.84
1247,873651.BJ,湖南康复,76.47
1249,873649.BJ,信泰航空,21.5
1251,873647.BJ,奥琳斯邦,28.97
1254,301198.SZ,喜悦智行,18.21
1255,301108.SZ,洁雅股份,26.68
1258,688230.SH,芯导科技,55.01
1259,688112.SH,鼎阳科技,39.6
1263,688049.SH,炬芯科技,20.87
1264,301167.SZ,建研设计,23.32
1265,301133.SZ,金钟股份,15.64
1267,688190.SH,云路股份,25.87
1268,301155.SZ,海力风电,46.4
1269,301213.SZ,观想科技,49.24
1270,873641.BJ,建元科技,51.27
1271,836667.BJ,乐创教育,61.33
1275,600935.SH,华塑股份,19.33
1277,301185.SZ,鸥玛软件,16.45
1281,688082.SH,盛美上海,34.22
1282,688075.SH,安旭生物,40.8
1285,873640.BJ,纽科电子,44.88
1286,688182.SH,灿勤科技,139.61
1287,301180.SZ,万祥科技,26.24
1288,301118.SZ,恒光股份,21.02
1290,839768.BJ,瑞科汉斯,19.72
1292,603219.SH,富佳股份,16.32
1294,835421.BJ,绿联智能,32.35
1295,832645.BJ,高德信,24.16
1296,688107.SH,安路科技,20.08
1298,600927.SH,永安期货,15.37
1300,301188.SZ,力诺特玻,19.88
1301,301098.SZ,金埔园林,15.72
1302,688162.SH,巨一科技,26.45
1303,301149.SZ,隆华新材,17.64
1305,873931.BJ,潜阳科技,27.68
1306,603048.SH,浙江黎明,15.78
1307,605108.SH,同庆楼,22.28
1308,873927.BJ,恒邦新材,55.25
1309,873747.BJ,华信安全,23.83
1310,873638.BJ,隆基仪表,19.78
1311,836720.BJ,吉冈精密,42.06
1313,688232.SH,新点软件,39.23
1314,603213.SH,镇洋发展,27.07
1316,873738.BJ,伟邦科技,44.11
1317,873637.BJ,海川生物,189.12
1318,873636.BJ,博达软件,29.56
1320,301178.SZ,天亿马,24.06
1322,836260.BJ,中寰股份,22.44
1323,301128.SZ,强瑞技术,34.77
1324,001317.SZ,三羊马,16.63
1325,873635.BJ,捷工智气,191.82
1327,688739.SH,成大生物,22.04
1328,301089.SZ,拓新药业,17.71
1331,688257.SH,新锐股份,22.25
1332,301090.SZ,华润材料,17.97
1333,301088.SZ,戎美股份,34.47
1334,873587.BJ,普赛通信,15.51
1335,688211.SH,中科微至,62.19
1339,301087.SZ,可孚医疗,29.47
1341,688737.SH,中自科技,238.93
