,股票代码,股票简称,ROE2021
1454,300773.SZ,拉卡拉,23.12
1455,300760.SZ,迈瑞医疗,31.92
1457,300740.SZ,水羊股份,15.9
1461,300687.SZ,赛意信息,17.02
1463,300677.SZ,英科医疗,59.61
1469,300571.SZ,平治信息,29.96
1489,300373.SZ,扬杰科技,16.71
1498,300280.SZ,紫天科技,15.1
1500,300269.SZ,联建光电,45.53
1530,003026.SZ,中晶科技,17.59
1538,002973.SZ,侨银股份,16.3
1555,002832.SZ,比音勒芬,21.73
1575,002698.SZ,博实股份,18.02
1579,002645.SZ,华宏科技,16.18
1580,002640.SZ,跨境通,48.83
1589,002601.SZ,龙佰集团,27.05
1593,002568.SZ,百润股份,19.25
1595,002555.SZ,三七互娱,30.24
1604,002497.SZ,雅化集团,16.33
1606,002475.SZ,立讯精密,22.35
1616,002408.SZ,齐翔腾达,21.27
1625,002287.SZ,奇正藏药,23.21
1629,002274.SZ,华昌化工,45.9
1631,002259.SZ,ST升达,60.18
1634,002236.SZ,大华股份,15.58
1637,002223.SZ,鱼跃医疗,19.22
1642,002158.SZ,汉钟精机,19.97
1644,002145.SZ,中核钛白,19.05
1645,002110.SZ,三钢闽光,18.44
1651,002064.SZ,华峰化学,51.91
1654,002043.SZ,兔宝宝,37.49
1655,002023.SZ,海特高新,19.66
1657,002016.SZ,世荣兆业,16.21
1658,002015.SZ,协鑫能科,16.41
1660,001368.SZ,通达创智,24.84
1661,001339.SZ,智微智能,29.38
1662,001319.SZ,铭科精技,15.12
1664,001300.SZ,三柏硕,35.7
1666,001238.SZ,浙江正特,17.66
1667,001234.SZ,泰慕士,22.92
1668,001231.SZ,农心科技,21.62
1669,001230.SZ,劲旅环境,29.89
1670,001210.SZ,金房节能,15.7
1674,000949.SZ,新乡化纤,27.46
1675,000923.SZ,河钢资源,16.85
1687,000818.SZ,航锦科技,23.0
1697,000733.SZ,振华科技,22.3
1698,000717.SZ,中南股份,18.78
1704,000668.SZ,荣丰控股,20.73
1714,000529.SZ,广弘控股,15.26
1716,000520.SZ,长航凤凰,20.48
1722,000049.SZ,德赛电池,25.52
1729,874076.BJ,朝晖股份,34.52
1730,874075.BJ,乔路铭,21.87
1734,873961.BJ,利尔新材,23.01
1735,873948.BJ,中捷四方,23.89
1736,873936.BJ,金龙电机,29.8
1738,873921.BJ,赛尔尼柯,16.46
1739,873901.BJ,利盈环保,27.97
1740,873889.BJ,伊邦科技,44.87
1743,873843.BJ,万达轴承,26.59
1747,873800.BJ,天舒科技,39.95
1749,873771.BJ,海容股份,30.88
1750,873765.BJ,长宇股份,30.97
1751,873739.BJ,大鹏工业,18.78
1752,873737.BJ,源耀生物,17.45
1757,873695.BJ,海宏液压,19.73
1759,873691.BJ,绿晶生物,15.05
1762,873666.BJ,南京清泉,29.52
1764,873659.BJ,中天防爆,15.02
1768,873580.BJ,新环精密,18.28
1770,873571.BJ,斯迈特,22.71
1771,873556.BJ,聚宝盆,21.19
1772,873516.BJ,顺祥新材,30.4
1774,873506.BJ,智慧交通,27.76
1777,873486.BJ,三匹马,24.69
1780,873462.BJ,河钢数字,18.44
1781,873460.BJ,山鼎环境,32.71
1784,873445.BJ,宝润达,15.64
1786,873420.BJ,德桥股份,38.71
1788,873406.BJ,华甬新材,33.72
1789,873387.BJ,晓达股份,34.28
1798,873337.BJ,中超伟业,26.04
1799,873327.BJ,凯丰源,15.49
1802,873309.BJ,润鑫新材,18.0
1806,873286.BJ,鲁铭新材,18.26
1810,873250.BJ,芳禾集团,18.38
1819,873193.BJ,擎雷科技,28.76
1820,873192.BJ,易飞国际,28.35
1823,873136.BJ,凯奥净化,34.76
1824,873135.BJ,汉鸣科技,23.3
1827,873119.BJ,绿林幼教,30.58
1828,873116.BJ,朗晖数化,21.89
1829,873114.BJ,易德人力,44.32
1839,873033.BJ,康远股份,15.01
1841,873018.BJ,永昌股份,19.59
1842,873017.BJ,渝欧跨境,48.9
1845,872998.BJ,源泉股份,18.95
1847,872958.BJ,硕恩网络,31.93
1849,872941.BJ,和鼎科技,16.8
1853,872895.BJ,花溪科技,29.24
1854,872893.BJ,威易发,44.35
1859,872811.BJ,天源股份,18.49
1860,872775.BJ,中国珠宝,21.69
1862,872747.BJ,渝网科技,35.38
1864,872707.BJ,菁华生态,29.39
1874,872515.BJ,启创环境,18.71
1876,872495.BJ,凯鸿物流,29.11
1877,872494.BJ,绎达股份,25.12
1880,872476.BJ,上海生农,19.72
1881,872471.BJ,林海生态,23.71
1884,872451.BJ,飞安瑞,21.29
1890,872417.BJ,荣骏检测,23.22
1893,872392.BJ,佳合科技,21.72
1894,872386.BJ,汇通银行,16.22
1897,872374.BJ,云里物里,42.94
1900,872352.BJ,开元新材,18.86
1902,872328.BJ,宁苗生态,17.1
1908,872299.BJ,亚捷科技,21.09
1909,872288.BJ,金码测控,18.72
1910,872286.BJ,上元智能,33.47
1911,872267.BJ,金发股份,18.73
1918,872216.BJ,高发气体,22.67
1926,872169.BJ,雅琪生物,19.2
1929,872156.BJ,中科沣文,46.92
1932,872122.BJ,华联电子,18.2
1933,872102.BJ,中苏科技,23.69
1935,872094.BJ,惠而顺,21.1
1937,872082.BJ,百年育才,56.59
1939,872076.BJ,智信信息,19.95
1948,871952.BJ,国创节能,21.5
1949,871950.BJ,娜其尔,29.25
1951,871942.BJ,阖天下,23.13
1961,871862.BJ,莘阳能源,21.0
1962,871859.BJ,明日教育,67.22
1963,871858.BJ,天易成,23.74
1965,871847.BJ,百盈高新,20.62
1966,871840.BJ,五五科技,56.62
1967,871835.BJ,睿智教育,40.08
1971,871807.BJ,兴湃至美,18.34
1972,871806.BJ,成才教育,392.03
1973,871791.BJ,修路人,31.27
1979,871721.BJ,润元户外,37.13
1981,871707.BJ,利林商业,24.15
1984,871676.BJ,嘉悦科技,20.4
1986,871575.BJ,精英在线,21.34
1990,871529.BJ,鼎峰科技,30.29
2004,871371.BJ,易可文化,25.92
2005,871366.BJ,广芯电子,35.79
2013,871244.BJ,翠峰科技,15.29
2019,871003.BJ,卓力昕,30.87
2021,870992.BJ,中百信,21.98
2028,870892.BJ,杭州路桥,17.92
2036,870727.BJ,利洋股份,24.03
2037,870710.BJ,中孚环境,34.93
2038,870702.BJ,点触科技,27.31
2046,870551.BJ,浪潮消防,24.06
2047,870548.BJ,凯奥能源,29.53
2048,870542.BJ,靖瑞能源,18.13
2050,870520.BJ,豪辉科技,37.67
2051,870507.BJ,泰德网聚,48.19
2053,870500.BJ,广电通用,56.94
2056,870487.BJ,环威股份,22.1
2069,870225.BJ,华聪股份,24.51
2076,870131.BJ,达达股份,28.01
2078,870104.BJ,飞拓无限,31.18
2080,870016.BJ,新迎顺,17.44
2081,870009.BJ,安捷股份,26.63
2083,839962.BJ,中诚咨询,28.66
2084,839954.BJ,汇杰设计,52.99
2087,839922.BJ,麦塔云科,31.71
2088,839911.BJ,中煤远大,31.54
2089,839909.BJ,粤嵌科技,21.45
2097,839745.BJ,建业集团,19.51
2104,839643.BJ,仪美医科,18.97
2105,839631.BJ,吉通股份,17.98
2106,839612.BJ,硕凯股份,21.6
2108,839605.BJ,晟琪科技,21.74
2109,839583.BJ,图南电子,36.0
2112,839549.BJ,永星股份,26.32
2116,839470.BJ,超高环保,17.08
2120,839355.BJ,为正生物,117.63
2121,839351.BJ,福投股份,18.64
2122,839335.BJ,互邦电力,15.75
2123,839305.BJ,尼普顿,27.65
2130,839206.BJ,睿路传播,31.86
2132,839187.BJ,视瑞特,51.44
2136,839142.BJ,金穗隆,20.42
2139,839081.BJ,凤礼精求,23.08
2142,839028.BJ,华会通,39.83
2143,839013.BJ,中研宏科,26.97
2146,838956.BJ,旋荣科技,36.36
2147,838934.BJ,叙简科技,24.97
2154,838861.BJ,华鹏精机,22.78
2157,838829.BJ,新五心,16.85
2158,838807.BJ,信力科技,19.54
2159,838798.BJ,瑞星时光,31.46
2164,838693.BJ,佳鹏股份,34.29
2166,838671.BJ,ST盛世教,75.64
2168,838655.BJ,泰利信,36.46
2178,838486.BJ,远正智能,28.22
2184,838408.BJ,天锐股份,44.93
2185,838395.BJ,科融数据,23.86
2187,838372.BJ,纯聚科技,66.09
2188,838334.BJ,金证互通,59.57
2190,838300.BJ,新纪源,16.73
2192,838283.BJ,润蓝环保,58.74
2196,838192.BJ,铂联科技,19.92
2201,838075.BJ,安锐信息,24.78
2205,837931.BJ,大飞龙,37.92
2209,837881.BJ,览众科技,23.99
2211,837856.BJ,德鲁泰,16.81
2213,837851.BJ,至诚复材,27.58
2218,837748.BJ,路桥信息,20.33
2224,837646.BJ,德能电机,30.43
2228,837569.BJ,南洋电工,20.37
2230,837558.BJ,宏辉石油,18.37
2235,837422.BJ,塞北股份,24.54
2237,837393.BJ,诺和股份,23.58
2242,837289.BJ,迪威高压,37.52
2244,837253.BJ,中良股份,21.3
2247,837173.BJ,华瑞达,38.27
2248,837143.BJ,潮庭食品,24.71
2251,837090.BJ,泛谷药业,31.67
2253,837006.BJ,晟楠科技,18.3
2257,836954.BJ,鼎集智能,20.59
2260,836908.BJ,乔发科技,17.61
2264,836871.BJ,派特尔,26.48
2267,836830.BJ,华迅智能,21.49
2270,836809.BJ,翔龙科技,20.31
2279,836679.BJ,科睿特,26.67
2284,836602.BJ,中海通,21.65
2285,836579.BJ,蓝天股份,15.22
2286,836552.BJ,博深科技,15.18
2287,836547.BJ,无锡晶海,36.44
2300,836189.BJ,新诺航科,30.9
2302,836127.BJ,亿鑫股份,24.77
2306,836062.BJ,金色未来,39.82
2308,836047.BJ,信元网安,36.91
2313,835963.BJ,安人股份,16.32
2314,835961.BJ,名品世家,24.63
2326,835755.BJ,创研股份,80.27
2329,835692.BJ,力王高科,17.66
2332,835595.BJ,固润科技,20.35
2338,835496.BJ,德林荣泽,38.3
2341,835442.BJ,恒玖时利,361.04
2343,835405.BJ,意天物联,28.27
2344,835391.BJ,百事宝,23.7
2347,835323.BJ,ST舜阳,27.72
2351,835296.BJ,澳菲利,23.07
2353,835287.BJ,鹏业软件,34.97
2356,835203.BJ,亚微软件,40.79
2358,835192.BJ,电老虎网,24.44
2359,835187.BJ,中汇股份,22.68
2368,834896.BJ,世贸通,62.64
2370,834866.BJ,利欣制药,31.3
2374,834815.BJ,巨东股份,38.74
2382,834700.BJ,征途科技,45.32
2383,834685.BJ,先锋机械,30.34
2386,834621.BJ,润晶股份,23.03
2399,834446.BJ,ST风尚购,168.88
2400,834443.BJ,华路时代,20.96
2401,834425.BJ,新赛点,37.8
2403,834414.BJ,源耀农业,24.51
2405,834377.BJ,德博科技,19.55
2407,834361.BJ,融航信息,51.23
2413,834276.BJ,澳冠智能,25.2
2422,834045.BJ,清众科技,17.32
2423,834026.BJ,武新股份,17.44
2427,833937.BJ,嘉诚信息,29.44
2429,833925.BJ,兴业源,17.42
2436,833818.BJ,威克曼,54.24
2444,833678.BJ,南方阀门,33.12
2445,833662.BJ,ST大地生,126.11
2447,833612.BJ,津云新媒,16.71
2457,833505.BJ,美的连,38.38
2459,833495.BJ,微瑞思创,17.1
2460,833492.BJ,奇石缘,22.4
2464,833399.BJ,香哈股份,116.45
2471,833346.BJ,威贸电子,18.08
2475,833279.BJ,三求光固,19.82
2477,833204.BJ,百事达,17.49
2484,833022.BJ,欧迈机械,29.15
2499,832876.BJ,慧为智能,25.77
2505,832822.BJ,保正股份,49.56
2507,832793.BJ,同创伟业,29.22
2508,832777.BJ,兰州华冶,26.22
2512,832713.BJ,华莱士,62.96
2520,832597.BJ,中移能,16.62
2523,832545.BJ,三川田,30.05
2525,832511.BJ,科益气体,20.66
2526,832499.BJ,天海流体,15.9
2529,832468.BJ,向明轴承,21.92
2531,832405.BJ,圣锋物联,24.05
2537,832337.BJ,环渤海,19.01
2547,832174.BJ,益立胶囊,18.12
2556,832042.BJ,高健实业,40.77
2569,831937.BJ,建研信息,41.76
2573,831900.BJ,海航冷链,63.02
2580,831753.BJ,艾博德,33.17
2586,831722.BJ,阿迪克,21.01
2587,831718.BJ,青鸟软通,17.83
2590,831698.BJ,工大软件,18.23
2593,831669.BJ,永晟科技,18.29
2596,831641.BJ,格利尔,17.86
2597,831638.BJ,天物生态,24.75
2598,831629.BJ,安恒利通,22.45
2603,831589.BJ,吉福新材,17.85
2608,831519.BJ,百正新材,21.48
2609,831510.BJ,特思达,38.95
2614,831462.BJ,友泰电气,18.59
2620,831418.BJ,三合盛,37.53
2629,831311.BJ,博安智能,29.6
2630,831282.BJ,欧亚股份,15.33
2633,831236.BJ,华东修船,27.33
2635,831195.BJ,三祥科技,25.2
2644,831033.BJ,朗星科技,15.37
2645,831032.BJ,景睿策划,53.86
2652,830920.BJ,聚融集团,23.69
2662,830825.BJ,和泰润佳,18.87
2663,830824.BJ,华虹科技,22.66
2666,830775.BJ,吉华材料,19.49
2667,688789.SH,宏华数科,21.21
2671,688581.SH,安杰思,38.95
2677,688399.SH,硕世生物,56.81
2678,688390.SH,固德威,18.12
2684,688267.SH,中触媒,17.2
2689,688171.SH,纬德信息,21.33
2690,688170.SH,德龙激光,16.37
2691,688169.SH,石头科技,18.0
2695,688152.SH,麒麟信安,45.65
2696,688113.SH,联测科技,19.37
2697,688112.SH,鼎阳科技,27.33
2699,688105.SH,诺唯赞,40.49
2703,688032.SH,禾迈股份,42.2
2707,605337.SH,李子园,18.12
2709,605277.SH,新亚电子,15.56
2710,605266.SH,健之佳,16.67
2711,605222.SH,起帆电缆,21.13
2716,605080.SH,浙江自然,17.31
2725,603948.SH,建业股份,18.91
2727,603908.SH,牧高笛,17.47
2729,603855.SH,华荣股份,22.86
2730,603848.SH,好太太,17.15
2733,603801.SH,志邦家居,21.16
2739,603738.SH,泰晶科技,20.68
2747,603555.SH,ST贵人,39.29
2750,603515.SH,欧普照明,16.63
2753,603416.SH,信捷电气,18.24
2754,603387.SH,基蛋生物,20.43
2755,603338.SH,浙江鼎力,20.89
2759,603279.SH,景津装备,20.61
2762,603227.SH,雪峰科技,19.78
2763,603206.SH,嘉环科技,26.6
2766,603190.SH,亚通精工,16.85
2768,603185.SH,弘元绿能,27.58
2771,603073.SH,彩蝶实业,23.9
2773,603060.SH,国检集团,17.15
2778,601702.SH,华峰铝业,17.29
2779,601699.SH,潞安环能,21.7
2783,601225.SH,陕西煤业,24.03
2785,601133.SH,柏诚股份,15.62
2791,600927.SH,永安期货,15.48
2793,600802.SH,福建水泥,17.36
2813,600382.SH,ST广珠,19.58
2828,430695,浩海科技,16.31
2837,430550,沃克斯,49.23
2845,430442,华昊电器,43.44
2854,430321,博德石油,33.52
2858,430293,奉天电子,23.6
2863,430276,晟矽微电,50.81
2871,430158,北方科诚,35.33
2893,400096,R凯迪1,22.74
2909,400023,新征程5,25.58
2912,301429.SZ,森泰股份,22.55
2913,301398.SZ,星源卓镁,16.71
2914,301357.SZ,北方长龙,42.17
2915,301338.SZ,凯格精机,27.83
2916,301337.SZ,亚华电子,26.72
2919,301273.SZ,瑞晨环保,28.48
2920,301263.SZ,泰恩康,18.48
2921,301259.SZ,艾布鲁,21.41
2922,301257.SZ,普蕊斯,29.0
2924,301219.SZ,腾远钴业,41.64
2925,301206.SZ,三元生物,68.85
2926,301203.SZ,国泰环保,31.78
2927,301188.SZ,力诺特玻,18.6
2929,301185.SZ,鸥玛软件,15.28
2930,301166.SZ,优宁维,22.46
2931,301159.SZ,三维天地,15.78
2932,301155.SZ,海力风电,57.42
2933,301135.SZ,瑞德智能,15.7
2934,301125.SZ,腾亚精工,19.11
2935,301107.SZ,瑜欣电子,22.17
2945,301026.SZ,浩通科技,27.97
2951,300986.SZ,志特新材,16.06
2961,300919.SZ,中伟股份,19.89
2962,300891.SZ,惠云钛业,16.12
2964,300869.SZ,康泰医学,20.9
2975,300792.SZ,壹网壹创,16.33
2977,300776.SZ,帝尔激光,19.02
2987,300672.SZ,国科微,21.12
2995,300622.SZ,博士眼镜,15.36
3001,300587.SZ,天铁股份,17.76
