,股票代码,股票简称,ROE2022
4094,688202.SH,美迪西,23.25
4095,688200.SH,华峰测控,18.47
4111,688036.SH,传音控股,16.78
4119,605365.SH,立达信,15.91
4134,603898.SH,好莱客,15.12
4137,603811.SH,诚意药业,15.66
4147,603676.SH,卫信康,15.55
4156,603519.SH,立霸股份,53.95
4162,603355.SH,莱克电气,27.42
4164,603327.SH,福蓉科技,22.23
4167,603288.SH,海天味业,25.52
4171,603198.SH,迎驾贡酒,26.38
4179,603088.SH,宁波精达,24.48
4180,603086.SH,先达股份,18.63
4182,603061.SH,金海通,30.49
4184,603018.SH,华设集团,16.63
4189,601838.SH,成都银行,19.48
4219,600285.SH,羚锐制药,19.28
4221,600233.SH,圆通速递,15.91
4223,600226.SH,ST瀚叶,17.0
4224,600225.SH,卓朗科技,18.45
4231,430732,威马股份,19.69
4237,430592,凯德股份,18.78
4251,430425,乐创技术,25.41
4255,430372,泰达新材,15.57
4263,430266,联动设计,16.19
4269,430236,美兰股份,19.57
4296,430021,海鑫科金,33.36
4303,301439.SZ,泓淋电力,20.83
4304,301378.SZ,通达海,21.53
4306,301322.SZ,绿通科技,57.71
4308,301309.SZ,万得凯,18.32
4311,301281.SZ,科源制药,19.2
4314,301238.SZ,瑞泰新材,16.78
4324,301089.SZ,拓新药业,23.23
4330,301069.SZ,凯盛新材,17.74
4335,301031.SZ,中熔电气,19.79
4338,301004.SZ,嘉益股份,37.18
4362,300863.SZ,卡倍亿,19.37
4365,300811.SZ,铂科新材,17.28
4368,300787.SZ,海能实业,22.65
4371,300777.SZ,中简科技,19.15
4389,300643.SZ,万通智控,15.01
4396,300593.SZ,新雷能,18.61
4408,300499.SZ,高澜股份,24.08
4413,300487.SZ,蓝晓科技,22.63
4421,300450.SZ,先导智能,22.55
4446,300256.SZ,ST星星,16.21
4455,300159.SZ,ST新研,47.41
4467,300015.SZ,爱尔眼科,19.16
4470,300003.SZ,乐普医疗,17.6
4473,200012,南玻B,16.78
4484,002881.SZ,美格智能,16.97
4489,002841.SZ,视源股份,20.86
4490,002810.SZ,山东赫达,20.65
4492,002768.SZ,国恩股份,17.59
4503,002603.SZ,以岭药业,23.62
4508,002508.SZ,老板电器,17.21
4514,002366.SZ,*ST海核,228.54
4522,002326.SZ,永太科技,16.01
4526,002304.SZ,洋河股份,21.03
4529,002264.SZ,新华都,16.66
4532,002128.SZ,电投能源,18.22
4539,001278.SZ,一彬科技,16.55
4541,001260.SZ,坤泰股份,16.26
4547,000723.SZ,美锦能源,16.38
4558,000012.SZ,南玻A,16.78
4561,874110.BJ,中南药包,21.93
4564,874031.BJ,翰林航宇,15.21
4565,874026.BJ,亚数智科,32.07
4567,873989.BJ,中达新材,20.33
4568,873985.BJ,久煜智能,43.28
4569,873980.BJ,美联股份,32.1
4572,873923.BJ,碧之江,16.36
4574,873900.BJ,世纪信通,50.31
4578,873878.BJ,华昌新材,16.34
4579,873876.BJ,商信政通,28.2
4580,873861.BJ,良安科技,61.26
4581,873860.BJ,格林司通,18.54
4591,873744.BJ,帕科医疗,24.57
4592,873741.BJ,豪钢重工,19.18
4599,873668.BJ,泽宇森,19.22
4600,873648.BJ,驰骋股份,27.31
4606,873581.BJ,东原科技,29.0
4611,873543.BJ,信测通信,25.17
4614,873533.BJ,荣际股份,37.34
4615,873523.BJ,银狐医疗,34.7
4618,873493.BJ,莱易信产,31.56
4620,873478.BJ,景泽环境,17.27
4627,873381.BJ,炫之彩,33.26
4634,873311.BJ,华齿口腔,35.61
4635,873295.BJ,工源环境,23.65
4643,873217.BJ,三科股份,53.39
4648,873173.BJ,康源堂,19.88
4652,873155.BJ,渝都传媒,22.6
4653,873152.BJ,天宏锂电,25.35
4655,873148.BJ,颐泰智能,50.54
4657,873139.BJ,格林斯达,75.24
4665,873058.BJ,金新城,30.46
4666,873046.BJ,繁荣电气,17.67
4670,872991.BJ,油田科技,19.61
4674,872933.BJ,正潭股份,43.15
4678,872873.BJ,国仪测控,18.61
4683,872767.BJ,雅莎股份,20.97
4684,872757.BJ,晋龙股份,20.01
4686,872742.BJ,万司股份,18.19
4687,872721.BJ,俊杰新材,18.79
4688,872711.BJ,金合科技,16.52
4690,872682.BJ,国君医疗,25.87
4693,872656.BJ,上易机械,19.73
4698,872588.BJ,宏基铝业,15.84
4703,872538.BJ,喜跃发,16.6
4707,872434.BJ,明易达,33.15
4712,872375.BJ,爱特安为,366.88
4717,872330.BJ,思伟科技,41.77
4718,872315.BJ,威骏股份,18.5
4719,872308.BJ,盛祺信息,19.91
4724,872266.BJ,百拓共享,24.96
4733,872124.BJ,智建科技,17.88
4734,872121.BJ,氟聚股份,30.43
4736,872019.BJ,唯普汽车,15.99
4742,871939.BJ,东吴电机,19.78
4746,871823.BJ,天启新材,31.91
4754,871696.BJ,安捷包装,17.76
4756,871656.BJ,远盾网络,18.66
4759,871646.BJ,航桥国际,42.38
4773,871406.BJ,商林科技,15.36
4785,871263.BJ,莱赛激光,16.14
4789,871171.BJ,金盾电子,20.21
4802,870804.BJ,科志股份,34.94
4804,870762.BJ,中明科技,22.16
4808,870711.BJ,泰莱电气,19.23
4810,870679.BJ,森源达,33.61
4812,870619.BJ,水利咨询,21.67
4814,870544.BJ,迪浪科技,17.81
4817,870529.BJ,东铭新材,25.63
4823,870452.BJ,集源液压,18.27
4834,870357.BJ,雅葆轩,35.48
4835,870309.BJ,中天新能,22.39
4844,870126.BJ,卓识网安,29.76
4849,870061.BJ,新能量,16.74
4857,839964.BJ,华绍文化,19.15
4858,839943.BJ,长风股份,16.52
4859,839939.BJ,德中技术,28.34
4871,839732.BJ,力博医药,18.1
4890,839308.BJ,嘉美斯,466.56
4893,839258.BJ,汇兴智造,44.92
4897,839173.BJ,悦诚达,27.69
4903,839037.BJ,科创融鑫,16.88
4921,838637.BJ,普利凯,69.98
4927,838484.BJ,格蕾特,16.8
4928,838481.BJ,轻叶能源,28.2
4932,838463.BJ,正信光电,20.35
4933,838457.BJ,新西南,26.38
4944,838222.BJ,合筑设计,38.46
4946,838162.BJ,祥龙科技,21.89
4955,837893.BJ,湖南煤业,52.18
4957,837819.BJ,华泰机械,22.73
4960,837704.BJ,三卓韩一,43.96
4963,837654.BJ,文昌科技,28.09
4964,837644.BJ,仙盛科技,17.3
4969,837494.BJ,好之旅,17.72
4970,837487.BJ,天创物联,15.79
4978,837368.BJ,快乐营,71.65
4981,837326.BJ,同方瑞风,30.67
4994,837074.BJ,富邦物流,26.69
4995,837072.BJ,汉亦盛,46.08
5002,836890.BJ,联源机电,18.04
5012,836746.BJ,优通科技,45.35
5016,836666.BJ,合德堂,467.51
5017,836603.BJ,统一智能,42.88
5022,836475.BJ,华士食品,40.84
5024,836378.BJ,创盛智能,19.74
5031,836291.BJ,红宇股份,37.66
5032,836217.BJ,天创微波,19.94
5034,836163.BJ,美安医药,16.07
5037,836077.BJ,吉林碳谷,53.84
5045,835764.BJ,迪生数字,32.52
5047,835702.BJ,国力通,18.45
5053,835637.BJ,林华医疗,21.81
5055,835609.BJ,港龙股份,38.24
5056,835597.BJ,防护科技,44.38
5063,835435.BJ,江苏海天,44.13
5064,835416.BJ,艾瑞德,15.6
5072,835295.BJ,联通人力,30.36
5074,835266.BJ,谷峰科技,21.04
5076,835237.BJ,力佳科技,15.37
5089,834950.BJ,迅安科技,39.52
5091,834874.BJ,谐通科技,53.95
5094,834800.BJ,海州行,76.95
5107,834372.BJ,容川机电,27.94
5111,834264.BJ,华通设备,19.81
5112,834261.BJ,一诺威,16.85
5113,834213.BJ,物管股份,16.24
5120,834081.BJ,通领科技,15.95
5122,834065.BJ,合凯电气,32.91
5127,834005.BJ,松湖股份,15.35
5133,833859.BJ,国能新材,29.99
5139,833768.BJ,上海寰创,18.7
5140,833764.BJ,斯达电气,20.24
5146,833611.BJ,镭之源,27.11
5148,833572.BJ,励福环保,26.66
5149,833571.BJ,锁龙消防,19.07
5153,833533.BJ,骏创科技,30.06
5155,833467.BJ,纳美新材,15.31
5159,833332.BJ,多尔晋泽,19.98
5161,833255.BJ,西部股份,15.9
5165,833200.BJ,宏业高科,47.31
5167,833171.BJ,国航远洋,23.72
5171,833075.BJ,柏星龙,16.66
5180,832816.BJ,索克服务,24.37
5190,832654.BJ,天宜机械,18.7
5192,832647.BJ,辽宁文投,16.33
5195,832627.BJ,锦达保税,15.18
5197,832575.BJ,云迅通,41.23
5201,832520.BJ,环申新材,22.38
5204,832476.BJ,交控生态,22.12
5209,832320.BJ,大富装饰,298.91
5215,832248.BJ,安正科技,32.73
5223,832110.BJ,雷特科技,19.22
5225,832061.BJ,贵材科技,15.04
5234,831946.BJ,名洋数字,23.95
5243,831884.BJ,成达兴,16.5
5244,831880.BJ,春旺新材,16.35
5249,831727.BJ,中钢网,23.16
5252,831664.BJ,雅达养老,33.83
5253,831662.BJ,快乐沃克,23.12
5254,831650.BJ,盛华德,25.48
5263,831401.BJ,信立方,19.43
5265,831395.BJ,智通建设,15.25
5267,831351.BJ,浙达精益,18.03
5275,831181.BJ,莱特九州,22.11
5279,831137.BJ,泰和股份,28.62
5296,688779.SH,长远锂科,20.69
5298,688625.SH,呈和科技,19.86
5299,688599.SH,天合光能,16.16
5302,688401.SH,路维光电,15.43
5305,688275.SH,万润新能,27.35
5313,688120.SH,华海清科,16.23
5314,688114.SH,华大智造,33.33
5322,605369.SH,拱东医疗,22.09
5325,605138.SH,盛泰集团,16.8
5333,603882.SH,金域医学,36.95
5334,603867.SH,新化股份,18.34
5335,603833.SH,欧派家居,17.37
5338,603599.SH,广信股份,30.7
5348,603297.SH,永新光学,17.92
5349,603281.SH,江瀚新材,55.83
5350,603236.SH,移远通信,17.98
5352,603215.SH,比依股份,21.24
5368,601100.SH,恒立液压,22.6
5381,600768.SH,宁波富邦,55.92
5382,600740.SH,山西焦化,19.44
5383,600731.SH,湖南海利,18.65
5392,600481.SH,双良节能,22.1
5395,600438.SH,通威股份,52.36
5405,600123.SH,兰花科创,22.57
5409,600089.SH,特变电工,33.1464
5420,430564,天润科技,19.22
5448,430200,时代地智,31.35
5469,301365.SZ,矩阵股份,20.72
5470,301356.SZ,天振股份,24.09
5471,301345.SZ,涛涛车业,24.35
5474,301314.SZ,科瑞思,24.75
5481,301255.SZ,通力科技,22.92
5488,301208.SZ,中亦科技,15.78
5495,301157.SZ,华塑科技,22.27
5510,301015.SZ,百洋医药,22.82
5525,300894.SZ,火星人,20.09
5527,300882.SZ,万胜智能,15.16
5528,300880.SZ,迦南智能,17.77
5532,300837.SZ,浙矿股份,16.24
5535,300815.SZ,玉禾田,15.98
5538,300803.SZ,指南针,22.69
5544,300763.SZ,锦浪科技,35.09
5559,300630.SZ,普利制药,15.62
5567,300532.SZ,今天国际,20.13
5572,300494.SZ,盛天网络,15.71
5578,300432.SZ,富临精工,16.03
5580,300426.SZ,唐德影视,27.97
5590,300338.SZ,ST开元,66.55
5597,300274.SZ,阳光电源,20.95
5614,300124.SZ,汇川技术,24.31
5615,300121.SZ,阳谷华泰,22.51
5621,300012.SZ,华测检测,18.18
5627,003011.SZ,海象新材,15.46
5631,002979.SZ,雷赛智能,19.07
5639,002825.SZ,纳尔股份,29.02
5640,002824.SZ,和胜股份,15.76
5650,002615.SZ,哈尔斯,19.21
5659,002503.SZ,*ST搜特,311.28
5671,002311.SZ,海大集团,18.46
5678,002216.SZ,三全食品,22.62
5682,002176.SZ,江特电机,74.82
5685,002125.SZ,湘潭电化,18.11
5696,001333.SZ,光华股份,18.9
5697,001323.SZ,慕思股份,19.92
5698,001311.SZ,多利科技,27.23
5699,001255.SZ,博菲电气,15.4
5700,001229.SZ,魅视科技,15.7
5701,001222.SZ,源飞宠物,20.24
5703,000983.SZ,山西焦煤,36.73
5711,000731.SZ,四川美丰,16.79
5714,000700.SZ,模塑科技,19.51
5723,000498.SZ,山东路桥,20.4
5728,874037.BJ,华翔联信,26.51
5731,873925.BJ,皓森精铸,16.15
5732,873917.BJ,朗诺股份,17.39
5734,873870.BJ,恒道医药,39.18
5735,873864.BJ,旭辉电气,18.83
5736,873840.BJ,湘江股份,25.5
5740,873692.BJ,桂林狮达,23.52
5742,873678.BJ,亿安智能,24.6
5749,873477.BJ,同方德诚,17.49
5767,873048.BJ,佳农股份,20.64
5769,872931.BJ,无锡鼎邦,26.36
5772,872869.BJ,瑞华技术,20.93
5782,872610.BJ,妙音数科,17.04
5783,872553.BJ,明和股份,28.49
5797,871992.BJ,恒康药房,29.08
5805,871740.BJ,健仕股份,19.28
5810,871564.BJ,巨成钛业,17.18
5821,870959.BJ,公正股份,48.85
5826,870629.BJ,三真康复,23.55
5830,870335.BJ,亿能科技,18.55
5831,870308.BJ,鲎生科,46.92
5838,870031.BJ,华金科技,16.2
5846,839655.BJ,威星电子,20.83
5850,839466.BJ,春水堂,22.17
5859,839180.BJ,瑞福来,25.89
5863,838998.BJ,双星种业,34.38
5866,838897.BJ,埃维股份,36.45
5868,838810.BJ,春光药装,34.87
5870,838768.BJ,牙科通,309.9
5874,838504.BJ,光环国际,20.9
5876,838458.BJ,宁波协源,24.81
5881,838161.BJ,易通股份,36.1
5885,837936.BJ,新乡滤器,40.76
5889,837576.BJ,吉山会津,17.59
5906,836414.BJ,欧普泰,19.72
5908,836332.BJ,千年传说,55.09
5917,835940.BJ,瑞济生物,22.08
5920,835708.BJ,蓝能科技,28.43
5925,835368.BJ,连城数控,16.58
5932,835011.BJ,麦迪制冷,22.08
5935,834972.BJ,英冠陶瓷,33.46
5940,834812.BJ,圣士达,27.76
5946,834503.BJ,西盈科技,34.44
5961,833821.BJ,浦江股份,26.84
5963,833765.BJ,爱扑网络,17.88
5966,833653.BJ,凯东源,15.93
5973,833318.BJ,图敏视频,18.39
5980,833072.BJ,大江传媒,16.23
5984,832915.BJ,汉尧碳科,38.63
5987,832863.BJ,军芃科技,24.15
5988,832836.BJ,银钢一通,19.78
5989,832834.BJ,吉泰新材,17.35
6005,832093.BJ,科伦股份,21.38
6009,831991.BJ,聚彩科技,48.93
6011,831906.BJ,舜宇精工,16.01
6017,831657.BJ,贝克福尔,21.39
6023,831304.BJ,迪尔化工,30.95
6027,831255.BJ,佳和电气,28.37
6030,831184.BJ,强盛股份,17.99
6037,831054.BJ,巴陵节能,17.65
6048,603757.SH,大元泵业,18.94
6052,430685,新芝生物,15.18
6057,430429,星业科技,18.23
6063,430148,科能腾达,18.97
6067,301419.SZ,阿莱德,20.34
6070,301360.SZ,荣旗科技,33.21
6072,301303.SZ,真兰仪表,24.07
6073,301278.SZ,快可电子,19.29
6074,301276.SZ,嘉曼服饰,16.0
6075,301267.SZ,华厦眼科,20.07
6082,301191.SZ,菲菱科思,17.53
6094,300994.SZ,久祺股份,15.38
6110,300638.SZ,广和通,16.44
6134,300029.SZ,ST天龙,54.33
6142,000885.SZ,城发环境,17.35
6145,688778.SH,厦钨新能,20.88
6159,605499.SH,东鹏饮料,31.65
6165,603920.SH,世运电路,15.12
6170,603699.SH,纽威股份,15.09
6174,603568.SH,伟明环保,19.45
6180,603235.SH,天新药业,21.78
6185,603057.SH,紫燕食品,15.02
6197,600901.SH,江苏金租,15.89
6212,600549.SH,厦门钨业,15.04
6216,600378.SH,昊华科技,15.16
6228,600111.SH,北方稀土,34.02
6234,301216.SZ,万凯新材,21.67
6244,300979.SZ,华利集团,27.25
6249,300873.SZ,海晨股份,16.39
6250,300861.SZ,美畅股份,32.58
6252,300833.SZ,浩洋股份,17.81
6255,300770.SZ,新媒股份,21.36
6262,300661.SZ,圣邦股份,29.95
6267,300628.SZ,亿联网络,30.9
6274,300507.SZ,苏奥传感,15.72
6277,300442.SZ,润泽科技,38.8
6283,300360.SZ,炬华科技,16.65
6285,300343.SZ,联创股份,55.99
6319,002885.SZ,京泉华,16.1
6337,002222.SZ,福晶科技,17.4
6348,002011.SZ,盾安环境,37.93
6352,000906.SZ,浙商中拓,24.48
6361,900945,海控B股,3039.37
6363,874000.BJ,南天智联,27.0
6367,873920.BJ,睿鸿网络,38.72
6369,873859.BJ,长虹格润,15.48
6373,873790.BJ,万邦石油,15.17
6379,873702.BJ,世昌股份,17.35
6381,873689.BJ,讯方技术,26.59
6382,873658.BJ,森创服装,25.91
6384,873626.BJ,启源软件,25.87
6386,873595.BJ,中联科技,37.08
6388,873561.BJ,瑞达股份,16.39
6391,873540.BJ,进源热能,17.753
6394,873481.BJ,相城检测,19.2
6400,873407.BJ,金晟元,21.52
6401,873343.BJ,汉森机械,22.29
6409,873233.BJ,睿高股份,20.51
6411,873128.BJ,正业电子,43.53
6413,873069.BJ,天朗节能,24.31
6419,872861.BJ,文祥渔业,32.77
6422,872813.BJ,万方人才,38.44
6424,872715.BJ,大正仪表,20.39
6425,872696.BJ,绿友农,24.26
6427,872655.BJ,正明环保,20.23
6432,872559.BJ,长河科技,24.85
6439,872420.BJ,新丰小吃,32.99
6443,872307.BJ,创举科技,20.5
6450,872188.BJ,优天下,37.56
6451,872180.BJ,英华融泰,31.3
6452,872170.BJ,盛达科技,20.8
6453,872166.BJ,新烽光电,34.05
6458,872058.BJ,鼎运智能,30.93
6462,871783.BJ,新联股份,24.37
6470,871501.BJ,麦斯特,29.26
6476,871314.BJ,世环新材,44.34
6478,871076.BJ,同济建管,42.59
6496,870231.BJ,源悦汽车,20.18
6497,870220.BJ,恒基永昕,30.65
6499,870195.BJ,行言科技,40.02
6505,870044.BJ,风控工程,23.33
6513,839821.BJ,铭博股份,25.44
6515,839754.BJ,轶峰新材,29.72
6521,839599.BJ,前瞻资讯,31.38
6525,839545.BJ,特斯特,30.81
6527,839517.BJ,至胜科技,191.33
6529,839472.BJ,亮威科技,56.44
6532,839416.BJ,康鸿智能,50.46
6534,839387.BJ,悠度股份,18.72
6540,839189.BJ,兰花纳米,25.32
6556,838392.BJ,利尔康,17.37
6558,838366.BJ,盈联科技,16.01
6561,838335.BJ,上海领灿,15.13
6564,838197.BJ,赢冠口腔,20.97
6566,838095.BJ,大涵文化,22.87
6567,838036.BJ,美奥种业,23.34
6570,838017.BJ,今奥科技,25.27
6571,837995.BJ,华亨股份,16.45
6582,837641.BJ,新业电子,16.12
6583,837633.BJ,晨达股份,35.52
6585,837581.BJ,川力科技,21.12
6588,837378.BJ,孙桥溢佳,18.03
6590,837340.BJ,帝源新材,18.88
6593,837263.BJ,和伍精密,17.07
6596,837070.BJ,凯凯金服,24.88
6599,837021.BJ,大舟网络,33.82
6600,836978.BJ,同人泰,23.01
6602,836967.BJ,爱去欧,17.08
6603,836946.BJ,高服股份,20.14
6612,836508.BJ,泉舜纸塑,17.12
6614,836450.BJ,辅正药业,15.67
6615,836384.BJ,瑞真精机,34.06
6619,836270.BJ,天铭科技,18.6
6623,836029.BJ,创锐装备,38.37
6626,835924.BJ,柠檬网联,28.63
6628,835899.BJ,利泰健康,31.91
6638,835473.BJ,彦林科技,18.06
6650,834915.BJ,津同仁堂,31.55
6655,834743.BJ,迈新科技,32.83
6659,834607.BJ,祥云股份,18.74
6660,834596.BJ,拜特科技,17.04
6666,834407.BJ,驰诚股份,15.32
6671,834104.BJ,海航期货,43.25
6681,833781.BJ,瑞奇智造,29.17
6682,833727.BJ,兆晟科技,21.69
6683,833713.BJ,立德电子,27.54
6717,832326.BJ,华清安泰,27.92
6725,832058.BJ,东联科技,40.69
6731,831897.BJ,远大信息,15.5
6735,831798.BJ,博益气动,19.94
6739,831724.BJ,信而泰,21.17
6743,831660.BJ,富深协通,40.0
6748,831515.BJ,威和光电,32.88
6764,831101.BJ,奥维云网,19.37
6784,688677.SH,海泰新光,15.86
6787,688598.SH,金博股份,15.49
6788,688552.SH,航天南湖,17.62
6789,688518.SH,联赢激光,16.14
6797,688372.SH,伟测科技,19.83
6802,688317.SH,之江生物,19.0
6812,688143.SH,长盈通,16.17
6814,688116.SH,天奈科技,18.71
6819,605259.SH,绿田机械,15.2
6833,603658.SH,安图生物,15.57
6836,603605.SH,珀莱雅,25.95
6838,603551.SH,奥普家居,15.55
6839,603505.SH,金石资源,17.24
6840,603489.SH,八方股份,18.51
6845,603280.SH,南方路机,18.95
6846,603260.SH,合盛硅业,23.63
6855,603025.SH,大豪科技,22.78
6867,600867.SH,通化东宝,24.52
6873,600755.SH,厦门国贸,15.35
6888,600251.SH,冠农股份,16.04
6889,600221.SH,海航控股,3039.37
6892,600160.SH,巨化股份,16.57
6910,430510,丰光精密,20.53
6915,430472,安泰得,19.03
6922,430368,明波通信,27.61
6929,430238,普华科技,15.92
6933,430028,京鹏科技,88.71
6937,301382.SZ,蜂助手,21.67
6942,301307.SZ,美利信,15.57
6956,300982.SZ,苏文电能,16.4
6962,300911.SZ,亿田智能,16.57
6971,300775.SZ,三角防务,22.71
6978,300612.SZ,宣亚国际,16.53
6980,300604.SZ,长川科技,22.79
6989,300394.SZ,天孚通信,16.3
6990,300357.SZ,我武生物,18.77
6999,300179.SZ,四方达,15.22
7004,002932.SZ,明德生物,87.36
7015,002677.SZ,浙江美大,23.52
7018,002557.SZ,洽洽食品,19.57
7022,002384.SZ,东山精密,15.33
7023,002372.SZ,伟星新材,25.84
7024,002353.SZ,杰瑞股份,15.05
7030,002175.SZ,东方智造,27.6
7035,002006.SZ,精工科技,24.36
7036,002001.SZ,新和成,16.08
7037,001380.SZ,华纬科技,22.02
7043,000830.SZ,鲁西化工,17.83
7050,874057.BJ,迪亚环境,45.24
7055,874003.BJ,瑞能智慧,65.3
7056,873995.BJ,海纳股份,19.72
7057,873967.BJ,柏维力,51.9
7062,873912.BJ,金广恒,17.17
7063,873879.BJ,开发科技,18.51
7064,873877.BJ,俊朗股份,37.22
7066,873836.BJ,鸿星科技,20.37
7067,873829.BJ,吧哒科技,16.32
7068,873823.BJ,尚洋科技,20.21
7069,873821.BJ,祥瑞生物,24.52
7070,873810.BJ,台谊消防,17.41
7073,873778.BJ,华亿创新,72.88
7077,873751.BJ,知鱼智联,37.15
7086,873650.BJ,腾升科技,20.13
7090,873627.BJ,西安瑞霖,25.78
7093,873608.BJ,源茂股份,16.54
7099,873559.BJ,达民股份,69.51
7100,873530.BJ,佰能盈天,28.05
7104,873515.BJ,昊升电机,21.84
7107,873476.BJ,网智德实,60.48
7109,873459.BJ,鼎丰股份,26.34
7111,873393.BJ,捷创新材,24.89
7114,873283.BJ,太速科技,25.34
7118,873219.BJ,花巷股份,26.53
7122,873110.BJ,山安蓝天,17.59
7125,872987.BJ,山香教育,26.23
7127,872953.BJ,国子软件,27.84
7128,872928.BJ,恒友股份,30.56
7132,872823.BJ,方天软件,26.16
7136,872760.BJ,爱迪滚塑,26.88
7142,872685.BJ,康乾大成,22.01
7144,872623.BJ,萌帮股份,20.18
7150,872522.BJ,腾飞人才,27.75
7153,872504.BJ,新日月,32.81
7154,872423.BJ,百达智能,23.7
7155,872400.BJ,爱维尔,15.05
7163,872204.BJ,博可生物,20.24
7174,871894.BJ,星海电子,17.75
7175,871883.BJ,中源九峰,17.83
7183,871751.BJ,宝骅股份,17.81
7190,871478.BJ,巨能股份,30.94
7191,871469.BJ,铭汉股份,16.36
7193,871444.BJ,德全药品,15.48
7199,871064.BJ,科瑞变流,23.43
7204,870764.BJ,速搜物流,25.43
7206,870654.BJ,光大环保,22.89
7212,870480.BJ,华康生物,21.46
7219,870386.BJ,宏银信息,52.3
7220,870364.BJ,云峰科技,20.83
7224,870264.BJ,奥瑞拓,19.68
7225,870253.BJ,鹏源药业,24.97
7229,870058.BJ,科宇股份,15.08
7230,839980.BJ,锐网科技,27.14
7235,839871.BJ,大德传媒,35.29
7238,839621.BJ,比例聚合,40.91
7243,839365.BJ,数尔安防,42.11
7246,839295.BJ,金百汇,18.24
7249,839226.BJ,长陆工控,18.77
7250,839156.BJ,元泰智能,20.93
7256,838834.BJ,创四方,18.27
7260,838587.BJ,泽鑫科技,37.47
7268,838264.BJ,天翔新材,18.72
7273,838042.BJ,中经世纪,18.55
7276,837988.BJ,兆光科技,79.86
7278,837952.BJ,鑫紫竹,26.08
7281,837918.BJ,力力惠,18.09
7284,837869.BJ,太昌电子,17.89
7285,837863.BJ,夜郎厨坊,15.87
7288,837779.BJ,金信德,22.55
7293,837695.BJ,航天汇智,22.85
7294,837694.BJ,太和华美,244.5
7305,837256.BJ,兴光可可,15.96
7306,837227.BJ,集恩图造,17.97
7308,837217.BJ,江南传媒,17.85
7314,836994.BJ,万邦科技,17.52
7315,836935.BJ,小棉袄,36.57
7321,836772.BJ,华宇教育,143.51
7322,836770.BJ,创洁工贸,21.93
7325,836641.BJ,奇华光电,24.27
7326,836617.BJ,软岛科技,35.21
7332,836381.BJ,宝信咨询,15.22
7349,835859.BJ,景鸿物流,21.36
7351,835812.BJ,盛迪科技,18.34
7362,835322.BJ,华创股份,24.44
7363,835319.BJ,康安租赁,17.36
7369,835101.BJ,快拍物联,62.26
7370,835091.BJ,沃科合众,65.3
7379,834843.BJ,明昊科技,23.14
7381,834781.BJ,新生活,19.66
7402,834290.BJ,培诺股份,15.77
7404,834205.BJ,东方红,33.34
7405,834170.BJ,汉德股份,36.82
7408,834105.BJ,申江万国,21.89
7410,834058.BJ,华洋赛车,51.39
7412,834014.BJ,特瑞斯,15.3
7414,833976.BJ,新游网络,41.41
7419,833689.BJ,架桥资本,17.35
7421,833649.BJ,宝美户外,35.7
7435,833381.BJ,宏安翔,23.65
7436,833265.BJ,润杰农科,20.59
7445,833112.BJ,海宏电力,33.08
7449,832958.BJ,艾芬达,23.13
7460,832603.BJ,懿姿股份,30.84
7468,832391.BJ,润达光伏,23.91
7475,832175.BJ,东方碳素,26.39
7481,831951.BJ,美麟文化,22.75
7494,831736.BJ,利源捷能,24.74
7500,831554.BJ,智博联,21.68
7506,831318.BJ,信易科技,33.37
7514,831151.BJ,全胜物流,24.42
7515,831121.BJ,力久电机,38.0
7518,831087.BJ,秋乐种业,20.35
7534,830768.BJ,耀通科技,55.11
7537,688665.SH,四方光电,17.09
7539,688503.SH,聚和材料,27.33
7559,688146.SH,中船特气,18.26
7577,603619.SH,中曼石油,22.94
7583,603213.SH,镇洋发展,23.3
7585,603173.SH,福斯达,25.52
7588,603065.SH,宿迁联盛,16.35
7590,603002.SH,宏昌电子,24.99
7603,600395.SH,盘江股份,22.225
7606,600319.SH,亚星化学,26.55
7615,430658,舜网传媒,22.42
7625,430525,英诺尔,17.98
7630,430423,宁变科技,15.31
7635,430326,希文科技,23.26
7642,430172,瑞达恩,18.62
7646,430119,鸿仪四方,16.9
7673,300951.SZ,博硕科技,17.69
7679,300856.SZ,科思股份,21.99
7695,300395.SZ,菲利华,17.91
7714,002878.SZ,元隆雅图,17.84
7715,002829.SZ,星网宇达,17.99
7745,001223.SZ,欧克科技,27.4
7750,000848.SZ,承德露露,23.7
7762,874048.BJ,盈浩文创,21.56
7764,873773.BJ,昶辉生物,18.25
7765,873717.BJ,品瑶股份,47.6
7768,873590.BJ,亿利华,31.4
7770,873510.BJ,三新股份,19.05
7771,873447.BJ,四菱电子,21.27
7773,873402.BJ,优联智能,45.29
7774,873363.BJ,鑫泰新材,18.27
7775,873329.BJ,嘉邻物业,16.94
7778,872996.BJ,瑞森光学,30.63
7783,872728.BJ,西屋电气,24.46
7786,872638.BJ,亮星股份,22.03
7789,872565.BJ,怡申股份,19.29
7790,872549.BJ,绿浥农科,15.35
7796,871781.BJ,美嘉林,21.35
7797,871653.BJ,德融嘉信,45.42
7802,871340.BJ,钒宇新材,21.16
7803,871200.BJ,明德圣贤,49.33
7804,871124.BJ,德元数字,20.95
7811,870600.BJ,振强科技,33.92
7814,870319.BJ,鼎信通达,23.18
7818,839953.BJ,圣火科技,29.67
7822,839833.BJ,赤马传媒,17.45
7823,839755.BJ,恒丰泰,25.01
7824,839609.BJ,雷悦重工,57.21
7829,839153.BJ,希尔孚,17.75
