,股票代码,股票简称,ROE2018
1488,688092.SH,爱科科技,26.8
1489,873837.BJ,汇川科技,51.78
1490,300953.SZ,震裕科技,15.66
1493,688456.SH,有研粉材,15.18
1494,603324.SH,盛剑环境,39.66
1495,605389.SH,长龄液压,54.47
1496,605086.SH,龙高股份,19.95
1497,300959.SZ,线上线下,36.13
1498,688195.SH,腾景科技,17.81
1502,301171.SZ,易点天下,17.97
1503,300952.SZ,恒辉安防,30.87
1506,605286.SH,同力日升,30.13
1508,300950.SZ,德固特,16.21
1510,688079.SH,美迪凯,47.84
1511,605122.SH,四方新材,31.05
1515,688677.SH,海泰新光,26.57
1516,301380.SZ,挖金客,38.38
1517,300948.SZ,冠中生态,20.43
1518,003039.SZ,顺控发展,17.9
1519,831187.BJ,创尔生物,44.27
1522,688083.SH,中望软件,48.27
1523,688619.SH,罗普特,20.46
1524,300766.SZ,每日互动,24.74
1525,833176.BJ,桂林五洲,30.85
1526,605298.SH,必得科技,29.45
1529,300951.SZ,博硕科技,66.83
1531,300949.SZ,奥雅股份,47.63
1533,300943.SZ,春晖智控,21.78
1535,688665.SH,四方光电,15.34
1536,688070.SH,纵横股份,21.99
1537,300942.SZ,易瑞生物,48.86
1538,300941.SZ,创识科技,32.41
1539,605060.SH,联德股份,28.37
1541,605133.SH,嵘泰股份,18.67
1544,873579.BJ,朔翔科技,18.21
1545,873577.BJ,菲尔特,19.7
1546,873575.BJ,西诺稀贵,20.95
1549,688183.SH,生益电子,16.11
1550,300940.SZ,南极光,24.31
1553,605268.SH,王力安防,18.23
1555,830832.BJ,齐鲁华信,15.31
1556,688607.SH,康众医疗,22.44
1557,873571.BJ,斯迈特,18.55
1558,832735.BJ,德源药业,16.22
1559,688628.SH,优利德,25.07
1560,605337.SH,李子园,34.1
1561,605081.SH,太和水,20.08
1563,300946.SZ,恒而达,23.87
1565,003037.SZ,三和管桩,33.66
1566,300937.SZ,药易购,16.09
1569,688059.SH,华锐精密,29.76
1570,605077.SH,华康股份,56.74
1572,873567.BJ,明远创意,21.78
1577,605368.SH,蓝天燃气,20.51
1578,605303.SH,园林股份,15.48
1579,605055.SH,迎丰股份,28.61
1581,300932.SZ,三友联众,15.08
1583,873568.BJ,海陵液压,15.7
1584,834599.BJ,同力股份,29.25
1587,833427.BJ,华维设计,29.75
1588,300931.SZ,通用电梯,16.51
1589,300930.SZ,屹通新材,20.32
1590,300939.SZ,秋田微,29.54
1591,300938.SZ,信测标准,25.23
1592,300929.SZ,华骐环保,18.17
1595,688656.SH,浩欧博,34.59
1596,605398.SH,新炬网络,41.37
1597,300936.SZ,中英科技,24.46
1600,838275.BJ,驱动力,24.89
1601,688581.SH,安杰思,40.67
1602,605228.SH,神通科技,20.4
1603,605005.SH,合兴股份,15.57
1604,300935.SZ,盈建科,40.62
1605,688617.SH,惠泰医疗,20.38
1608,873565.BJ,飞扬科技,33.39
1609,839874.BJ,伟泰科技,19.14
1610,836826.BJ,盖世食品,37.14
1611,300927.SZ,江天化学,29.22
1612,300926.SZ,博俊科技,16.09
1613,837344.BJ,三元基因,24.29
1616,003032.SZ,传智教育,32.27
1617,873796.BJ,建科集团,16.9
1618,873730.BJ,徐辉设计,34.76
1620,833509.BJ,同惠电子,28.65
1623,688686.SH,奥普特,47.53
1624,300894.SZ,火星人,29.55
1626,688819.SH,天能股份,29.33
1627,688618.SH,三旺通信,40.1
1630,688698.SH,伟创电气,16.25
1631,688063.SH,派能科技,18.67
1632,873705.BJ,恒伦医疗,21.21
1633,873679.BJ,前进科技,51.68
1637,300925.SZ,法本信息,31.96
1639,605277.SH,新亚电子,41.29
1640,300928.SZ,华安鑫创,16.03
1641,300922.SZ,天秦装备,18.57
1642,003033.SZ,征和工业,23.36
1643,003030.SZ,祖名股份,16.09
1646,836675.BJ,秉扬科技,27.79
1647,836109.BJ,山由帝奥,17.2
1649,605155.SH,西大门,22.47
1651,003031.SZ,中瓷电子,21.65
1654,688658.SH,悦康药业,31.92
1655,688560.SH,明冠新材,17.77
1656,873553.BJ,华成工控,37.6
1658,300919.SZ,中伟股份,18.81
1661,300917.SZ,特发服务,33.61
1662,001269.SZ,欧晶科技,19.8
1663,688668.SH,鼎通科技,20.56
1664,605179.SH,一鸣食品,34.94
1668,003028.SZ,振邦智能,27.58
1674,605186.SH,健麾信息,47.11
1677,873551.BJ,勤成健康,112.65
1679,605500.SH,森林包装,35.9
1681,003026.SZ,中晶科技,26.02
1682,688136.SH,科兴制药,19.04
1683,300921.SZ,南凌科技,38.85
1684,300920.SZ,润阳科技,52.32
1685,003027.SZ,同兴环保,39.64
1686,873550.BJ,乡村绿洲,23.5
1689,688678.SH,福立旺,15.8
1690,873706.BJ,铁拓机械,16.52
1691,873651.BJ,湖南康复,196.91
1695,605299.SH,舒华体育,15.76
1696,300913.SZ,兆龙互连,31.54
1697,003025.SZ,思进智能,23.39
1698,003023.SZ,彩虹集团,21.83
1700,873547.BJ,亿盛股份,36.34
1701,688699.SH,明微电子,19.49
1703,300912.SZ,凯龙高科,17.09
1704,873542.BJ,黄淮股份,23.03
1706,688557.SH,兰剑智能,22.57
1707,873546.BJ,中体网,124.26
1708,873543.BJ,信测通信,18.78
1709,300911.SZ,亿田智能,43.47
1716,605183.SH,确成股份,20.06
1717,605151.SH,西上海,21.82
1723,003021.SZ,兆威机电,47.16
1724,837062.BJ,同成医药,31.71
1726,873540.BJ,进源热能,20.58
1728,835670.BJ,数字人,19.21
1729,605376.SH,博迁新材,31.76
1730,605258.SH,协和电子,37.77
1731,300916.SZ,朗特智能,24.75
1733,836261.BJ,闻道网络,29.81
1734,688777.SH,中控技术,28.14
1735,300915.SZ,海融科技,35.45
1736,300908.SZ,仲景食品,19.15
1738,832389.BJ,睿思凯,28.53
1739,003004.SZ,声迅股份,37.65
1740,839574.BJ,中瑞医药,24.94
1741,834845.BJ,华腾教育,20.39
1743,300909.SZ,汇创达,33.7
1745,838030.BJ,德众汽车,18.61
1746,873537.BJ,创为科技,42.73
1748,003020.SZ,立方制药,22.32
1750,605068.SH,明新旭腾,26.08
1753,300884.SZ,狄耐克,29.7
1754,873932.BJ,百金股份,21.81
1755,871396.BJ,常辅股份,17.46
1756,688160.SH,步科股份,20.23
1757,688057.SH,金达莱,25.24
1758,605177.SH,东亚药业,15.92
1759,873781.BJ,齐治科技,16.2
1760,873535.BJ,锐至信息,25.03
1762,873533.BJ,荣际股份,15.01
1764,003019.SZ,宸展光电,34.04
1766,873530.BJ,佰能盈天,46.51
1767,300907.SZ,康平科技,16.83
1770,873529.BJ,先锋股份,16.75
1773,870536.BJ,快达农化,18.37
1774,870040.BJ,思源股份,32.18
1776,605266.SH,健之佳,32.95
1777,605007.SH,五洲特纸,25.25
1778,003018.SZ,金富科技,16.49
1780,688486.SH,龙迅股份,35.53
1781,688133.SH,泰坦科技,19.09
1782,300902.SZ,国安达,23.74
1783,873525.BJ,青岛普天,38.48
1784,300906.SZ,日月明,19.61
1785,830839.BJ,万通液压,22.1
1788,300905.SZ,宝丽迪,23.44
1789,300901.SZ,中胤时尚,43.22
1790,000422.SZ,湖北宜化,29.69
1791,688529.SH,豪森股份,34.51
1792,688179.SH,阿拉丁,17.28
1793,688129.SH,东来技术,36.85
1794,873523.BJ,银狐医疗,21.95
1795,834037.BJ,龙盛世纪,34.27
1797,688788.SH,科思科技,80.27
1798,873522.BJ,鲁山墙材,38.08
1805,300898.SZ,熊猫乳品,21.74
1807,605169.SH,洪通燃气,30.71
1809,003017.SZ,大洋生物,19.26
1813,873520.BJ,华友文保,35.95
1814,839983.BJ,景春园林,21.02
1815,834076.BJ,海森环保,20.79
1817,605058.SH,澳弘电子,19.5
1818,400096,R凯迪1,136.05
1819,003015.SZ,日久光电,17.57
1820,003013.SZ,地铁设计,26.99
1822,601568.SH,北元集团,28.18
1826,873519.BJ,绿岭生态,28.49
1828,873517.BJ,三胜电器,42.83
1829,873516.BJ,顺祥新材,61.49
1832,300232.SZ,洲明科技,20.46
1833,003012.SZ,东鹏控股,19.61
1836,873799.BJ,紫泉能源,22.68
1837,873758.BJ,奥普生物,23.88
1839,873513.BJ,金兰股份,31.85
1840,873512.BJ,南方数控,34.72
1841,688093.SH,世华科技,32.12
1843,688013.SH,天臣医疗,29.02
1844,605336.SH,帅丰电器,41.24
1845,300896.SZ,爱美客,35.17
1847,605338.SH,巴比食品,27.18
1848,838798.BJ,瑞星时光,25.87
1849,300899.SZ,上海凯鑫,25.77
1850,300895.SZ,铜牛信息,16.09
1851,300893.SZ,松原股份,20.79
1852,872304.BJ,天浩科技,39.44
1853,835681.BJ,帝杰曼,24.18
1857,834892.BJ,ST智诚,53.39
1858,688526.SH,科前生物,50.22
1859,605099.SH,共创草坪,41.13
1860,003011.SZ,海象新材,46.76
1861,688330.SH,宏力达,26.05
1863,688127.SH,蓝特光学,27.72
1864,605136.SH,丽人丽妆,21.54
1865,605018.SH,长华集团,19.06
1867,605218.SH,伟时电子,40.13
1868,605111.SH,新洁能,33.72
1869,300892.SZ,品渥食品,38.9
1870,400053,佳纸3,16803.0
1871,300897.SZ,山科智能,25.4
1875,688301.SH,奕瑞科技,20.86
1876,300889.SZ,爱克股份,44.84
1877,300888.SZ,稳健医疗,18.34
1878,300887.SZ,谱尼测试,18.31
1879,873510.BJ,三新股份,21.19
1880,688577.SH,浙海德曼,23.77
1881,300886.SZ,华业香料,33.74
1882,003008.SZ,开普检测,41.43
1883,003007.SZ,直真科技,18.99
1885,003005.SZ,竞业达,38.0
1886,871691.BJ,易景科技,55.73
1889,605116.SH,奥锐特,18.59
1890,605050.SH,福然德,21.08
1892,003010.SZ,若羽臣,22.27
1900,688551.SH,科威尔,50.23
1901,605369.SH,拱东医疗,28.63
1902,003001.SZ,中岩大地,31.03
1903,003000.SZ,劲仔食品,20.95
1905,688559.SH,海目星,17.9
1907,003006.SZ,百亚股份,15.46
1908,688390.SH,固德威,19.27
1910,300882.SZ,万胜智能,23.02
1912,834815.BJ,巨东股份,18.44
1913,688378.SH,奥来德,82.6
1917,688056.SH,莱伯泰科,22.84
1918,605009.SH,豪悦护理,64.49
1921,300881.SZ,盛德鑫泰,22.47
1922,300880.SZ,迦南智能,29.77
1923,300879.SZ,大叶股份,17.1
1925,872180.BJ,英华融泰,16.73
1929,688550.SH,瑞联新材,17.8
1930,300885.SZ,海昌新材,20.73
1931,872235.BJ,瀚天智能,16.37
1933,836961.BJ,西磁科技,34.41
1934,688513.SH,苑东生物,26.35
1935,688017.SH,绿的谐波,20.06
1936,603565.SH,中谷物流,27.55
1941,835721.BJ,豪恩智联,30.33
1945,688215.SH,瑞晟智能,37.93
1946,002999.SZ,天禾股份,15.01
1947,002997.SZ,瑞鹄模具,24.35
1948,002984.SZ,森麒麟,19.32
1951,873506.BJ,智慧交通,38.05
1953,837375.BJ,丰江电池,25.7
1954,831621.BJ,中镁控股,21.19
1957,873505.BJ,开云股份,35.5
1958,872093.BJ,大地牧业,257.2
1961,835291.BJ,力尊信通,17.5
1965,836898.BJ,龙泰新材,16.14
1967,688356.SH,键凯科技,23.43
1968,603155.SH,新亚强,61.48
1969,300878.SZ,维康药业,25.08
1970,300877.SZ,金春股份,19.46
1973,601702.SH,华峰铝业,15.27
1974,300876.SZ,蒙泰高新,31.91
1975,300873.SZ,海晨股份,15.47
1979,871081.BJ,东亚股份,28.56
1981,300870.SZ,欧陆通,18.33
1983,600569.SH,安阳钢铁,25.12
1987,688393.SH,安必平,16.85
1989,300868.SZ,杰美特,16.13
1990,300867.SZ,圣元环保,23.81
1995,300866.SZ,安克创新,36.66
1996,300865.SZ,大宏立,17.45
1997,300863.SZ,卡倍亿,27.72
1998,605255.SH,天普股份,25.02
1999,600338.SH,西藏珠峰,42.86
2006,688569.SH,铁科轨道,15.16
2007,688229.SH,博睿数据,38.3
2008,605128.SH,上海沿浦,20.99
2009,605008.SH,长鸿高科,25.9
2010,300862.SZ,蓝盾光电,18.37
2014,300860.SZ,锋尚文化,44.84
2019,688502.SH,茂莱光学,27.96
2020,605178.SH,时空科技,47.54
2027,600545.SH,卓郎智能,30.58
2032,605388.SH,均瑶健康,41.14
2033,605123.SH,派克新材,25.09
2034,605003.SH,众望布艺,40.16
2035,837585.BJ,ST千玉,27.02
2036,688286.SH,敏芯股份,52.18
2037,300875.SZ,捷强装备,49.22
2039,300871.SZ,回盛生物,29.29
2040,300864.SZ,南大环境,71.35
2044,873502.BJ,三英新材,405.1
2045,873501.BJ,ST蓝奥,93.38
2046,873500.BJ,博克斯,61.33
2051,688556.SH,高测股份,28.18
2053,002993.SZ,奥海科技,22.56
2055,839879.BJ,丰亿港营,36.26
2057,605366.SH,宏柏新材,30.74
2058,603931.SH,格林达,22.48
2062,688338.SH,赛科希德,33.04
2067,688519.SH,南亚新材,23.38
2068,688335.SH,复洁环保,31.99
2069,605100.SH,华丰股份,17.53
2070,605066.SH,天正电气,25.54
2072,873495.BJ,思创科技,135.08
2073,873493.BJ,莱易信产,17.0
2075,839805.BJ,中德生物,24.5
2078,300861.SZ,美畅股份,63.14
2082,873492.BJ,群业科技,32.77
2085,688065.SH,凯赛生物,17.42
2094,605399.SH,晨光新材,49.01
2096,002992.SZ,宝明科技,19.77
2108,605318.SH,法狮龙,37.21
2110,002995.SZ,天地在线,41.68
2114,871481.BJ,中运科技,26.93
2115,837242.BJ,建邦科技,43.43
2116,836263.BJ,中航泰达,15.37
2117,835368.BJ,连城数控,24.91
2119,688508.SH,芯朋微,22.14
2122,605158.SH,华达新材,18.05
2123,605118.SH,力鼎光电,59.68
2124,603408.SH,建霖家居,34.01
2125,430198,微创光电,19.66
2129,871163.BJ,润康生态,17.39
2130,836433.BJ,大唐药业,25.09
2132,834475.BJ,三友科技,18.15
2138,603039.SH,泛微网络,17.42
2141,873486.BJ,三匹马,3102.0
2143,839729.BJ,永顺生物,17.53
2145,831010.BJ,凯添燃气,15.35
2146,605333.SH,沪光股份,24.32
2150,873487.BJ,嘉源检测,27.69
2153,870225.BJ,华聪股份,25.31
2155,688580.SH,伟思医疗,38.62
2158,605088.SH,冠盛股份,15.91
2159,300858.SZ,科拓生物,30.2
2162,873485.BJ,中天青鼎,95.29
2170,605222.SH,起帆电缆,24.28
2172,300855.SZ,图南股份,19.2
2173,002991.SZ,甘源食品,31.85
2177,873469.BJ,银杉股份,36.44
2179,300856.SZ,科思股份,23.29
2183,873483.BJ,福赛尔,24.12
2184,839207.BJ,雅励股份,15.85
2187,835185.BJ,贝特瑞,15.39
2189,688309.SH,*ST恒誉,60.46
2192,838163.BJ,方大新材,16.07
2195,430418,苏轴股份,23.59
2200,839167.BJ,同享科技,19.32
2205,688060.SH,云涌科技,26.51
2207,873481.BJ,相城检测,30.29
2208,873480.BJ,奎星科技,38.72
2213,830799.BJ,艾融软件,36.01
2214,688069.SH,德林海,63.99
2220,605108.SH,同庆楼,29.12
2221,300853.SZ,申昊科技,30.04
2222,300851.SZ,交大思诺,26.72
2225,835508.BJ,殷图网联,17.32
2227,688418.SH,震有科技,18.66
2231,873478.BJ,景泽环境,238.22
2239,873452.BJ,倍得福,58.99
2257,872380.BJ,金鑫新能,46.39
2258,872352.BJ,开元新材,26.94
2263,871859.BJ,明日教育,19.6
2264,871702.BJ,好生活,22.19
2273,871084.BJ,高新现代,29.65
2274,871056.BJ,江苏华商,18.0
2280,839799.BJ,恒宇科技,35.15
2282,839646.BJ,极限网络,15.6
2285,839514.BJ,宏业建设,16.83
2287,839305.BJ,尼普顿,16.56
2288,839296.BJ,方大咨询,32.96
2312,836390.BJ,北科软件,32.41
2317,836015.BJ,ST喜喜,42.7
2320,835778.BJ,安明斯,28.9
2326,835058.BJ,黑油数字,21.95
2330,834657.BJ,ST名传,36.92
2356,832521.BJ,ST合一康,1887.46
2358,832352.BJ,ST瑞格,618.75
2363,831650.BJ,盛华德,21.59
2365,831445.BJ,龙竹科技,34.02
2381,430724,芳笛环保,31.25
2382,430657,ST楼兰,493.69
2383,430632,希奥信息,48.88
2389,430220,迈达科技,24.09
2393,400152,R成城1,99.75
2407,873477.BJ,同方德诚,42.64
2417,872389.BJ,塞尚国旅,18.62
2422,872123.BJ,开创集团,21.92
2430,870810.BJ,昌顺烘焙,16.2
2431,870805.BJ,高信股份,30.46
2433,870307.BJ,传味股份,23.01
2435,839999.BJ,莹科新材,17.43
2452,836770.BJ,创洁工贸,20.04
2459,835669.BJ,尼的科技,24.96
2460,835435.BJ,江苏海天,25.32
2464,834978.BJ,光大科技,21.3
2469,833486.BJ,前程人力,15.73
2477,832641.BJ,天蓝地绿,27.21
2494,688600.SH,皖仪科技,24.17
2505,400012,R国晟1,34.83
2508,873461.BJ,迈威通信,34.96
2509,873207.BJ,华创生活,39.32
2520,838691.BJ,金益环保,28.69
2522,838182.BJ,菲奥达,32.96
2525,836030.BJ,金居股份,19.35
2539,832236.BJ,丰源股份,20.17
2544,831515.BJ,威和光电,29.62
2553,605199.SH,葫芦娃,21.71
2555,600781.SH,*ST辅仁,17.81
2569,300849.SZ,锦盛新材,19.29
2576,873351.BJ,政轩股份,21.2
2583,839782.BJ,云南中药,18.53
2590,835833.BJ,天雄科技,20.27
2599,832060.BJ,施可瑞,15.19
2601,688528.SH,秦川物联,20.12
2605,430734,ST源渤,81.58
2611,400055,国瓷5,15.64
2612,300852.SZ,四会富仕,25.25
2617,872245.BJ,巴山牧业,22.2
2619,871430.BJ,艺恩数据,51.19
2622,870520.BJ,豪辉科技,19.0
2623,870066.BJ,恒信诺金,32.3
2626,837220.BJ,弘方科技,28.2
2629,835595.BJ,固润科技,80.33
2642,430326,希文科技,23.67
2651,002146.SZ,荣盛发展,24.89
2656,872628.BJ,英迪迈,15.78
2662,838795.BJ,风景园林,24.42
2664,838559.BJ,金炻新材,16.91
2668,836949.BJ,源启科技,20.43
2670,836281.BJ,鸿盛华,23.41
2671,835637.BJ,林华医疗,23.19
2683,430428,陕西瑞科,17.8
2686,300845.SZ,捷安高科,29.26
2696,835222.BJ,华鼎团膳,23.15
2708,300843.SZ,胜蓝股份,22.2
2709,000620.SZ,新华联,16.64
2711,872362.BJ,奥森迪科,34.67
2713,872242.BJ,新农人,20.53
2717,832592.BJ,群龙股份,29.39
2722,605188.SH,国光连锁,22.93
2731,870107.BJ,博阳新能,29.99
2737,831910.BJ,梦地自控,18.98
2739,688568.SH,中科星图,55.2
2740,688555.SH,*ST泽达,20.53
2745,400046,博嘉5,25.69
2746,300839.SZ,博汇股份,25.83
2747,874036.BJ,久正工学,34.43
2748,873757.BJ,汉和生物,63.46
2753,870890.BJ,长峰医院,15.84
2756,839198.BJ,联合信息,56.95
2763,831707.BJ,绿岛生态,25.49
2766,603087.SH,甘李药业,24.55
2768,300848.SZ,美瑞新材,30.48
2783,873475.BJ,中汇线缆,127.6
2787,836153.BJ,ST明邦,18.46
2793,831698.BJ,工大软件,22.4
2801,873473.BJ,得莱斯,18.2
2806,688106.SH,金宏气体,21.94
2816,872404.BJ,博瑞生物,19.4
2825,837641.BJ,新业电子,17.13
2827,837053.BJ,华烁科技,16.06
2831,836206.BJ,钱皇股份,46.65
2835,832141.BJ,燎原环保,18.03
2847,300506.SZ,名家汇,21.63
2848,873428.BJ,园外园,35.14
2851,839769.BJ,惠美股份,22.51
2855,836113.BJ,春泉园林,24.34
2856,835688.BJ,平安环保,30.79
2858,834857.BJ,清水爱派,31.14
2859,831063.BJ,安泰股份,16.23
2860,688558.SH,国盛智科,19.45
2861,688004.SH,博汇科技,27.17
2863,430223,亿童文教,20.92
2864,300824.SZ,北鼎股份,23.58
2866,873412.BJ,灿烂阳光,76.68
2867,871824.BJ,双星药业,24.28
2868,871340.BJ,钒宇新材,31.92
2875,300842.SZ,帝科股份,18.6
2885,872167.BJ,顺鑫昌,28.38
2891,834618.BJ,置辰智慧,18.92
2892,834558.BJ,口岸旅游,15.78
2899,300787.SZ,海能实业,25.35
2903,871868.BJ,松庆智能,38.47
2904,871676.BJ,嘉悦科技,18.46
2905,838659.BJ,世珍股份,35.39
2906,836533.BJ,连邦新材,34.43
2909,600516.SH,方大炭素,44.07
2919,872522.BJ,腾飞人才,32.38
2920,871575.BJ,精英在线,200.0
2924,836545.BJ,广奕电子,38.38
2929,832468.BJ,向明轴承,25.36
2931,688312.SH,燕麦科技,17.11
2932,688157.SH,松井股份,19.56
2934,400158,凯乐3,17.64
2936,300841.SZ,康华生物,57.86
2941,872836.BJ,康派斯,27.25
2944,872166.BJ,新烽光电,41.96
2947,870164.BJ,虎巴股份,23.33
2950,838129.BJ,同步新科,30.1
2952,832982.BJ,锦波生物,18.72
2968,873554.BJ,赛康智能,34.19
2969,873463.BJ,北直通航,18.96
2970,873305.BJ,九菱科技,20.22
2976,872515.BJ,启创环境,40.04
2980,871248.BJ,东元环境,25.67
2985,839813.BJ,微特电机,18.27
2987,839621.BJ,比例聚合,19.24
2990,839229.BJ,欣源股份,15.9
2992,838857.BJ,惠斯安普,31.97
3000,836160.BJ,亿博科技,21.03
3002,835483.BJ,中大股份,20.15
3011,832889.BJ,深捷科技,18.71
3012,832789.BJ,诚栋营地,21.76
3016,832155.BJ,卫东化工,25.94
3019,831414.BJ,大洋义天,22.88
3038,400031,R鞍合成1,57.32
3045,873078.BJ,津裕电业,21.75
3053,870122.BJ,一景乳业,24.34
3060,838293.BJ,般若股份,26.48
3062,837422.BJ,塞北股份,27.78
3065,835839.BJ,环丰食品,17.48
3068,835266.BJ,谷峰科技,29.35
3074,833383.BJ,漯效王,17.19
3075,833200.BJ,宏业高科,25.5
3078,831390.BJ,宜都运机,16.29
3093,873470.BJ,新中南,21.72
3094,873450.BJ,西格医学,55.2
3098,873107.BJ,海山游乐,40.98
3101,871717.BJ,升学在线,22.99
3104,838440.BJ,芃泰发展,40.36
3114,688360.SH,德马科技,23.27
3117,430395,ST奥盖克,215.39
3123,000927.SZ,中国铁物,17.65
3128,837961.BJ,国瑞智能,17.22
3131,833779.BJ,奥科斯特,30.53
3138,300838.SZ,浙江力诺,23.67
3139,300525.SZ,博思软件,16.29
3152,838354.BJ,融诚检测,18.69
3155,836955.BJ,智盛信息,58.2
3158,833072.BJ,大江传媒,18.3
3161,430683,新中德,21.55
3163,300837.SZ,浙矿股份,24.27
3167,600763.SH,通策医疗,28.29
3169,600328.SH,中盐化工,19.28
3176,873458.BJ,筑友展示,22.18
3177,873432.BJ,英瑞博,39.88
3181,870198.BJ,开来设计,34.96
3195,430221,风帆科技,17.79
3202,871707.BJ,利林商业,37.31
3204,834425.BJ,新赛点,119.96
3213,000069.SZ,华侨城A,18.98
3214,873380.BJ,正荣股份,15.26
3216,872285.BJ,铝泰股份,35.37
3224,836179.BJ,国天电子,20.77
3245,836678.BJ,紫极科技,35.39
3252,430376,东亚装饰,15.68
3258,872203.BJ,纵横智慧,16.45
3262,835526.BJ,捷林科技,30.17
3265,605288.SH,凯迪股份,38.8
3268,430224,网动科技,42.48
3271,002884.SZ,凌霄泵业,17.36
3275,872308.BJ,盛祺信息,56.04
3276,871950.BJ,娜其尔,18.55
3277,839085.BJ,广东威林,17.95
3281,832727.BJ,景心科技,20.58
3282,832484.BJ,金晋农牧,25.31
3286,688566.SH,吉贝尔,20.02
3287,605166.SH,聚合顺,25.26
3288,600995.SH,南网储能,16.22
3291,300767.SZ,震安科技,22.75
3292,300003.SZ,乐普医疗,19.13
3294,873468.BJ,通发激光,24.6
3296,837289.BJ,迪威高压,36.99
3301,300836.SZ,佰奥智能,24.23
3306,873455.BJ,众友物联,29.1
3308,838564.BJ,康平铁科,15.24
3316,002990.SZ,盛视科技,41.53
3319,300835.SZ,龙磁科技,18.35
3326,833186.BJ,宏远电器,26.49
3332,600877.SH,电科芯片,33.71
3339,872753.BJ,宏宇环境,60.39
3343,605001.SH,威奥股份,18.41
3344,603217.SH,元利科技,31.51
3351,871936.BJ,金洁环境,29.62
3355,837836.BJ,龙宇医药,22.6
3356,835995.BJ,松赫股份,16.56
3359,688080.SH,映翰通,20.05
3361,300833.SZ,浩洋股份,27.34
3369,603056.SH,德邦股份,18.81
3370,300422.SZ,博世科,18.44
3383,873949.BJ,昌德微电,18.49
3384,873698.BJ,安道设计,39.65
3385,873446.BJ,海普股份,163.9
3390,873390.BJ,中延菌业,31.77
3391,873386.BJ,金华升,18.94
3394,873358.BJ,康诚新材,16.37
3396,873308.BJ,新翔星,21.01
3401,873212.BJ,润锋科技,15.08
3408,873041.BJ,邢农银行,15.12
3409,873021.BJ,新动向,24.63
3410,873019.BJ,恒丰达,16.31
3411,873018.BJ,永昌股份,35.65
3412,872988.BJ,河南电气,15.94
3413,872963.BJ,永成股份,16.66
3417,872873.BJ,国仪测控,23.88
3419,872672.BJ,英奥特,22.47
3425,872618.BJ,秦淮风光,44.79
3426,872593.BJ,中创融科,17.52
3431,872512.BJ,华兴科技,22.44
3433,872373.BJ,第一成美,24.87
3435,872333.BJ,磐电科技,30.48
3436,872299.BJ,亚捷科技,22.0
3439,872219.BJ,联科云,18.22
3442,872131.BJ,南大智慧,21.0
3443,872124.BJ,智建科技,20.89
3450,872014.BJ,裕峰环境,23.16
3458,871794.BJ,盛世节能,19.5
3470,871471.BJ,天伟生物,18.83
3479,871244.BJ,翠峰科技,17.32
3481,871176.BJ,盛伟科技,15.23
3485,871075.BJ,朗涛股份,23.92
3492,870970.BJ,常熟古建,23.68
3493,870959.BJ,公正股份,36.14
3506,870622.BJ,英讯通,16.74
3509,870532.BJ,储秀网络,18.17
3511,870443.BJ,泽宏科技,31.27
3513,870381.BJ,七九七,22.48
3515,870365.BJ,华创特材,26.41
3517,870238.BJ,吉林一机,28.73
3527,870001.BJ,楚星时尚,16.54
3528,839994.BJ,中德诺浩,16.74
3540,839820.BJ,赢家伟业,34.26
3542,839765.BJ,齐心科技,15.32
3544,839629.BJ,华糖云商,25.79
3545,839613.BJ,亚格光电,15.5
3547,839537.BJ,嘉博设计,30.3
3551,839477.BJ,迈凯诺,19.14
3555,839341.BJ,福立仪器,26.28
3558,839321.BJ,新油工程,16.75
3560,839312.BJ,优信无限,20.15
3561,839213.BJ,宏基管理,20.1
3562,839211.BJ,海高通信,56.14
3567,839047.BJ,小乙物联,16.72
3569,839033.BJ,恒电科技,27.98
3571,838989.BJ,华津时代,33.86
3583,838428.BJ,恒实股份,19.54
3584,838414.BJ,远鸿园林,15.57
3585,838408.BJ,天锐股份,28.81
3589,838239.BJ,北裕仪器,28.35
3591,838168.BJ,快鱼电子,36.68
3600,837991.BJ,富森环保,15.46
3608,837619.BJ,微柏软件,30.54
3609,837510.BJ,明辉股份,23.09
3613,837336.BJ,中冶地信,27.8
3622,837226.BJ,威腾体育,17.93
3627,837129.BJ,太阳股份,16.23
3629,837042.BJ,赛诺科技,25.7
3635,836715.BJ,优力可,65.62
3640,836641.BJ,奇华光电,27.02
3645,836277.BJ,ST中科恒,18.79
3647,836234.BJ,奥派装备,28.6
3648,836115.BJ,三环节能,174.0
3650,836062.BJ,金色未来,22.49
3670,835136.BJ,报春电商,15.96
3671,835126.BJ,金版文化,26.38
3674,835084.BJ,多麦股份,69.85
3678,835034.BJ,化龙网络,37.19
3704,834316.BJ,振威会展,21.38
3710,834026.BJ,武新股份,15.01
3713,833966.BJ,国电康能,24.53
3714,833925.BJ,兴业源,18.89
3715,833866.BJ,紫翔生物,22.99
3717,833827.BJ,浩腾科技,22.08
3720,833764.BJ,斯达电气,18.88
3728,833453.BJ,永创医药,55.49
3740,833022.BJ,欧迈机械,19.26
3741,832989.BJ,鑫博技术,24.69
3749,832627.BJ,锦达保税,15.9
3769,831992.BJ,嘉得力,18.37
3777,831718.BJ,青鸟软通,23.92
3803,688588.SH,凌志软件,16.52
3804,688089.SH,嘉必优,19.58
3805,688026.SH,洁特生物,24.77
3806,688020.SH,方邦股份,31.08
