,股票代码,股票简称,ROE2018
417,832800.BJ,赛特斯,18.36
418,831463.BJ,凯雪冷链,19.64
419,688331.SH,荣昌生物,73.8
420,688282.SH,理工导航,38.51
421,301300.SZ,远翔新材,37.32
423,301219.SZ,腾远钴业,20.36
425,836106.BJ,君逸数码,30.66
430,301283.SZ,聚胶股份,35.2
435,688348.SH,昱能科技,184.9
439,688273.SH,麦澜德,79.21
440,688115.SH,思林杰,92.3
441,301226.SZ,祥明智能,22.02
444,301110.SZ,青木股份,32.83
445,874076.BJ,朝晖股份,26.65
447,688353.SH,华盛锂电,15.38
451,301367.SZ,怡和嘉业,25.75
453,301282.SZ,金禄电子,38.39
454,301270.SZ,汉仪股份,26.8
456,688370.SH,丛麟科技,108.27
460,688163.SH,赛伦生物,15.83
462,301222.SZ,浙江恒威,22.1
463,839725.BJ,惠丰钻石,45.22
464,688400.SH,凌云光,16.73
469,301205.SZ,联特科技,24.7
471,301102.SZ,兆讯传媒,45.55
473,873740.BJ,大连华阳,39.65
475,688130.SH,晶华微,39.72
476,603307.SH,扬州金泉,19.18
477,603261.SH,立航科技,42.66
481,001311.SZ,多利科技,19.73
482,870601.BJ,启明星,17.74
485,603070.SH,万控智造,22.04
487,301132.SZ,满坤科技,26.69
491,688253.SH,英诺特,65.4
493,301389.SZ,隆扬电子,41.03
494,301322.SZ,绿通科技,17.44
495,688479.SH,友车科技,22.27
496,301319.SZ,唯特偶,17.17
497,301285.SZ,鸿日达,19.92
498,832419.BJ,路斯股份,24.09
500,301317.SZ,鑫磊股份,25.27
501,301280.SZ,珠城科技,26.55
502,301255.SZ,通力科技,23.19
506,603235.SH,天新药业,74.53
507,600925.SH,苏能股份,17.07
508,301318.SZ,维海德,38.3
509,301312.SZ,智立方,41.99
510,301218.SZ,华是科技,18.43
511,301208.SZ,中亦科技,26.01
512,301197.SZ,工大科雅,20.4
514,001337.SZ,四川黄金,30.5
515,001223.SZ,欧克科技,58.32
516,688382.SH,益方生物,510.34
518,301303.SZ,真兰仪表,33.83
519,301257.SZ,普蕊斯,56.3
520,835179.BJ,凯德石英,15.15
521,688281.SH,华秦科技,16.75
522,603281.SH,江瀚新材,35.2
526,001256.SZ,炜冈科技,23.47
527,301181.SZ,标榜股份,22.68
528,874002.BJ,正业设计,26.2
529,301309.SZ,万得凯,43.07
530,301289.SZ,国缆检测,25.75
535,688283.SH,坤恒顺维,33.09
537,301229.SZ,纽泰格,30.79
538,603215.SH,比依股份,41.85
540,301311.SZ,昆船智能,21.28
541,833346.BJ,威贸电子,21.43
543,301330.SZ,熵基科技,21.8
547,688320.SH,禾川科技,16.46
548,688225.SH,亚信安全,34.18
549,688119.SH,中钢洛耐,34.97
550,301206.SZ,三元生物,46.38
551,301200.SZ,大族数控,33.5
553,873991.BJ,华科仪,15.14
554,831598.BJ,热像科技,85.87
558,301228.SZ,实朴检测,27.25
563,301302.SZ,华如科技,22.75
564,301207.SZ,华兰疫苗,35.93
565,301195.SZ,北路智控,56.85
566,301165.SZ,锐捷网络,48.4
567,301121.SZ,紫建电子,45.34
568,301107.SZ,瑜欣电子,21.23
570,301439.SZ,泓淋电力,16.43
571,688380.SH,中微半导,31.82
575,688053.SH,思科瑞,38.61
576,301157.SZ,华塑科技,76.6
577,301125.SZ,腾亚精工,41.86
578,603201.SH,常润股份,16.0
580,603163.SH,圣晖集成,16.93
581,603052.SH,可川科技,34.65
582,301297.SZ,富乐德,15.55
585,001301.SZ,尚太科技,22.44
591,301117.SZ,佳缘科技,31.55
592,301106.SZ,骏成科技,23.44
593,603150.SH,万朗磁塑,19.25
594,603130.SH,云中马,25.7
595,603102.SH,百合股份,19.18
596,603057.SH,紫燕食品,28.58
597,301116.SZ,益客食品,17.37
601,688171.SH,纬德信息,61.51
602,688062.SH,迈威生物,792.5
604,301325.SZ,曼恩斯特,158.59
605,301234.SZ,五洲医疗,30.76
607,301122.SZ,采纳股份,20.31
608,300834.SZ,星辉环材,15.59
612,688259.SH,创耀科技,32.82
614,301382.SZ,蜂助手,26.49
615,603211.SH,晋拓股份,15.17
616,603137.SH,恒尚节能,41.02
617,601133.SH,柏诚股份,30.71
619,001333.SZ,光华股份,18.81
621,001322.SZ,箭牌家居,28.59
623,001300.SZ,三柏硕,21.07
624,001278.SZ,一彬科技,17.67
626,831167.BJ,鑫汇科,27.21
628,839790.BJ,联迪信息,24.38
629,838171.BJ,邦德股份,28.42
630,836871.BJ,派特尔,21.08
632,836395.BJ,朗鸿科技,25.16
634,833665.BJ,清大天达,20.46
641,301366.SZ,一博科技,60.76
644,871453.BJ,科海电子,47.56
647,688392.SH,骄成超声,22.57
649,603122.SH,合富中国,18.2
651,301357.SZ,北方长龙,34.61
652,301328.SZ,维峰电子,27.47
653,301203.SZ,国泰环保,20.89
654,870840.BJ,鼎欣科技,19.55
655,870204.BJ,沪江材料,17.72
657,833505.BJ,美的连,40.97
661,301387.SZ,光大同创,41.9
662,301331.SZ,恩威医药,27.37
663,301314.SZ,科瑞思,171.74
664,688432.SH,有研硅,33.96
665,603272.SH,联翔股份,35.88
666,603206.SH,嘉环科技,26.93
668,603135.SH,中重科技,21.98
669,603125.SH,常青科技,20.29
672,301360.SZ,荣旗科技,65.94
673,001316.SZ,润贝航科,67.63
675,688448.SH,磁谷科技,39.0
676,688236.SH,春立医疗,18.11
679,301333.SZ,诺思格,37.56
682,874018.BJ,天威新材,29.2
684,838670.BJ,恒进感应,16.22
685,837611.BJ,德芯科技,18.01
686,688455.SH,科捷智能,55.39
688,603255.SH,鼎际得,18.7
689,001319.SZ,铭科精技,16.45
690,001298.SZ,好上好,61.55
692,873804.BJ,华鸿科技,28.26
693,688152.SH,麒麟信安,26.58
695,301363.SZ,美好医疗,29.73
697,301166.SZ,优宁维,23.28
698,301159.SZ,三维天地,68.93
704,301161.SZ,唯万密封,41.2
706,688489.SH,三未信安,15.46
710,603170.SH,宝立食品,42.03
711,601089.SH,福元医药,35.77
713,301190.SZ,善水科技,55.23
714,001367.SZ,海森药业,32.96
715,001268.SZ,联合精密,16.93
716,001255.SZ,博菲电气,20.29
717,001229.SZ,魅视科技,89.65
718,874040.BJ,明佳环保,23.46
719,831467.BJ,世窗信息,29.52
721,301153.SZ,中科江南,22.91
722,301136.SZ,招标股份,21.65
723,871245.BJ,威博液压,16.47
725,301361.SZ,众智科技,23.24
726,301338.SZ,凯格精机,29.77
727,301221.SZ,光庭信息,23.39
729,001270.SZ,铖昌科技,50.07
730,301386.SZ,未来电器,16.55
731,301211.SZ,亨迪药业,18.25
734,001231.SZ,农心科技,18.43
737,301096.SZ,百诚医药,25.52
738,603282.SH,亚光股份,17.07
740,301100.SZ,风光股份,24.94
742,001228.SZ,永泰运,17.95
743,001226.SZ,拓山重工,78.27
744,001222.SZ,源飞宠物,47.05
745,836742.BJ,大地测绘,16.63
746,688475.SH,萤石网络,67.64
753,603061.SH,金海通,25.25
754,601061.SH,中信金属,17.96
755,301177.SZ,迪阿股份,64.35
756,301138.SZ,华研精机,16.82
759,301378.SZ,通达海,49.39
760,301186.SZ,超达装备,19.25
762,301113.SZ,雅艺科技,23.3
766,001234.SZ,泰慕士,45.97
768,870706.BJ,精标科技,44.93
772,603071.SH,物产环能,36.48
773,301179.SZ,泽宇智能,29.22
774,301160.SZ,翔楼新材,17.52
775,832802.BJ,保丽洁,19.51
777,301199.SZ,迈赫股份,16.72
780,301111.SZ,粤万年青,32.09
781,603216.SH,梦天家居,42.18
784,688439.SH,振华风光,24.0
785,603237.SH,五芳斋,15.39
787,301198.SZ,喜悦智行,28.8
788,301108.SZ,洁雅股份,29.18
791,688230.SH,芯导科技,56.74
792,688112.SH,鼎阳科技,50.68
793,301336.SZ,趣睡科技,22.18
795,688049.SH,炬芯科技,20.86
797,301167.SZ,建研设计,22.72
798,301133.SZ,金钟股份,20.97
801,688190.SH,云路股份,26.15
802,301368.SZ,丰立智能,15.16
803,301269.SZ,华大九天,20.62
805,301155.SZ,海力风电,17.07
806,301213.SZ,观想科技,88.77
811,688291.SH,金橙子,19.34
813,600935.SH,华塑股份,27.49
814,301316.SZ,慧博云通,15.84
816,301185.SZ,鸥玛软件,33.06
821,688082.SH,盛美上海,137.72
822,688075.SH,安旭生物,40.59
823,301359.SZ,东南电子,26.36
825,301099.SZ,雅创电子,22.01
827,001323.SZ,慕思股份,41.61
828,688182.SH,灿勤科技,44.31
830,301118.SZ,恒光股份,33.24
833,603219.SH,富佳股份,26.39
835,832645.BJ,高德信,22.31
838,603190.SH,亚通精工,25.11
840,301119.SZ,正强股份,18.49
841,001336.SZ,楚环科技,43.13
842,001318.SZ,阳光乳业,18.66
845,301188.SZ,力诺特玻,18.41
846,301098.SZ,金埔园林,16.67
852,001230.SZ,劲旅环境,52.65
854,873931.BJ,潜阳科技,21.91
856,603097.SH,江苏华辰,20.15
857,836720.BJ,吉冈精密,40.82
859,688232.SH,新点软件,38.96
860,603213.SH,镇洋发展,42.7
862,873738.BJ,伟邦科技,46.45
863,301178.SZ,天亿马,17.66
865,001308.SZ,康冠科技,30.63
867,836260.BJ,中寰股份,15.12
868,301128.SZ,强瑞技术,42.94
870,001235.SZ,里得电科,34.21
871,688739.SH,成大生物,23.12
873,301259.SZ,艾布鲁,30.04
875,301089.SZ,拓新药业,22.19
878,688257.SH,新锐股份,21.14
879,301090.SZ,华润材料,17.87
880,301088.SZ,戎美股份,47.83
881,688211.SH,中科微至,67.63
882,001225.SZ,和泰机电,24.09
886,301087.SZ,可孚医疗,33.17
890,301082.SZ,久盛电气,22.87
891,301345.SZ,涛涛车业,28.47
892,301083.SZ,百胜智能,20.63
893,301081.SZ,严牌股份,23.88
894,001332.SZ,锡装股份,16.8
895,301129.SZ,瑞纳智能,27.92
898,301079.SZ,邵阳液压,26.11
899,001266.SZ,宏英智能,84.82
901,832171.BJ,志晟信息,27.17
902,688772.SH,珠海冠宇,20.83
903,603182.SH,嘉华股份,24.74
905,301267.SZ,华厦眼科,15.81
906,301078.SZ,孩子王,23.55
908,605566.SH,福莱蒽特,57.95
909,605555.SH,德昌股份,44.21
910,001309.SZ,德明利,55.09
914,688045.SH,必易微,51.73
915,301419.SZ,阿莱德,33.94
916,301337.SZ,亚华电子,17.74
917,301335.SZ,天元宠物,21.05
919,301105.SZ,鸿铭股份,25.09
920,301093.SZ,华兰股份,32.16
921,301092.SZ,争光股份,21.0
922,870892.BJ,杭州路桥,26.2
923,839680.BJ,广道数字,20.73
924,837092.BJ,汉鑫科技,31.38
926,834915.BJ,津同仁堂,32.81
928,301091.SZ,深城交,30.8
929,001283.SZ,豪鹏科技,17.37
930,001219.SZ,青岛食品,18.48
931,872925.BJ,锦好医疗,34.79
933,836892.BJ,广咨国际,34.06
934,832145.BJ,恒合股份,24.34
935,831305.BJ,海希通讯,28.35
936,301398.SZ,星源卓镁,17.88
937,301086.SZ,鸿富瀚,50.46
938,301085.SZ,亚康股份,35.32
939,688255.SH,凯尔达,16.59
940,301112.SZ,信邦智能,28.62
941,301080.SZ,百普赛斯,16.8
942,301073.SZ,君亭酒店,32.51
944,688285.SH,高铁电气,18.51
945,605567.SH,春雪食品,31.18
946,832567.BJ,伟志股份,26.64
948,688722.SH,同益中,19.24
949,688376.SH,美埃科技,16.29
951,301077.SZ,星华新材,36.17
952,301076.SZ,新瀚新材,24.35
954,001217.SZ,华尔泰,22.22
955,605138.SH,盛泰集团,22.56
956,001218.SZ,丽臣实业,23.01
958,688428.SH,诺诚健华,84.84
959,301075.SZ,多瑞医药,161.5
960,301063.SZ,海锅股份,23.49
961,688701.SH,卓锦股份,23.57
968,839483.BJ,用友金融,25.03
969,688622.SH,禾信仪器,16.62
970,301071.SZ,力量钻石,24.7
971,301070.SZ,开勒股份,34.01
972,301059.SZ,金三江,47.7
973,001216.SZ,华瓷股份,24.18
976,688767.SH,博拓生物,21.11
978,301068.SZ,大地海洋,30.79
979,301067.SZ,显盈科技,21.92
980,301057.SZ,汇隆新材,23.91
982,605033.SH,美邦股份,26.25
983,600955.SH,维远股份,55.14
984,301065.SZ,本立科技,15.6
986,839120.BJ,壹创国际,29.0
987,688697.SH,纽威数控,20.42
994,301339.SZ,通行宝,44.83
995,301053.SZ,远信工业,37.12
999,301061.SZ,匠心家居,28.65
1001,605599.SH,菜百股份,19.45
1002,001215.SZ,千味央厨,19.33
1004,871167.BJ,合顺兴,19.56
1009,873671.BJ,坤隆股份,21.32
1010,605598.SH,上海港湾,17.64
1013,833694.BJ,新道科技,19.61
1014,688766.SH,普冉股份,32.04
1015,688728.SH,格科微,75.83
1018,839036.BJ,珠海鸿瑞,54.58
1019,688798.SH,艾为电子,16.05
1020,301045.SZ,天禄科技,28.38
1022,688787.SH,海天瑞声,46.82
1023,301051.SZ,信濠光电,55.69
1024,688786.SH,悦安新材,36.13
1025,605580.SH,恒盛能源,31.74
1027,301049.SZ,超越科技,66.59
1028,300814.SZ,中富电路,22.84
1029,688779.SH,长远锂科,15.93
1033,300994.SZ,久祺股份,33.25
1036,603209.SH,兴通股份,24.81
1038,301047.SZ,义翘神州,60.94
1039,300844.SZ,山水比德,61.32
1040,873459.BJ,鼎丰股份,15.09
1041,835305.BJ,云创数据,24.99
1042,835174.BJ,五新隧装,17.52
1044,871642.BJ,通易航天,32.6
1046,605588.SH,冠石科技,25.46
1050,688670.SH,金迪克,37.18
1053,688071.SH,华依科技,19.15
1054,301043.SZ,绿岛风,36.7
1056,301035.SZ,润丰股份,15.4
1057,300964.SZ,本川智能,20.9
1058,688718.SH,唯赛勃,16.29
1060,301042.SZ,安联锐视,21.65
1063,605507.SH,国邦医药,18.26
1064,001212.SZ,中旗新材,21.51
1072,301029.SZ,怡合达,20.86
1073,837979.BJ,噢易云,15.68
1080,301024.SZ,霍普股份,35.9
1085,301027.SZ,华蓝集团,20.26
1087,688793.SH,倍轻松,54.26
1088,301373.SZ,凌玮科技,25.45
1092,688799.SH,华纳药厂,20.67
1093,605365.SH,立达信,31.27
1095,873739.BJ,大鹏工业,24.51
1096,688789.SH,宏华数科,27.83
1097,688303.SH,大全能源,16.96
1099,873586.BJ,精鼎科技,16.05
1100,688087.SH,英科再生,16.41
1101,301031.SZ,中熔电气,34.84
1106,836944.BJ,储融检测,26.57
1107,835193.BJ,东立科技,25.74
1108,832196.BJ,秦森园林,15.11
1111,430161,光谷信息,20.91
1112,301028.SZ,东亚机械,25.56
1113,301021.SZ,英诺激光,18.55
1114,301020.SZ,密封科技,35.66
1118,872516.BJ,时代银通,31.16
1119,872504.BJ,新日月,31.63
1120,837879.BJ,博芳环保,36.06
1126,605020.SH,永和股份,16.01
1131,837919.BJ,天维信息,32.65
1132,688420.SH,美腾科技,80.0
1134,837950.BJ,爱信股份,15.71
1135,688499.SH,利元亨,29.93
1136,688161.SH,威高骨科,20.68
1138,301016.SZ,雷尔伟,26.02
1141,870432.BJ,陕西旅游,28.7
1142,605162.SH,新中港,29.58
1143,301015.SZ,百洋医药,26.5
1145,002466.SZ,天齐锂业,22.97
1147,001210.SZ,金房节能,17.83
1148,838790.BJ,卡尔股份,23.73
1149,836888.BJ,来邦科技,26.93
1150,831566.BJ,盛大在线,33.48
1153,605287.SH,德才股份,24.63
1154,301023.SZ,江南奕帆,37.04
1155,301013.SZ,利和兴,19.21
1156,872247.BJ,银山股份,16.41
1159,603863.SH,松炀资源,18.08
1160,301004.SZ,嘉益股份,38.83
1163,833580.BJ,科创新材,22.35
1164,688276.SH,百克生物,19.27
1165,301039.SZ,中集车辆,17.0
1166,873881.BJ,中科英泰,29.15
1170,837899.BJ,同华科技,20.2
1172,605056.SH,咸亨国际,24.75
1174,603171.SH,税友股份,36.1
1175,301012.SZ,扬电科技,21.28
1180,688621.SH,阳光诺和,34.66
1183,001209.SZ,洪兴股份,33.29
1184,688517.SH,金冠电气,17.25
1185,301019.SZ,宁波色母,22.43
1186,873599.BJ,振通检测,39.05
1187,833988.BJ,中成发展,19.98
1189,430539,扬子地板,16.91
1192,835208.BJ,维尼健康,52.05
1193,601921.SH,浙版传媒,15.43
1197,688700.SH,东威科技,55.13
1201,688025.SH,杰普特,24.3
1202,605028.SH,世茂能源,30.56
1203,301007.SZ,德迈仕,20.66
1204,001207.SZ,联科科技,31.8
1205,688345.SH,博力威,30.08
1206,300984.SZ,金沃股份,35.62
1209,688625.SH,呈和科技,43.02
1211,603529.SH,爱玛科技,33.24
1212,301006.SZ,迈拓股份,27.04
1215,688425.SH,铁建重工,18.74
1217,301002.SZ,崧盛股份,62.91
1221,300997.SZ,欢乐家,37.59
1223,300998.SZ,宁波方正,30.89
1226,601156.SH,东航物流,36.83
1228,688269.SH,凯立新材,21.36
1230,837212.BJ,智新电子,18.72
1231,835737.BJ,传神语联,19.75
1232,301005.SZ,超捷股份,27.89
1233,300995.SZ,奇德新材,17.13
1234,300993.SZ,玉马遮阳,27.09
1236,833523.BJ,德瑞锂电,27.15
1237,688359.SH,三孚新科,18.9
1239,605189.SH,富春染织,17.16
1240,301003.SZ,江苏博云,39.64
1241,872868.BJ,四零七,15.06
1242,301001.SZ,凯淳股份,33.7
1243,301000.SZ,肇民科技,36.41
1246,603836.SH,海程邦达,16.88
1248,300991.SZ,创益通,24.61
1251,688314.SH,康拓医疗,19.94
1258,835800.BJ,万联城服,19.5
1262,831726.BJ,朱老六,22.12
1263,688565.SH,力源科技,15.41
1264,873591.BJ,光合生物,17.51
1266,605499.SH,东鹏饮料,22.05
1268,871329.BJ,丰润生物,18.3
1269,834476.BJ,无限自在,16.37
1271,873598.BJ,秦川大厨,25.72
1272,873597.BJ,琨圣智能,38.97
1274,872102.BJ,中苏科技,26.43
1275,839655.BJ,威星电子,19.53
1278,836460.BJ,风云科技,16.13
1282,833881.BJ,一森股份,28.53
1289,605339.SH,南侨食品,19.4
1290,430607,大树智能,15.78
1291,300987.SZ,川网传媒,16.39
1295,873595.BJ,中联科技,25.63
1296,872709.BJ,巍特环境,19.67
1297,870984.BJ,新荣昌,43.36
1299,870530.BJ,远发股份,22.03
1302,836818.BJ,贝恩施,17.29
1307,834327.BJ,车讯互联,21.23
1313,830870.BJ,松宝智能,16.99
1314,603280.SH,南方路机,33.28
1317,839884.BJ,大牧汗,23.5
1318,839806.BJ,赛肯思,50.73
1319,839089.BJ,索纳塔,32.11
1323,832670.BJ,数亮科技,28.1
1325,830920.BJ,聚融集团,28.73
1327,688113.SH,联测科技,18.43
1331,872747.BJ,渝网科技,27.16
1334,832861.BJ,奇致激光,16.08
1345,872204.BJ,博可生物,22.61
1346,870559.BJ,天鉴检测,25.97
1347,839164.BJ,兴华设计,23.4
1351,300981.SZ,中红医疗,16.2
1355,873286.BJ,鲁铭新材,17.36
1356,873280.BJ,秦燕科技,21.4858
1357,838740.BJ,邦源环保,79.76
1358,837012.BJ,精英动漫,22.51
1359,836090.BJ,创富港,22.65
1363,832816.BJ,索克服务,18.91
1365,831589.BJ,吉福新材,18.88
1366,831014.BJ,海联捷讯,37.95
1367,688395.SH,正弦电气,23.87
1370,301231.SZ,荣信文化,15.71
1371,300985.SZ,致远新能,32.83
1372,832828.BJ,ST凡科股,48.12
1373,832119.BJ,路通精密,17.87
1374,603511.SH,爱慕股份,16.4
1375,300990.SZ,同飞股份,28.97
1377,871459.BJ,蓝辉科技,25.42
1378,605488.SH,福莱新材,28.59
1379,605305.SH,中际联合,15.1
1381,300982.SZ,苏文电能,24.19
1384,832728.BJ,全宝科技,15.95
1386,605080.SH,浙江自然,37.19
1387,300989.SZ,蕾奥规划,64.13
1389,605300.SH,佳禾食品,17.06
1390,300979.SZ,华利集团,33.81
1392,001203.SZ,大中矿业,15.05
1394,873100.BJ,倍施特,15.32
1395,839273.BJ,一致魔芋,25.14
1396,835948.BJ,杰外动漫,26.57
1397,688639.SH,华恒生物,30.39
1398,688097.SH,博众精工,34.75
1401,300975.SZ,商络电子,49.67
1403,001202.SZ,炬申股份,34.46
1404,872337.BJ,卓奥科技,55.07
1407,688201.SH,信安世纪,32.61
1408,605180.SH,华生科技,23.07
1409,603995.SH,甬金股份,25.63
1410,605089.SH,味知香,49.56
1413,300973.SZ,立高食品,20.09
1415,688383.SH,新益昌,34.45
1416,300986.SZ,志特新材,22.44
1418,688663.SH,新风光,24.14
1423,688611.SH,杭州柯林,43.11
1424,300983.SZ,尤安设计,62.1
1427,605098.SH,行动教育,47.77
1428,300966.SZ,共同药业,19.77
1429,688636.SH,智明达,30.27
1430,688191.SH,智洋创新,21.85
1432,300761.SZ,立华股份,37.15
1433,873590.BJ,亿利华,40.83
1434,688682.SH,霍莱沃,52.88
1437,873639.BJ,行新科技,21.8
1438,873589.BJ,牧尚股份,27.89
1439,605117.SH,德业股份,36.87
1442,300980.SZ,祥源新材,29.77
1443,300977.SZ,深圳瑞捷,56.5
1444,688662.SH,富信科技,22.1
1445,688630.SH,芯碁微装,28.1
1446,688533.SH,上声电子,20.38
1447,688260.SH,昀冢科技,103.58
1448,605378.SH,野马电池,26.32
1450,300976.SZ,达瑞电子,62.72
1454,873588.BJ,华夏电通,35.91
1456,688626.SH,翔宇医疗,40.76
1459,300969.SZ,恒帅股份,23.26
1460,300961.SZ,深水海纳,17.91
1461,873585.BJ,华新玻璃,78.7
1462,688109.SH,品茗科技,42.76
1463,300960.SZ,通业科技,22.22
1464,003042.SZ,中农联合,43.73
1465,003041.SZ,真爱美家,15.94
1467,688661.SH,和林微纳,44.92
1468,605289.SH,罗曼股份,34.79
1469,003043.SZ,华亚智能,22.36
1472,688683.SH,莱尔科技,23.37
1474,300957.SZ,贝泰妮,72.06
1477,688633.SH,星球石墨,15.71
1478,688606.SH,奥泰生物,32.51
1480,300965.SZ,恒宇信通,17.91
1481,873798.BJ,鸿基节能,21.98
1482,688329.SH,艾隆科技,15.01
1484,300956.SZ,英力股份,22.74
